timestamp,pH,ORP,total_coli,BOD,COD,NO3,temperature
2022-07-24 16:32:06.307000+00:00,,,,,,3.5,
2022-07-24 17:46:50.723000+00:00,7.949999,,,,,,
2022-07-24 18:02:06.005000+00:00,,316.2,,,,,
2022-07-24 20:16:50.421000+00:00,7.949999,,,,,,
2022-07-24 21:16:50.580000+00:00,,,,,0.0,,
2022-07-24 21:32:05.777000+00:00,,,,,,4.2,
2022-07-24 22:47:05.873000+00:00,7.949999,,,,,,
2022-07-24 23:16:50.334000+00:00,,,2813.55,,,,
2022-07-24 23:31:50.089000+00:00,,,,0.0,,,
2022-07-25 02:01:50.041000+00:00,,,,0.0,,,
2022-07-25 02:16:49.781000+00:00,,,,,0.0,,
2022-07-25 02:32:05.216000+00:00,,,,,,4.1,
2022-07-25 03:46:49.604000+00:00,7.969999,,,,,,
2022-07-25 04:02:04.881000+00:00,,320.5999,,,,,
2022-07-25 04:17:05.265000+00:00,,,2912.909,,,,
2022-07-25 04:47:04.823000+00:00,,,,,0.0,,
2022-07-25 05:02:05.030000+00:00,,,,,,3.9,
2022-07-25 06:16:49.314000+00:00,7.959999,,,,,,
2022-07-25 06:31:49.325000+00:00,,321.8,,,,,
2022-07-25 07:16:49.642000+00:00,,,,,0.0,,
2022-07-25 07:31:49.349000+00:00,,,,,,0.0,
2022-07-25 08:53:06.675000+00:00,7.949999,,,,,,
2022-07-25 08:53:06.676000+00:00,7.949999,,,,,,
2022-07-25 09:03:06.645000+00:00,,284.2,,,,,
2022-07-25 09:03:06.646000+00:00,,284.2,,,,,
2022-07-25 09:13:06.617000+00:00,,,3031.78,,,,
2022-07-25 09:23:06.606000+00:00,,,,0.0,,,
2022-07-25 09:33:06.566000+00:00,,,,,0.0,,
2022-07-25 09:43:06.572000+00:00,,,,,,3.4,
2022-07-25 09:53:06.544000+00:00,8.0,,,,,,
2022-07-25 10:03:06.524000+00:00,,299.5,,,,,
2022-07-25 10:13:06.504000+00:00,,,3072.579,,,,
2022-07-25 10:23:06.489000+00:00,,,,0.0,,,
2022-07-25 10:33:06.471000+00:00,,,,,0.0,,
2022-07-25 10:43:06.450000+00:00,,,,,,3.4,
2022-07-25 10:53:06.440000+00:00,8.009999,,,,,,
2022-07-25 11:03:06.410000+00:00,,301.6,,,,,
2022-07-25 11:13:06.407000+00:00,,,3058.04,,,,
2022-07-25 11:23:06.398000+00:00,,,,0.0,,,
2022-07-25 11:33:06.372000+00:00,,,,,0.0,,
2022-07-25 11:43:06.368000+00:00,,,,,,3.6,
2022-07-25 11:53:06.349000+00:00,8.009999,,,,,,
2022-07-25 12:03:06.328000+00:00,,300.3,,,,,
2022-07-25 12:13:06.324000+00:00,,,3035.78,,,,
2022-07-25 12:23:06.328000+00:00,,,,0.0,,,
2022-07-25 12:33:06.293000+00:00,,,,,0.0,,
2022-07-25 12:43:06.286000+00:00,,,,,,3.5,
2022-07-25 12:53:06.279000+00:00,8.029999,,,,,,
2022-07-25 13:03:06.263000+00:00,,300.0,,,,,
2022-07-25 13:13:06.244000+00:00,,,2965.16,,,,
2022-07-25 13:13:06.245000+00:00,,,2965.16,,,,
2022-07-25 13:23:06.233000+00:00,,,,0.0,,,
2022-07-25 13:33:06.228000+00:00,,,,,0.0,,
2022-07-25 13:43:06.212000+00:00,,,,,,3.8,
2022-07-25 13:53:06.172000+00:00,8.019999,,,,,,
2022-07-25 14:03:06.155000+00:00,,298.9,,,,,
2022-07-25 14:13:06.162000+00:00,,,2897.969,,,,
2022-07-25 14:23:06.154000+00:00,,,,0.0,,,
2022-07-25 14:33:06.115000+00:00,,,,,0.0,,
2022-07-25 14:43:06.119000+00:00,,,,,,3.9,
2022-07-25 14:53:06.083000+00:00,8.009999,,,,,,
2022-07-25 15:03:06.066000+00:00,,298.0,,,,,
2022-07-25 15:13:06.046000+00:00,,,2976.75,,,,
2022-07-25 15:23:06.050000+00:00,,,,0.0,,,
2022-07-25 15:33:06.026000+00:00,,,,,0.0,,
2022-07-25 15:43:06+00:00,,,,,,4.2,
2022-07-25 15:53:05.977000+00:00,8.009999,,,,,,
2022-07-25 16:03:05.953000+00:00,,295.6,,,,,
2022-07-25 16:13:05.954000+00:00,,,2948.889,,,,
2022-07-25 16:23:05.935000+00:00,,,,0.0,,,
2022-07-25 16:33:05.906000+00:00,,,,,0.0,,
2022-07-25 16:43:05.888000+00:00,,,,,,4.4,
2022-07-25 16:53:05.868000+00:00,7.99,,,,,,
2022-07-25 17:03:05.845000+00:00,,296.5,,,,,
2022-07-25 17:13:05.848000+00:00,,,2930.53,,,,
2022-07-25 17:23:05.818000+00:00,,,,0.0,,,
2022-07-25 17:33:05.821000+00:00,,,,,0.0,,
2022-07-25 17:43:05.794000+00:00,,,,,,4.8,
2022-07-25 17:53:05.774000+00:00,7.99,,,,,,
2022-07-25 18:03:05.751000+00:00,,296.1999,,,,,
2022-07-25 18:13:05.719000+00:00,,,2870.05,,,,
2022-07-25 18:23:05.720000+00:00,,,,0.0,,,
2022-07-25 18:33:05.691000+00:00,,,,,0.0,,
2022-07-25 18:43:05.686000+00:00,,,,,,4.9,
2022-07-25 18:53:05.648000+00:00,7.99,,,,,,
2022-07-25 19:03:05.649000+00:00,,296.5,,,,,
2022-07-25 19:13:05.618000+00:00,,,2978.19,,,,
2022-07-25 19:23:05.599000+00:00,,,,0.0,,,
2022-07-25 19:33:05.597000+00:00,,,,,0.0,,
2022-07-25 19:43:05.574000+00:00,,,,,,5.0,
2022-07-25 19:53:05.527000+00:00,7.979999,,,,,,
2022-07-25 20:03:05.511000+00:00,,296.8,,,,,
2022-07-25 20:13:05.494000+00:00,,,2799.91,,,,
2022-07-25 20:23:05.478000+00:00,,,,0.0,,,
2022-07-25 20:33:05.474000+00:00,,,,,0.0,,
2022-07-25 20:43:05.453000+00:00,,,,,,5.2,
2022-07-25 20:53:05.456000+00:00,7.959999,,,,,,
2022-07-25 21:03:05.399000+00:00,,298.1,,,,,
2022-07-25 21:13:05.417000+00:00,,,2968.219,,,,
2022-07-25 21:23:05.388000+00:00,,,,0.0,,,
2022-07-25 21:33:05.364000+00:00,,,,,0.0,,
2022-07-25 21:43:05.351000+00:00,,,,,,5.4,
2022-07-25 21:53:05.345000+00:00,7.959999,,,,,,
2022-07-25 22:03:05.362000+00:00,,298.8,,,,,
2022-07-25 22:13:05.307000+00:00,,,2934.3,,,,
2022-07-25 22:23:05.285000+00:00,,,,0.0,,,
2022-07-25 22:33:05.245000+00:00,,,,,0.0,,
2022-07-25 22:43:05.234000+00:00,,,,,,5.3,
2022-07-25 22:53:05.230000+00:00,7.969999,,,,,,
2022-07-25 23:03:05.222000+00:00,,299.0,,,,,
2022-07-25 23:13:05.187000+00:00,,,2826.769,,,,
2022-07-25 23:23:05.167000+00:00,,,,0.0,,,
2022-07-25 23:33:05.131000+00:00,,,,,0.0,,
2022-07-25 23:43:05.135000+00:00,,,,,,5.4,
2022-07-25 23:53:05.110000+00:00,7.979999,,,,,,
2022-07-26 00:03:05.099000+00:00,,298.7,,,,,
2022-07-26 00:13:05.090000+00:00,,,2887.48,,,,
2022-07-26 00:23:05.051000+00:00,,,,0.0,,,
2022-07-26 00:33:05.042000+00:00,,,,,0.0,,
2022-07-26 00:43:05.022000+00:00,,,,,,5.4,
2022-07-26 00:53:05.012000+00:00,7.99,,,,,,
2022-07-26 01:03:04.982000+00:00,,297.8,,,,,
2022-07-26 01:13:04.973000+00:00,,,2893.59,,,,
2022-07-26 01:23:04.976000+00:00,,,,0.0,,,
2022-07-26 01:33:04.926000+00:00,,,,,0.0,,
2022-07-26 01:43:04.910000+00:00,,,,,,5.4,
2022-07-26 01:53:04.894000+00:00,7.949999,,,,,,
2022-07-26 02:03:04.865000+00:00,,300.0,,,,,
2022-07-26 02:13:04.849000+00:00,,,2828.929,,,,
2022-07-26 02:23:04.846000+00:00,,,,0.0,,,
2022-07-26 02:33:04.815000+00:00,,,,,0.0,,
2022-07-26 02:43:04.776000+00:00,,,,,,5.4,
2022-07-26 02:53:04.801000+00:00,7.949999,,,,,,
2022-07-26 03:03:04.754000+00:00,,300.4,,,,,
2022-07-26 03:13:04.739000+00:00,,,2971.99,,,,
2022-07-26 03:23:04.728000+00:00,,,,0.0,,,
2022-07-26 03:33:04.705000+00:00,,,,,0.0,,
2022-07-26 03:43:04.685000+00:00,,,,,,5.4,
2022-07-26 03:53:04.670000+00:00,7.969999,,,,,,
2022-07-26 04:03:04.640000+00:00,,299.9,,,,,
2022-07-26 04:13:04.647000+00:00,,,2801.659,,,,
2022-07-26 04:23:04.608000+00:00,,,,0.0,,,
2022-07-26 04:33:04.611000+00:00,,,,,0.0,,
2022-07-26 04:43:04.585000+00:00,,,,,,5.4,
2022-07-26 04:53:04.576000+00:00,7.969999,,,,,,
2022-07-26 05:03:04.549000+00:00,,300.3,,,,,
2022-07-26 05:13:04.534000+00:00,,,2254.33,,,,
2022-07-26 05:23:04.514000+00:00,,,,0.0,,,
2022-07-26 05:33:04.510000+00:00,,,,,0.0,,
2022-07-26 05:43:04.472000+00:00,,,,,,5.899999,
2022-07-26 05:53:04.477000+00:00,7.919999,,,,,,
2022-07-26 06:03:04.426000+00:00,,404.9,,,,,
2022-07-26 06:13:04.421000+00:00,,,1539.77,,,,
2022-07-26 06:23:04.413000+00:00,,,,0.0,,,
2022-07-26 06:33:04.390000+00:00,,,,,0.0,,
2022-07-26 06:43:04.346000+00:00,,,,,,6.0,
2022-07-26 06:53:04.375000+00:00,7.9,,,,,,
2022-07-26 07:03:04.326000+00:00,,427.5999,,,,,
2022-07-26 07:13:04.290000+00:00,,,1538.69,,,,
2022-07-26 07:23:04.277000+00:00,,,,0.0,,,
2022-07-26 07:33:04.279000+00:00,,,,,0.0,,
2022-07-26 07:43:04.276000+00:00,,,,,,6.199999,
2022-07-26 07:53:04.223000+00:00,7.889999,,,,,,
2022-07-26 08:03:04.246000+00:00,,490.2999,,,,,
2022-07-26 08:13:04.202000+00:00,,,1901.84,,,,
2022-07-26 08:23:04.186000+00:00,,,,0.0,,,
2022-07-26 08:33:04.142000+00:00,,,,,0.0,,
2022-07-26 08:43:04.136000+00:00,,,,,,6.0,
2022-07-26 08:53:04.117000+00:00,7.949999,,,,,,
2022-07-26 09:03:04.084000+00:00,,456.5,,,,,
2022-07-26 09:13:04.058000+00:00,,,1991.27,,,,
2022-07-26 09:23:04.075000+00:00,,,,0.0,,,
2022-07-26 09:33:04.023000+00:00,,,,,0.0,,
2022-07-26 09:43:04.029000+00:00,,,,,,6.299999,
2022-07-26 09:53:04.008000+00:00,7.99,,,,,,
2022-07-26 10:03:03.993000+00:00,,476.1999,,,,,
2022-07-26 10:13:03.954000+00:00,,,1778.99,,,,
2022-07-26 10:13:03.961000+00:00,,,1778.99,,,,
2022-07-26 10:23:03.934000+00:00,,,,0.0,,,
2022-07-26 10:33:03.942000+00:00,,,,,0.0,,
2022-07-26 10:43:03.943000+00:00,,,,,,6.5,
2022-07-26 10:53:03.963000+00:00,8.019999,,,,,,
2022-07-26 11:03:03.913000+00:00,,494.4999,,,,,
2022-07-26 11:13:03.877000+00:00,,,1500.89,,,,
2022-07-26 11:23:03.879000+00:00,,,,0.0,,,
2022-07-26 11:33:03.848000+00:00,,,,,0.0,,
2022-07-26 11:43:03.833000+00:00,,,,,,6.699999,
2022-07-26 11:53:03.832000+00:00,8.069999,,,,,,
2022-07-26 12:03:03.812000+00:00,,543.5998,,,,,
2022-07-26 12:13:03.789000+00:00,,,1437.23,,,,
2022-07-26 12:23:03.788000+00:00,,,,0.0,,,
2022-07-26 12:33:03.765000+00:00,,,,,0.0,,
2022-07-26 12:43:03.773000+00:00,,,,,,6.799999,
2022-07-26 12:53:03.712000+00:00,8.059998,,,,,,
2022-07-26 13:03:03.764000+00:00,,558.3999,,,,,
2022-07-26 13:13:03.709000+00:00,,,1566.61,,,,
2022-07-26 13:23:03.663000+00:00,,,,0.0,,,
2022-07-26 13:33:03.687000+00:00,,,,,0.0,,
2022-07-26 13:43:03.646000+00:00,,,,,,7.0,
2022-07-26 13:53:03.627000+00:00,8.059998,,,,,,
2022-07-26 14:03:03.630000+00:00,,570.3999,,,,,
2022-07-26 14:13:03.601000+00:00,,,1527.25,,,,
2022-07-26 14:23:03.625000+00:00,,,,0.0,,,
2022-07-26 14:33:03.584000+00:00,,,,,0.0,,
2022-07-26 14:43:03.537000+00:00,,,,,,7.4,
2022-07-26 14:53:03.563000+00:00,8.059998,,,,,,
2022-07-26 15:03:03.543000+00:00,,599.0999,,,,,
2022-07-26 15:13:03.500000+00:00,,,1476.08,,,,
2022-07-26 15:23:03.477000+00:00,,,,0.0,,,
2022-07-26 15:33:03.485000+00:00,,,,,0.0,,
2022-07-26 15:43:03.463000+00:00,,,,,,7.5,
2022-07-26 15:53:03.436000+00:00,8.0,,,,,,
2022-07-26 16:03:03.439000+00:00,,587.6999,,,,,
2022-07-26 16:13:03.413000+00:00,,,1645.04,,,,
2022-07-26 16:13:03.418000+00:00,,,1645.04,,,,
2022-07-26 16:23:03.398000+00:00,,,,0.0,,,
2022-07-26 16:33:03.376000+00:00,,,,,0.0,,
2022-07-26 16:43:03.376000+00:00,,,,,,7.599999,
2022-07-26 16:53:03.342000+00:00,7.929999,,,,,,
2022-07-26 17:03:03.326000+00:00,,505.1999,,,,,
2022-07-26 17:13:03.303000+00:00,,,2091.08,,,,
2022-07-26 17:23:03.288000+00:00,,,,0.0,,,
2022-07-26 17:33:03.253000+00:00,,,,,0.0,,
2022-07-26 17:43:03.242000+00:00,,,,,,7.5,
2022-07-26 17:53:03.229000+00:00,7.86,,,,,,
2022-07-26 18:03:03.223000+00:00,,484.8,,,,,
2022-07-26 18:13:03.200000+00:00,,,2316.09,,,,
2022-07-26 18:23:03.185000+00:00,,,,0.0,,,
2022-07-26 18:33:03.166000+00:00,,,,,0.0,,
2022-07-26 18:43:03.139000+00:00,,,,,,7.599999,
2022-07-26 18:53:03.124000+00:00,7.849999,,,,,,
2022-07-26 19:03:03.103000+00:00,,486.3999,,,,,
2022-07-26 19:13:03.080000+00:00,,,2435.26,,,,
2022-07-26 19:23:03.065000+00:00,,,,0.0,,,
2022-07-26 19:33:03.031000+00:00,,,,,0.0,,
2022-07-26 19:43:03.016000+00:00,,,,,,7.7,
2022-07-26 19:53:02.988000+00:00,7.849999,,,,,,
2022-07-26 20:03:03.009000+00:00,,470.0,,,,,
2022-07-26 20:13:02.964000+00:00,,,2584.53,,,,
2022-07-26 20:23:02.954000+00:00,,,,0.0,,,
2022-07-26 20:33:02.921000+00:00,,,,,0.0,,
2022-07-26 20:43:02.915000+00:00,,,,,,7.599999,
2022-07-26 20:53:02.883000+00:00,7.83,,,,,,
2022-07-26 21:03:02.876000+00:00,,459.2999,,,,,
2022-07-26 21:13:02.856000+00:00,,,2561.99,,,,
2022-07-26 21:23:02.845000+00:00,,,,0.0,,,
2022-07-26 21:33:02.839000+00:00,,,,,0.0,,
2022-07-26 21:43:02.825000+00:00,,,,,,7.5,
2022-07-26 21:53:02.786000+00:00,7.79,,,,,,
2022-07-26 22:03:02.737000+00:00,,443.5999,,,,,
2022-07-26 22:13:02.749000+00:00,,,2721.78,,,,
2022-07-26 22:23:02.701000+00:00,,,,0.0,,,
2022-07-26 22:33:02.716000+00:00,,,,,0.0,,
2022-07-26 22:43:02.693000+00:00,,,,,,7.099999,
2022-07-26 22:53:02.677000+00:00,7.839999,,,,,,
2022-07-26 23:03:02.678000+00:00,,450.5,,,,,
2022-07-26 23:13:02.633000+00:00,,,2654.81,,,,
2022-07-26 23:23:02.625000+00:00,,,,0.0,,,
2022-07-26 23:33:02.603000+00:00,,,,,0.0,,
2022-07-26 23:43:02.587000+00:00,,,,,,6.699999,
2022-07-26 23:53:02.571000+00:00,7.909999,,,,,,
2022-07-27 00:03:02.554000+00:00,,449.6999,,,,,
2022-07-27 00:13:02.541000+00:00,,,2574.0,,,,
2022-07-27 00:23:02.515000+00:00,,,,0.0,,,
2022-07-27 00:33:02.495000+00:00,,,,,0.0,,
2022-07-27 00:43:02.485000+00:00,,,,,,6.699999,
2022-07-27 00:53:02.448000+00:00,7.9,,,,,,
2022-07-27 01:03:02.452000+00:00,,446.0,,,,,
2022-07-27 01:13:02.416000+00:00,,,2167.77,,,,
2022-07-27 01:23:02.373000+00:00,,,,0.0,,,
2022-07-27 01:33:02.365000+00:00,,,,,0.0,,
2022-07-27 01:43:02.358000+00:00,,,,,,6.899999,
2022-07-27 01:53:02.333000+00:00,7.879999,,,,,,
2022-07-27 02:03:02.325000+00:00,,444.6999,,,,,
2022-07-27 02:13:02.295000+00:00,,,1849.07,,,,
2022-07-27 02:23:02.275000+00:00,,,,0.0,,,
2022-07-27 02:23:02.276000+00:00,,,,0.0,,,
2022-07-27 02:33:02.279000+00:00,,,,,0.0,,
2022-07-27 02:43:02.262000+00:00,,,,,,6.899999,
2022-07-27 02:53:02.210000+00:00,7.889999,,,,,,
2022-07-27 03:03:02.215000+00:00,,440.3999,,,,,
2022-07-27 03:13:02.203000+00:00,,,2678.539,,,,
2022-07-27 03:23:02.160000+00:00,,,,0.0,,,
2022-07-27 03:33:02.187000+00:00,,,,,0.0,,
2022-07-27 03:43:02.158000+00:00,,,,,,6.799999,
2022-07-27 03:53:02.102000+00:00,7.889999,,,,,,
2022-07-27 04:03:02.123000+00:00,,438.1,,,,,
2022-07-27 04:13:02.097000+00:00,,,2396.51,,,,
2022-07-27 04:23:02.090000+00:00,,,,0.0,,,
2022-07-27 04:33:02.043000+00:00,,,,,0.0,,
2022-07-27 04:43:02.040000+00:00,,,,,,7.0,
2022-07-27 04:53:02.031000+00:00,7.819999,,,,,,
2022-07-27 05:03:01.983000+00:00,,657.3998,,,,,
2022-07-27 05:13:01.987000+00:00,,,1631.63,,,,
2022-07-27 05:23:01.965000+00:00,,,,0.0,,,
2022-07-27 05:23:01.966000+00:00,,,,0.0,,,
2022-07-27 05:33:01.926000+00:00,,,,,0.0,,
2022-07-27 05:33:01.935000+00:00,,,,,0.0,,
2022-07-27 05:43:01.947000+00:00,,,,,,6.899999,
2022-07-27 05:53:01.916000+00:00,7.839999,,,,,,
2022-07-27 06:03:01.898000+00:00,,426.5999,,,,,
2022-07-27 06:13:01.877000+00:00,,,3392.659,,,,
2022-07-27 06:23:01.847000+00:00,,,,0.0,,,
2022-07-27 06:33:01.852000+00:00,,,,,0.0,,
2022-07-27 06:43:01.797000+00:00,,,,,,6.599999,
2022-07-27 06:53:01.800000+00:00,7.779999,,,,,,
2022-07-27 07:03:01.777000+00:00,,375.5,,,,,
2022-07-27 07:13:01.767000+00:00,,,3525.019,,,,
2022-07-27 07:23:01.745000+00:00,,,,0.0,,,
2022-07-27 07:33:01.713000+00:00,,,,,0.0,,
2022-07-27 07:43:01.672000+00:00,,,,,,6.5,
2022-07-27 07:53:01.670000+00:00,7.799999,,,,,,
2022-07-27 08:03:01.656000+00:00,,356.0,,,,,
2022-07-27 08:13:01.669000+00:00,,,3733.559,,,,
2022-07-27 08:23:01.622000+00:00,,,,0.0,,,
2022-07-27 08:33:01.629000+00:00,,,,,0.0,,
2022-07-27 08:43:01.604000+00:00,,,,,,6.399999,
2022-07-27 08:53:01.591000+00:00,7.799999,,,,,,
2022-07-27 09:03:01.572000+00:00,,346.1,,,,,
2022-07-27 09:13:01.522000+00:00,,,3873.34,,,,
2022-07-27 09:23:01.534000+00:00,,,,0.0,,,
2022-07-27 09:33:01.502000+00:00,,,,,0.0,,
2022-07-27 09:43:01.501000+00:00,,,,,,6.399999,
2022-07-27 09:53:01.477000+00:00,7.83,,,,,,
2022-07-27 10:03:01.423000+00:00,,334.0,,,,,
2022-07-27 10:13:01.418000+00:00,,,3967.349,,,,
2022-07-27 10:23:01.439000+00:00,,,,0.0,,,
2022-07-27 10:33:01.382000+00:00,,,,,0.0,,
2022-07-27 10:43:01.349000+00:00,,,,,,6.599999,
2022-07-27 10:53:01.393000+00:00,7.809999,,,,,,
2022-07-27 11:03:01.345000+00:00,,325.0,,,,,
2022-07-27 11:13:01.317000+00:00,,,4019.029,,,,
2022-07-27 11:23:01.327000+00:00,,,,0.0,,,
2022-07-27 11:33:01.306000+00:00,,,,,0.0,,
2022-07-27 11:43:01.300000+00:00,,,,,,6.399999,
2022-07-27 11:53:01.279000+00:00,7.819999,,,,,,
2022-07-27 12:03:01.257000+00:00,,316.9,,,,,
2022-07-27 12:13:01.271000+00:00,,,4091.929,,,,
2022-07-27 12:23:01.257000+00:00,,,,0.0,,,
2022-07-27 12:33:01.208000+00:00,,,,,0.0,,
2022-07-27 12:43:01.231000+00:00,,,,,,6.5,
2022-07-27 12:53:01.200000+00:00,7.839999,,,,,,
2022-07-27 13:03:01.219000+00:00,,311.0,,,,,
2022-07-27 13:13:01.171000+00:00,,,4042.979,,,,
2022-07-27 13:23:01.137000+00:00,,,,0.0,,,
2022-07-27 13:33:01.113000+00:00,,,,,0.0,,
2022-07-27 13:43:01.122000+00:00,,,,,,6.599999,
2022-07-27 13:53:01.105000+00:00,7.83,,,,,,
2022-07-27 14:03:01.077000+00:00,,303.7,,,,,
2022-07-27 14:13:01.058000+00:00,,,4023.319,,,,
2022-07-27 14:23:01.065000+00:00,,,,0.0,,,
2022-07-27 14:33:01.051000+00:00,,,,,0.0,,
2022-07-27 14:43:01.023000+00:00,,,,,,6.5,
2022-07-27 14:53:00.998000+00:00,7.83,,,,,,
2022-07-27 15:03:00.986000+00:00,,300.6,,,,,
2022-07-27 15:13:00.980000+00:00,,,3964.88,,,,
2022-07-27 15:23:00.952000+00:00,,,,0.0,,,
2022-07-27 15:33:00.928000+00:00,,,,,0.0,,
2022-07-27 15:43:00.917000+00:00,,,,,,6.699999,
2022-07-27 15:53:00.886000+00:00,7.83,,,,,,
2022-07-27 16:03:00.887000+00:00,,298.0,,,,,
2022-07-27 16:13:00.857000+00:00,,,4136.619,,,,
2022-07-27 16:23:00.849000+00:00,,,,0.0,,,
2022-07-27 16:33:00.824000+00:00,,,,,0.0,,
2022-07-27 16:43:00.817000+00:00,,,,,,7.0,
2022-07-27 16:53:00.803000+00:00,7.809999,,,,,,
2022-07-27 17:03:00.771000+00:00,,298.2,,,,,
2022-07-27 17:13:00.752000+00:00,,,4202.939,,,,
2022-07-27 17:23:00.743000+00:00,,,,0.0,,,
2022-07-27 17:33:00.733000+00:00,,,,,0.0,,
2022-07-27 17:43:00.691000+00:00,,,,,,6.799999,
2022-07-27 17:43:00.699000+00:00,,,,,,6.799999,
2022-07-27 17:53:00.680000+00:00,7.809999,,,,,,
2022-07-27 18:03:00.666000+00:00,,297.4,,,,,
2022-07-27 18:03:00.668000+00:00,,297.4,,,,,
2022-07-27 18:13:00.652000+00:00,,,4092.269,,,,
2022-07-27 18:23:00.645000+00:00,,,,0.0,,,
2022-07-27 18:33:00.607000+00:00,,,,,0.0,,
2022-07-27 18:43:00.643000+00:00,,,,,,7.099999,
2022-07-27 18:53:00.570000+00:00,7.799999,,,,,,
2022-07-27 19:03:00.538000+00:00,,297.2,,,,,
2022-07-27 19:13:00.529000+00:00,,,4115.329,,,,
2022-07-27 19:23:00.495000+00:00,,,,0.0,,,
2022-07-27 19:33:00.481000+00:00,,,,,0.0,,
2022-07-27 19:43:00.498000+00:00,,,,,,7.0,
2022-07-27 19:53:00.444000+00:00,7.779999,,,,,,
2022-07-27 20:03:00.456000+00:00,,298.7,,,,,
2022-07-27 20:13:00.424000+00:00,,,4158.258,,,,
2022-07-27 20:23:00.398000+00:00,,,,0.0,,,
2022-07-27 20:33:00.379000+00:00,,,,,0.0,,
2022-07-27 20:43:00.381000+00:00,,,,,,7.2,
2022-07-27 20:53:00.364000+00:00,7.779999,,,,,,
2022-07-27 21:03:00.341000+00:00,,297.6999,,,,,
2022-07-27 21:13:00.317000+00:00,,,4107.059,,,,
2022-07-27 21:23:00.279000+00:00,,,,0.0,,,
2022-07-27 21:33:00.372000+00:00,,,,,0.0,,
2022-07-27 21:43:00.255000+00:00,,,,,,7.2,
2022-07-27 21:53:00.258000+00:00,7.779999,,,,,,
2022-07-27 22:03:00.236000+00:00,,302.3,,,,,
2022-07-27 22:13:00.198000+00:00,,,4052.289,,,,
2022-07-27 22:23:00.195000+00:00,,,,0.0,,,
2022-07-27 22:33:00.173000+00:00,,,,,0.0,,
2022-07-27 22:43:00.137000+00:00,,,,,,7.299999,
2022-07-27 22:53:00.122000+00:00,7.79,,,,,,
2022-07-27 23:03:00.150000+00:00,,304.2,,,,,
2022-07-27 23:13:00.102000+00:00,,,3972.38,,,,
2022-07-27 23:23:00.085000+00:00,,,,0.0,,,
2022-07-27 23:33:00.092000+00:00,,,,,0.0,,
2022-07-27 23:43:00.036000+00:00,,,,,,7.5,
2022-07-27 23:53:00.055000+00:00,7.799999,,,,,,
2022-07-28 00:03:00.097000+00:00,,305.0,,,,,
2022-07-28 00:12:59.994000+00:00,,,4033.199,,,,
2022-07-28 00:22:59.992000+00:00,,,,0.0,,,
2022-07-28 00:32:59.955000+00:00,,,,,0.0,,
2022-07-28 00:42:59.954000+00:00,,,,,,7.5,
2022-07-28 00:52:59.935000+00:00,7.83,,,,,,
2022-07-28 00:52:59.936000+00:00,7.83,,,,,,
2022-07-28 01:02:59.920000+00:00,,306.1999,,,,,
2022-07-28 01:12:59.888000+00:00,,,4067.539,,,,
2022-07-28 01:22:59.872000+00:00,,,,0.0,,,
2022-07-28 01:32:59.850000+00:00,,,,,0.0,,
2022-07-28 01:42:59.818000+00:00,,,,,,7.5,
2022-07-28 01:52:59.797000+00:00,7.839999,,,,,,
2022-07-28 02:02:59.770000+00:00,,308.0,,,,,
2022-07-28 02:02:59.775000+00:00,,308.0,,,,,
2022-07-28 02:12:59.761000+00:00,,,4024.499,,,,
2022-07-28 02:22:59.765000+00:00,,,,0.0,,,
2022-07-28 02:32:59.739000+00:00,,,,,0.0,,
2022-07-28 02:42:59.699000+00:00,,,,,,7.5,
2022-07-28 02:52:59.707000+00:00,7.86,,,,,,
2022-07-28 03:02:59.700000+00:00,,308.8,,,,,
2022-07-28 03:12:59.649000+00:00,,,3994.459,,,,
2022-07-28 03:22:59.636000+00:00,,,,0.0,,,
2022-07-28 03:32:59.645000+00:00,,,,,0.0,,
2022-07-28 03:42:59.606000+00:00,,,,,,7.599999,
2022-07-28 03:52:59.597000+00:00,7.86,,,,,,
2022-07-28 04:02:59.564000+00:00,,311.4,,,,,
2022-07-28 04:12:59.573000+00:00,,,3960.71,,,,
2022-07-28 04:22:59.533000+00:00,,,,0.0,,,
2022-07-28 04:32:59.510000+00:00,,,,,0.0,,
2022-07-28 04:42:59.502000+00:00,,,,,,7.5,
2022-07-28 04:42:59.503000+00:00,,,,,,7.5,
2022-07-28 04:52:59.482000+00:00,7.849999,,,,,,
2022-07-28 05:02:59.474000+00:00,,314.6,,,,,
2022-07-28 05:12:59.427000+00:00,,,3827.339,,,,
2022-07-28 05:22:59.426000+00:00,,,,0.0,,,
2022-07-28 05:32:59.419000+00:00,,,,,0.0,,
2022-07-28 05:42:59.384000+00:00,,,,,,7.4,
2022-07-28 05:52:59.369000+00:00,7.779999,,,,,,
2022-07-28 06:02:59.331000+00:00,,320.7,,,,,
2022-07-28 06:12:59.327000+00:00,,,3897.539,,,,
2022-07-28 06:22:59.320000+00:00,,,,0.0,,,
2022-07-28 06:32:59.288000+00:00,,,,,0.0,,
2022-07-28 06:42:59.257000+00:00,,,,,,7.099999,
2022-07-28 06:52:59.258000+00:00,7.739999,,,,,,
2022-07-28 07:02:59.221000+00:00,,325.9,,,,,
2022-07-28 07:12:59.197000+00:00,,,3830.599,,,,
2022-07-28 07:22:59.195000+00:00,,,,0.0,,,
2022-07-28 07:32:59.183000+00:00,,,,,0.0,,
