timestamp,soil-moisture15-%,soil-moisture25-%,soil-moisture5-%,soil-salinity15-dS/m,soil-salinity25-dS/m,soil-salinity5-dS/m,soil-temperature15-C,soil-temperature25-C,soil-temperature5-C
2022-06-10 06:08:06.645000+00:00,29.163,16.571,26.93,,,,,,
2022-06-10 06:08:10.240000+00:00,,,,1571.194,1669.768,1776.23,,,
2022-06-10 06:08:13.925000+00:00,,,,,,,19.274,21.382,16.584
2022-06-10 06:22:54.614000+00:00,30.539,16.749,27.153,,,,,,
2022-06-10 06:22:58.254000+00:00,,,,1582.287,1671.463,1756.141,,,
2022-06-10 06:23:01.938000+00:00,,,,,,,19.227,21.306,16.584
2022-06-10 06:38:05.105000+00:00,32.435,16.874,27.214,,,,,,
2022-06-10 06:38:05.159000+00:00,32.435,16.874,27.214,,,,,,
2022-06-10 06:38:08.802000+00:00,,,,1611.671,1673.965,1764.904,,,
2022-06-10 06:38:12.431000+00:00,,,,,,,19.166,21.225,16.628
2022-06-10 06:52:41.630000+00:00,33.981,16.962,27.159,,,,,,
2022-06-10 06:52:45.327000+00:00,,,,1656.806,1676.432,1766.709,,,
2022-06-10 06:52:48.956000+00:00,,,,,,,19.178,21.2,16.679
2022-06-10 07:07:36.890000+00:00,35.454,17.05,27.293,,,,,,
2022-06-10 07:07:40.520000+00:00,,,,1713.315,1679.697,1761.52,,,
2022-06-10 07:07:44.159000+00:00,,,,,,,19.105,21.174,16.787
2022-06-10 07:22:10.703000+00:00,36.879,17.145,26.623,,,,,,
2022-06-10 07:22:14.349000+00:00,,,,1780.36,1678.903,1794.191,,,
2022-06-10 07:22:17.935000+00:00,,,,,,,18.88,21.001,16.782
2022-06-10 07:22:17.993000+00:00,,,,,,,18.88,21.001,16.782
2022-06-10 07:37:36.914000+00:00,37.678,17.241,26.094,,,,,,
2022-06-10 07:37:40.548000+00:00,,,,1859.001,1678.024,1803.745,,,
2022-06-10 07:37:44.188000+00:00,,,,,,,18.876,20.996,16.834
2022-06-10 07:52:39.733000+00:00,37.95,17.347,26.343,,,,,,
2022-06-10 07:52:43.327000+00:00,,,,1900.165,1678.166,1776.982,,,
2022-06-10 07:52:47.018000+00:00,,,,,,,18.914,20.996,16.812
2022-06-10 08:07:15.744000+00:00,38.493,17.471,27.232,,,,,,
2022-06-10 08:07:19.342000+00:00,,,,1940.67,1678.094,1750.266,,,
2022-06-10 08:07:23.022000+00:00,,,,,,,18.892,20.946,16.61
2022-06-10 08:22:10.764000+00:00,39.162,17.686,27.232,,,,,,
2022-06-10 08:22:14.356000+00:00,,,,1973.173,1673.229,1741.213,,,
2022-06-10 08:22:18.042000+00:00,,,,,,,18.758,20.819,16.554
2022-06-10 08:37:25.978000+00:00,39.673,18.064,27.354,,,,,,
2022-06-10 08:37:29.560000+00:00,,,,2004.983,1665.393,1737.837,,,
2022-06-10 08:37:33.247000+00:00,,,,,,,18.642,20.793,16.4
2022-06-10 08:52:45.792000+00:00,39.879,18.952,27.585,,,,,,
2022-06-10 08:52:49.436000+00:00,,,,2039.138,1645.493,1724.746,,,
2022-06-10 08:52:53.075000+00:00,,,,,,,18.642,20.793,16.4
2022-06-10 09:07:52.009000+00:00,40.072,20.291,27.524,,,,,,
2022-06-10 09:07:55.637000+00:00,,,,2060.835,1618.077,1738.38,,,
2022-06-10 09:07:59.273000+00:00,,,,,,,18.668,20.641,16.421
2022-06-10 09:22:40.825000+00:00,40.285,21.726,27.573,,,,,,
2022-06-10 09:22:44.455000+00:00,,,,2083.49,1591.412,1717.969,,,
2022-06-10 09:22:48.046000+00:00,,,,,,,18.49,20.59,16.396
2022-06-10 09:37:12.984000+00:00,40.396,23.246,27.463,,,,,,
2022-06-10 09:37:16.668000+00:00,,,,2095.194,1565.845,1726.004,,,
2022-06-10 09:37:20.308000+00:00,,,,,,,18.507,20.59,16.318
2022-06-10 09:51:52.805000+00:00,40.451,24.29,27.5,,,,,,
2022-06-10 09:51:58.883000+00:00,40.451,24.29,27.5,,,,,,
2022-06-10 09:52:02.468000+00:00,,,,2099.151,1556.482,1724.36,,,
2022-06-10 09:52:06.152000+00:00,,,,,,,18.55,20.565,16.267
2022-06-10 10:06:41.064000+00:00,40.472,25.199,27.032,,,,,,
2022-06-10 10:06:44.704000+00:00,,,,2095.194,1549.511,1747.562,,,
2022-06-10 10:06:48.349000+00:00,,,,,,,18.343,20.519,16.576
2022-06-10 10:06:48.350000+00:00,,,,,,,18.343,20.519,16.576
2022-06-10 10:21:31.876000+00:00,40.292,25.725,26.182,,,,,,
2022-06-10 10:21:35.541000+00:00,,,,2079.647,1546.68,1789.26,,,
2022-06-10 10:21:39.161000+00:00,,,,,,,18.317,20.387,16.937
2022-06-10 10:21:39.163000+00:00,,,,,,,18.317,20.387,16.937
2022-06-10 10:36:36.092000+00:00,40.023,25.956,25.634,,,,,,
2022-06-10 10:36:39.723000+00:00,,,,2064.541,1548.41,1813.149,,,
2022-06-10 10:36:43.371000+00:00,,,,,,,18.342,20.387,18.45
2022-06-10 10:51:48.857000+00:00,39.769,26.101,25.273,,,,,,
2022-06-10 10:51:52.556000+00:00,,,,2046.265,1550.379,1836.668,,,
2022-06-10 10:51:56.186000+00:00,,,,,,,18.291,20.285,19.552
2022-06-10 11:06:59.910000+00:00,39.564,26.175,25.03,,,,,,
2022-06-10 11:07:03.506000+00:00,,,,2032.11,1552.59,1863.793,,,
2022-06-10 11:07:07.199000+00:00,,,,,,,18.278,20.234,20.4
2022-06-10 11:21:55.134000+00:00,39.359,26.21,24.805,,,,,,
2022-06-10 11:21:55.135000+00:00,39.359,26.21,24.805,,,,,,
2022-06-10 11:21:58.760000+00:00,,,,2018.355,1555.022,1887.578,,,
2022-06-10 11:22:02.402000+00:00,,,,,,,18.46,20.184,21.618
2022-06-10 11:36:55.934000+00:00,39.223,26.219,24.497,,,,,,
2022-06-10 11:36:59.575000+00:00,,,,2004.983,1557.221,1942.827,,,
2022-06-10 11:37:03.219000+00:00,,,,,,,18.602,20.184,24.509
2022-06-10 11:51:44.947000+00:00,39.121,26.21,24.19,,,,,,
2022-06-10 11:51:48.536000+00:00,,,,1991.989,1558.491,2000.816,,,
2022-06-10 11:51:52.225000+00:00,,,,,,,18.642,20.158,26.301
2022-06-10 12:07:03.153000+00:00,38.897,26.206,24.094,,,,,,
2022-06-10 12:07:06.748000+00:00,,,,1985.629,1560.828,2008.779,,,
2022-06-10 12:07:06.796000+00:00,,,,1985.629,1560.828,2008.779,,,
2022-06-10 12:07:10.451000+00:00,,,,,,,18.976,20.184,26.645
2022-06-10 12:21:58.975000+00:00,38.783,26.193,24.01,,,,,,
2022-06-10 12:22:02.558000+00:00,,,,1985.629,1562.517,2019.006,,,
2022-06-10 12:22:02.603000+00:00,,,,1985.629,1562.517,2019.006,,,
2022-06-10 12:22:06.199000+00:00,,,,,,,19.317,20.158,26.493
2022-06-10 12:37:21.144000+00:00,38.641,26.162,23.83,,,,,,
2022-06-10 12:37:24.820000+00:00,,,,1988.8,1564.886,2053.677,,,
2022-06-10 12:37:28.417000+00:00,,,,,,,19.617,20.158,27.757
2022-06-10 12:52:19.123000+00:00,38.54,26.131,23.489,,,,,,
2022-06-10 12:52:22.759000+00:00,,,,1988.8,1566.364,2113.472,,,
2022-06-10 12:52:26.391000+00:00,,,,,,,20.106,20.184,28.894
2022-06-10 12:52:26.441000+00:00,,,,,,,20.106,20.184,28.894
2022-06-10 13:07:02.208000+00:00,38.466,26.096,23.406,,,,,,
2022-06-10 13:07:02.211000+00:00,38.466,26.096,23.406,,,,,,
2022-06-10 13:07:05.826000+00:00,,,,1991.989,1567.738,2113.11,,,
2022-06-10 13:07:09.464000+00:00,,,,,,,20.263,20.184,28.797
2022-06-10 13:22:34.073000+00:00,38.365,26.066,23.467,,,,,,
2022-06-10 13:22:37.709000+00:00,,,,1991.989,1569.756,2086.731,,,
2022-06-10 13:22:41.293000+00:00,,,,,,,20.666,20.163,27.188
2022-06-10 13:22:41.349000+00:00,,,,,,,20.666,20.163,27.188
2022-06-10 13:37:09.213000+00:00,38.231,26.039,23.484,,,,,,
2022-06-10 13:37:12.864000+00:00,,,,1995.204,1570.944,2066.505,,,
2022-06-10 13:37:16.484000+00:00,,,,,,,20.98,20.234,26.195
2022-06-10 13:37:16.487000+00:00,,,,,,,20.98,20.234,26.195
2022-06-10 13:51:49.164000+00:00,38.177,25.996,23.539,,,,,,
2022-06-10 13:51:49.237000+00:00,38.177,25.996,23.539,,,,,,
2022-06-10 13:51:52.854000+00:00,,,,1991.989,1571.192,2033.194,,,
2022-06-10 13:51:56.496000+00:00,,,,,,,21.214,20.336,24.721
2022-06-10 13:51:56.497000+00:00,,,,,,,21.214,20.336,24.721
2022-06-10 14:06:21.238000+00:00,38.037,25.956,25.151,,,,,,
2022-06-10 14:06:24.868000+00:00,,,,2021.756,1577.479,1924.841,,,
2022-06-10 14:06:24.874000+00:00,,,,2021.756,1577.479,1924.841,,,
2022-06-10 14:06:28.510000+00:00,,,,,,,21.396,20.361,23.476
2022-06-10 14:06:28.513000+00:00,,,,,,,21.396,20.361,23.476
2022-06-10 14:21:30.191000+00:00,38.459,25.943,26.337,,,,,,
2022-06-10 14:21:33.880000+00:00,,,,2060.835,1582.677,1880.468,,,
2022-06-10 14:21:37.518000+00:00,,,,,,,21.603,20.387,22.237
2022-06-10 14:36:48.019000+00:00,39.162,26.039,26.462,,,,,,
2022-06-10 14:36:48.065000+00:00,39.162,26.039,26.462,,,,,,
2022-06-10 14:36:51.717000+00:00,,,,2103.139,1580.7,1883.167,,,
2022-06-10 14:36:55.347000+00:00,,,,,,,21.656,20.539,21.282
2022-06-10 14:51:42.082000+00:00,39.448,26.276,26.45,,,,,,
2022-06-10 14:51:45.730000+00:00,,,,2123.517,1573.768,1874.906,,,
2022-06-10 14:51:49.364000+00:00,,,,,,,21.834,20.59,20.792
2022-06-10 15:06:33.049000+00:00,39.714,26.607,27.02,,,,,,
2022-06-10 15:06:36.745000+00:00,,,,2136.106,1565.926,1818.974,,,
2022-06-10 15:06:40.385000+00:00,,,,,,,21.731,20.59,20.559
2022-06-10 15:22:03.107000+00:00,39.975,26.923,26.899,,,,,,
2022-06-10 15:22:03.108000+00:00,39.975,26.923,26.899,,,,,,
2022-06-10 15:22:06.759000+00:00,,,,2144.652,1557.549,1841.231,,,
2022-06-10 15:22:10.337000+00:00,,,,,,,21.655,20.747,20.198
2022-06-10 15:36:40.320000+00:00,40.017,27.192,26.271,,,,,,
2022-06-10 15:36:40.326000+00:00,40.017,27.192,26.271,,,,,,
2022-06-10 15:36:43.949000+00:00,,,,2144.652,1552.452,1864.373,,,
2022-06-10 15:36:47.587000+00:00,,,,,,,21.654,20.793,20.193
2022-06-10 15:51:21.326000+00:00,39.948,27.322,25.793,,,,,,
2022-06-10 15:51:21.327000+00:00,39.948,27.322,25.793,,,,,,
2022-06-10 15:51:24.964000+00:00,,,,2140.363,1550.444,1890.529,,,
2022-06-10 15:51:28.591000+00:00,,,,,,,21.493,20.793,20.249
2022-06-10 16:06:38.351000+00:00,39.756,27.345,25.465,,,,,,
2022-06-10 16:06:41.978000+00:00,,,,2127.682,1552.757,1897.644,,,
2022-06-10 16:06:45.617000+00:00,,,,,,,21.447,20.92,20.172
2022-06-10 16:21:59.363000+00:00,39.584,27.322,25.25,,,,,,
2022-06-10 16:21:59.364000+00:00,39.584,27.322,25.25,,,,,,
2022-06-10 16:22:02.999000+00:00,,,,2119.381,1554.999,1900.277,,,
2022-06-10 16:22:06.648000+00:00,,,,,,,21.421,20.971,19.991
2022-06-10 16:36:34.185000+00:00,39.461,27.273,25.105,,,,,,
2022-06-10 16:36:37.825000+00:00,,,,2111.201,1557.765,1893.789,,,
2022-06-10 16:36:41.460000+00:00,,,,,,,21.342,20.996,19.94
2022-06-10 16:51:36.386000+00:00,39.38,27.232,25.256,,,,,,
2022-06-10 16:51:36.390000+00:00,39.38,27.232,25.256,,,,,,
2022-06-10 16:51:40.014000+00:00,,,,2111.201,1560.062,1882.193,,,
2022-06-10 16:51:43.610000+00:00,,,,,,,21.235,20.996,19.759
2022-06-10 17:06:41.153000+00:00,39.352,27.205,25.366,,,,,,
2022-06-10 17:06:44.849000+00:00,,,,2107.153,1561.706,1893.009,,,
2022-06-10 17:06:44.854000+00:00,,,,2107.153,1561.706,1893.009,,,
2022-06-10 17:06:48.482000+00:00,,,,,,,21.239,21.022,19.78
2022-06-10 17:06:48.486000+00:00,,,,,,,21.239,21.022,19.78
2022-06-10 17:22:10.432000+00:00,39.291,27.169,25.111,,,,,,
2022-06-10 17:22:14.018000+00:00,,,,2111.201,1564.172,1897.937,,,
2022-06-10 17:22:17.702000+00:00,,,,,,,21.109,21.123,19.759
2022-06-10 17:37:29.428000+00:00,39.243,27.134,24.915,,,,,,
2022-06-10 17:37:33.065000+00:00,,,,2103.139,1565.003,1895.253,,,
2022-06-10 17:37:36.639000+00:00,,,,2103.139,1565.003,1895.253,,,
2022-06-10 17:37:40.336000+00:00,,,,,,,21.027,21.128,19.552
2022-06-10 17:37:43.966000+00:00,,,,,,,21.027,21.128,19.552
2022-06-10 17:52:49.439000+00:00,39.135,27.098,24.783,,,,,,
2022-06-10 17:52:53.083000+00:00,,,,2095.194,1566.831,1887.584,,,
2022-06-10 17:52:56.698000+00:00,,,,2095.194,1566.831,1887.584,,,
2022-06-10 17:53:00.342000+00:00,,,,,,,21.133,21.123,19.367
2022-06-10 18:07:44.252000+00:00,38.992,27.053,24.691,,,,,,
2022-06-10 18:07:47.847000+00:00,,,,2091.266,1567.992,1891.181,,,
2022-06-10 18:07:51.534000+00:00,,,,,,,21.006,21.2,18.984
2022-06-10 18:22:51.495000+00:00,38.952,27.004,24.628,,,,,,
2022-06-10 18:22:55.123000+00:00,,,,2087.365,1569.982,1887.952,,,
2022-06-10 18:22:58.724000+00:00,,,,,,,20.922,21.2,18.881
2022-06-10 18:38:00.303000+00:00,38.85,26.959,24.531,,,,,,
2022-06-10 18:38:03.919000+00:00,,,,2083.49,1572.146,1890.778,,,
2022-06-10 18:38:07.578000+00:00,,,,,,,20.899,21.2,18.79
2022-06-10 18:53:12.515000+00:00,38.789,26.91,24.474,,,,,,
2022-06-10 18:53:16.135000+00:00,,,,2075.828,1572.955,1890.405,,,
2022-06-10 18:53:19.772000+00:00,,,,,,,20.823,21.2,18.459
2022-06-10 19:07:44.491000+00:00,38.735,26.865,24.434,,,,,,
2022-06-10 19:07:48.129000+00:00,,,,2072.042,1574.266,1886.178,,,
2022-06-10 19:07:51.771000+00:00,,,,,,,20.662,21.2,18.133
2022-06-10 19:23:09.286000+00:00,38.634,26.834,24.354,,,,,,
2022-06-10 19:23:12.919000+00:00,,,,2064.541,1575.406,1877.259,,,
2022-06-10 19:23:16.598000+00:00,,,,,,,20.691,21.2,17.943
2022-06-10 19:38:18.528000+00:00,38.54,26.781,24.32,,,,,,
2022-06-10 19:38:22.162000+00:00,,,,2060.835,1576.561,1889.281,,,
2022-06-10 19:38:25.797000+00:00,,,,,,,20.536,21.174,17.737
2022-06-10 19:53:38.553000+00:00,38.506,26.745,24.275,,,,,,
2022-06-10 19:53:42.126000+00:00,,,,2057.152,1577.86,1889.61,,,
2022-06-10 19:53:45.820000+00:00,,,,,,,20.48,21.133,17.595
2022-06-10 20:08:46.560000+00:00,38.439,26.701,24.218,,,,,,
2022-06-10 20:08:50.188000+00:00,,,,2053.498,1578.848,1878.636,,,
2022-06-10 20:08:53.837000+00:00,,,,,,,20.521,21.149,17.552
2022-06-10 20:23:36.571000+00:00,38.365,26.661,24.156,,,,,,
2022-06-10 20:23:40.211000+00:00,,,,2046.265,1579.975,1871.663,,,
2022-06-10 20:23:43.841000+00:00,,,,,,,20.299,21.149,17.53
2022-06-10 20:38:41.598000+00:00,38.372,26.625,24.1,,,,,,
2022-06-10 20:38:45.172000+00:00,,,,2042.688,1580.277,1887.414,,,
2022-06-10 20:38:48.854000+00:00,,,,,,,20.22,21.2,17.638
2022-06-10 20:53:47.555000+00:00,38.285,26.607,24.066,,,,,,
2022-06-10 20:53:51.250000+00:00,,,,2039.138,1581.561,1882.98,,,
2022-06-10 20:53:54.880000+00:00,,,,,,,20.237,21.047,17.56
2022-06-10 21:08:37.612000+00:00,38.258,26.568,24.015,,,,,,
2022-06-10 21:08:41.205000+00:00,,,,2035.612,1581.858,1877.629,,,
2022-06-10 21:08:44.895000+00:00,,,,,,,19.961,21.082,17.616
2022-06-10 21:23:51.635000+00:00,38.218,26.537,23.993,,,,,,
2022-06-10 21:23:55.276000+00:00,,,,2028.633,1582.643,1882.269,,,
2022-06-10 21:23:58.914000+00:00,,,,,,,20.071,20.996,17.547
2022-06-10 21:38:57.470000+00:00,38.144,26.497,23.936,,,,,,
2022-06-10 21:39:01.096000+00:00,,,,2028.633,1583.262,1886.273,,,
2022-06-10 21:39:04.738000+00:00,,,,,,,19.987,21.027,17.607
2022-06-10 21:53:36.489000+00:00,38.111,26.47,23.92,,,,,,
2022-06-10 21:53:40.123000+00:00,,,,2025.183,1584.403,1873.668,,,
2022-06-10 21:53:43.753000+00:00,,,,,,,19.894,20.996,17.431
2022-06-10 22:08:48.494000+00:00,38.124,26.435,23.869,,,,,,
2022-06-10 22:08:52.085000+00:00,,,,2021.756,1585.343,1883.532,,,
2022-06-10 22:08:55.768000+00:00,,,,,,,19.851,20.996,17.388
2022-06-10 22:23:43.500000+00:00,38.057,26.4,23.852,,,,,,
2022-06-10 22:23:47.151000+00:00,,,,2014.976,1586.116,1896.01,,,
2022-06-10 22:23:50.733000+00:00,,,,,,,19.877,20.996,17.388
2022-06-10 22:38:54.701000+00:00,38.01,26.382,23.83,,,,,,
2022-06-10 22:38:58.350000+00:00,,,,2011.62,1586.724,1887.84,,,
2022-06-10 22:39:01.993000+00:00,,,,,,,19.778,20.971,17.182
2022-06-10 22:53:33.536000+00:00,38.01,26.347,23.83,,,,,,
2022-06-10 22:53:37.123000+00:00,,,,2008.292,1586.844,1880.176,,,
2022-06-10 22:53:40.762000+00:00,,,,,,,19.618,20.946,16.894
2022-06-10 23:08:34.551000+00:00,37.93,26.338,23.774,,,,,,
2022-06-10 23:08:38.186000+00:00,,,,2008.292,1587.286,1872.666,,,
2022-06-10 23:08:41.829000+00:00,,,,,,,19.639,20.869,16.769
2022-06-10 23:23:39.562000+00:00,37.897,26.316,23.751,,,,,,
2022-06-10 23:23:43.192000+00:00,,,,2004.983,1587.932,1873.626,,,
2022-06-10 23:23:46.834000+00:00,,,,,,,19.643,20.869,16.946
2022-06-10 23:38:57.574000+00:00,37.924,26.285,23.74,,,,,,
2022-06-10 23:39:01.225000+00:00,,,,2004.983,1588.048,1877.49,,,
2022-06-10 23:39:04.856000+00:00,,,,,,,19.53,20.773,16.997
2022-06-10 23:53:50.550000+00:00,37.844,26.259,23.696,,,,,,
2022-06-10 23:53:54.231000+00:00,,,,2001.702,1589.339,1873.283,,,
2022-06-10 23:53:57.885000+00:00,,,,,,,19.461,20.793,17.04
2022-06-11 00:08:21.605000+00:00,37.784,26.228,23.668,,,,,,
2022-06-11 00:08:25.199000+00:00,,,,1998.442,1589.774,1885.635,,,
2022-06-11 00:08:28.834000+00:00,,,,,,,19.37,20.793,17.019
2022-06-11 00:23:32.820000+00:00,37.771,26.197,23.673,,,,,,
2022-06-11 00:23:36.407000+00:00,,,,1998.442,1590.367,1880.032,,,
2022-06-11 00:23:40.090000+00:00,,,,,,,19.348,20.793,16.997
2022-06-11 00:38:54.834000+00:00,37.791,26.188,23.623,,,,,,
2022-06-11 00:38:58.463000+00:00,,,,1991.989,1590.85,1876.13,,,
2022-06-11 00:39:02.097000+00:00,,,,,,,19.318,20.768,16.932
2022-06-11 00:53:57.656000+00:00,37.751,26.158,23.59,,,,,,
2022-06-11 00:54:01.297000+00:00,,,,1995.204,1591.44,1878.99,,,
2022-06-11 00:54:04.942000+00:00,,,,,,,19.27,20.641,17.019
2022-06-11 01:08:30.669000+00:00,37.697,26.158,23.567,,,,,,
2022-06-11 01:08:34.299000+00:00,,,,1988.8,1590.744,1879.625,,,
2022-06-11 01:08:37.948000+00:00,,,,,,,19.266,20.641,16.946
2022-06-11 01:23:52.861000+00:00,37.671,26.136,23.556,,,,,,
2022-06-11 01:23:56.494000+00:00,,,,1988.8,1591.171,1871.926,,,
2022-06-11 01:24:00.141000+00:00,,,,,,,19.329,20.615,16.748
2022-06-11 01:38:32.888000+00:00,37.658,26.109,23.534,,,,,,
2022-06-11 01:38:36.475000+00:00,,,,1988.8,1591.971,1870.968,,,
2022-06-11 01:38:40.171000+00:00,,,,,,,19.235,20.59,16.559
2022-06-11 01:53:52.899000+00:00,37.691,26.083,23.539,,,,,,
2022-06-11 01:53:56.551000+00:00,,,,1985.629,1591.859,1871.906,,,
2022-06-11 01:54:00.170000+00:00,,,,,,,19.178,20.59,16.455
2022-06-11 02:08:33.723000+00:00,37.638,26.061,23.5,,,,,,
2022-06-11 02:08:37.309000+00:00,,,,1982.484,1592.656,1861.593,,,
2022-06-11 02:08:41.003000+00:00,,,,,,,19.036,20.59,16.628
2022-06-11 02:23:23.736000+00:00,37.591,26.039,23.489,,,,,,
2022-06-11 02:23:27.334000+00:00,,,,1982.484,1592.598,1873.445,,,
2022-06-11 02:23:31.016000+00:00,,,,,,,19.079,20.59,16.61
2022-06-11 02:38:44.894000+00:00,37.552,26.017,23.489,,,,,,
2022-06-11 02:38:48.568000+00:00,,,,1979.359,1593.932,1869.03,,,
2022-06-11 02:38:52.163000+00:00,,,,,,,19.096,20.565,16.4
2022-06-11 02:53:25.956000+00:00,37.552,26.009,23.451,,,,,,
2022-06-11 02:53:29.592000+00:00,,,,1979.359,1593.713,1864.054,,,
2022-06-11 02:53:33.237000+00:00,,,,,,,19.015,20.585,16.12
2022-06-11 03:08:36.968000+00:00,37.558,26.009,23.451,,,,,,
2022-06-11 03:08:40.554000+00:00,,,,1973.173,1593.59,1855.2,,,
2022-06-11 03:08:44.245000+00:00,,,,,,,18.867,20.442,15.94
2022-06-11 03:23:35.800000+00:00,37.505,25.961,23.451,,,,,,
2022-06-11 03:23:39.448000+00:00,,,,1973.173,1594.384,1865.575,,,
2022-06-11 03:23:43.081000+00:00,,,,,,,18.893,20.387,15.862
2022-06-11 03:38:31.824000+00:00,37.485,25.969,23.423,,,,,,
2022-06-11 03:38:35.403000+00:00,,,,1970.113,1594.384,1859.135,,,
2022-06-11 03:38:39.043000+00:00,,,,,,,18.824,20.387,15.828
2022-06-11 03:53:35.019000+00:00,37.465,25.952,23.412,,,,,,
2022-06-11 03:53:38.601000+00:00,,,,1967.077,1594.479,1862.178,,,
2022-06-11 03:53:42.247000+00:00,,,,,,,18.758,20.387,15.803
2022-06-11 04:08:13.985000+00:00,37.452,25.93,23.406,,,,,,
2022-06-11 04:08:17.675000+00:00,,,,1964.058,1595.272,1854.901,,,
2022-06-11 04:08:21.320000+00:00,,,,,,,18.616,20.366,15.6
2022-06-11 04:22:51.054000+00:00,37.439,25.926,23.412,,,,,,
2022-06-11 04:22:54.696000+00:00,,,,1964.058,1595.523,1846.005,,,
2022-06-11 04:22:58.269000+00:00,,,,,,,18.689,20.336,15.622
2022-06-11 04:38:12.076000+00:00,37.38,25.908,23.389,,,,,,
2022-06-11 04:38:15.716000+00:00,,,,1961.064,1595.681,1852.807,,,
2022-06-11 04:38:19.355000+00:00,,,,,,,18.633,20.336,15.811
2022-06-11 04:53:04.026000+00:00,37.399,25.895,23.373,,,,,,
2022-06-11 04:53:07.669000+00:00,,,,1961.064,1594.983,1865.541,,,
2022-06-11 04:53:11.304000+00:00,,,,,,,18.56,20.234,16.215
2022-06-11 05:08:16.858000+00:00,37.38,25.882,23.329,,,,,,
2022-06-11 05:08:20.554000+00:00,,,,1958.089,1595.931,1873.917,,,
2022-06-11 05:08:24.194000+00:00,,,,,,,18.481,20.209,16.628
2022-06-11 05:23:22.878000+00:00,37.353,25.869,23.351,,,,,,
2022-06-11 05:23:26.514000+00:00,,,,1958.089,1595.863,1870.505,,,
2022-06-11 05:23:30.149000+00:00,,,,,,,18.473,20.184,16.817
2022-06-11 05:38:12.884000+00:00,37.327,25.847,23.428,,,,,,
2022-06-11 05:38:16.578000+00:00,,,,1958.089,1595.953,1881.376,,,
2022-06-11 05:38:20.159000+00:00,,,,,,,18.451,20.184,17.221
2022-06-11 05:52:58.144000+00:00,37.32,25.834,23.673,,,,,,
2022-06-11 05:53:01.729000+00:00,,,,1955.137,1596.583,1874.239,,,
2022-06-11 05:53:01.788000+00:00,,,,1955.137,1596.583,1874.239,,,
2022-06-11 05:53:05.422000+00:00,,,,,,,18.413,20.184,17.737
2022-06-11 06:08:07.103000+00:00,37.327,25.812,24.247,,,,,,
2022-06-11 06:08:07.158000+00:00,37.327,25.812,24.247,,,,,,
2022-06-11 06:08:10.798000+00:00,,,,1961.064,1597.913,1868.969,,,
2022-06-11 06:08:10.802000+00:00,,,,1961.064,1597.913,1868.969,,,
2022-06-11 06:08:14.435000+00:00,,,,,,,18.473,20.133,18.192
2022-06-11 06:23:11.114000+00:00,37.366,25.786,24.088,,,,,,
2022-06-11 06:23:11.159000+00:00,37.366,25.786,24.088,,,,,,
2022-06-11 06:23:14.808000+00:00,,,,1958.089,1597.77,1880.965,,,
2022-06-11 06:23:18.449000+00:00,,,,,,,18.404,20.082,18.635
2022-06-11 06:38:22.172000+00:00,37.399,25.795,23.981,,,,,,
2022-06-11 06:38:22.179000+00:00,37.399,25.795,23.981,,,,,,
2022-06-11 06:38:25.826000+00:00,,,,1958.089,1596.828,1884.279,,,
2022-06-11 06:38:29.455000+00:00,,,,,,,18.524,20.107,18.954
2022-06-11 06:53:11.997000+00:00,37.465,25.782,23.965,,,,,,
2022-06-11 06:53:15.638000+00:00,,,,1958.089,1596.914,1895.181,,,
2022-06-11 06:53:15.641000+00:00,,,,1958.089,1596.914,1895.181,,,
2022-06-11 06:53:19.275000+00:00,,,,,,,18.732,20.031,19.139
2022-06-11 07:08:36.020000+00:00,37.492,25.782,23.925,,,,,,
2022-06-11 07:08:39.650000+00:00,,,,1961.064,1596.843,1909.548,,,
2022-06-11 07:08:39.653000+00:00,,,,1961.064,1596.843,1909.548,,,
2022-06-11 07:08:43.297000+00:00,,,,,,,18.68,20.001,19.552
2022-06-11 07:08:43.300000+00:00,,,,,,,18.68,20.001,19.552
2022-06-11 07:23:28.207000+00:00,37.545,25.769,23.802,,,,,,
2022-06-11 07:23:31.844000+00:00,,,,1958.089,1596.231,1924.431,,,
2022-06-11 07:23:35.484000+00:00,,,,,,,18.732,19.98,20.172
2022-06-11 07:38:04.042000+00:00,37.492,25.76,23.712,,,,,,
2022-06-11 07:38:07.623000+00:00,,,,1958.089,1596.003,1928.486,,,
2022-06-11 07:38:11.318000+00:00,,,,,,,18.893,19.98,20.817
2022-06-11 07:38:11.319000+00:00,,,,,,,18.893,19.98,20.817
2022-06-11 07:52:43.995000+00:00,37.512,25.756,23.59,,,,,,
2022-06-11 07:52:47.685000+00:00,,,,1958.089,1595.082,1944.538,,,
2022-06-11 07:52:47.686000+00:00,,,,1958.089,1595.082,1944.538,,,
2022-06-11 07:52:51.325000+00:00,,,,,,,18.966,19.96,21.385
2022-06-11 08:08:03.188000+00:00,37.472,25.747,23.434,,,,,,
2022-06-11 08:08:06.890000+00:00,,,,1955.137,1595.237,1972.935,,,
2022-06-11 08:08:06.897000+00:00,,,,1955.137,1595.237,1972.935,,,
2022-06-11 08:08:10.527000+00:00,,,,,,,19.049,19.98,23.043
2022-06-11 08:22:47.070000+00:00,37.512,25.751,23.295,,,,,,
2022-06-11 08:22:47.127000+00:00,37.512,25.751,23.295,,,,,,
2022-06-11 08:22:50.705000+00:00,,,,1952.203,1593.785,2026.087,,,
