timestamp,Conductivity0-μS/cm,RDO0-mg/l,TSS0-mg/l,Turbidity0-NTU
2022-08-03 06:42:43.827000+00:00,0.0,7.95,0.4,
2022-08-03 06:42:43.852000+00:00,0.0,7.95,0.4,
2022-08-05 06:39:18.539000+00:00,791.27,6.59,0.0,
2022-08-05 06:39:22.248000+00:00,,,,0.007
2022-08-05 06:54:12.761000+00:00,799.96,6.66,0.0,
2022-08-05 06:54:12.787000+00:00,799.96,6.66,0.0,
2022-08-05 06:54:17.640000+00:00,,,,0.0
2022-08-05 06:54:17.664000+00:00,,,,0.0
2022-08-05 07:09:24.899000+00:00,809.61,6.57,0.0,
2022-08-05 07:09:24.909000+00:00,809.61,6.57,0.0,
2022-08-05 07:09:28.905000+00:00,809.61,6.57,0.0,
2022-08-05 07:09:28.954000+00:00,809.61,6.57,0.0,
2022-08-05 07:09:32.936000+00:00,809.61,6.57,0.0,
2022-08-05 07:09:36.674000+00:00,,,,0.0
2022-08-05 07:09:40.695000+00:00,,,,0.0
2022-08-05 07:09:44.695000+00:00,,,,0.0
2022-08-05 07:24:12.920000+00:00,814.25,6.62,0.0,
2022-08-05 07:24:16.923000+00:00,814.25,6.62,0.0,
2022-08-05 07:24:20.964000+00:00,814.25,6.62,0.0,
2022-08-05 07:24:20.990000+00:00,814.25,6.62,0.0,
2022-08-05 07:24:24.681000+00:00,,,,0.0
2022-08-05 07:24:28.718000+00:00,,,,0.0
2022-08-05 07:24:32.686000+00:00,,,,0.0
2022-08-05 07:39:02.894000+00:00,811.91,6.65,0.16,
2022-08-05 07:39:06.961000+00:00,811.91,6.65,0.16,
2022-08-05 07:39:06.980000+00:00,811.91,6.65,0.16,
2022-08-05 07:39:11.003000+00:00,811.91,6.65,0.16,
2022-08-05 07:39:14.695000+00:00,,,,0.226
2022-08-05 07:39:14.701000+00:00,,,,0.226
2022-08-05 07:39:18.690000+00:00,,,,0.226
2022-08-05 07:39:18.739000+00:00,,,,0.226
2022-08-05 07:39:22.703000+00:00,,,,0.226
2022-08-05 07:53:54.926000+00:00,812.07,6.51,0.06,
2022-08-05 07:53:54.960000+00:00,812.07,6.51,0.06,
2022-08-05 07:53:58.981000+00:00,812.07,6.51,0.06,
2022-08-05 07:53:58.984000+00:00,812.07,6.51,0.06,
2022-08-05 07:54:02.977000+00:00,812.07,6.51,0.06,
2022-08-05 07:54:02.998000+00:00,812.07,6.51,0.06,
2022-08-05 07:54:06.716000+00:00,,,,0.091
2022-08-05 07:54:06.722000+00:00,,,,0.091
2022-08-05 07:54:10.699000+00:00,,,,0.091
2022-08-05 07:54:10.740000+00:00,,,,0.091
2022-08-05 07:54:14.761000+00:00,,,,0.091
2022-08-05 08:08:32.778000+00:00,811.26,6.6,0.02,
2022-08-05 08:08:36.795000+00:00,811.26,6.6,0.02,
2022-08-05 08:08:40.802000+00:00,811.26,6.6,0.02,
2022-08-05 08:08:44.533000+00:00,,,,0.029
2022-08-05 08:08:44.536000+00:00,,,,0.029
2022-08-05 08:08:48.555000+00:00,,,,0.029
2022-08-05 08:08:52.594000+00:00,,,,0.029
2022-08-05 08:08:52.596000+00:00,,,,0.029
2022-08-05 08:23:45.970000+00:00,815.23,6.45,0.72,
2022-08-05 08:23:45.976000+00:00,815.23,6.45,0.72,
2022-08-05 08:23:49.960000+00:00,815.23,6.45,0.72,
2022-08-05 08:23:49.996000+00:00,815.23,6.45,0.72,
2022-08-05 08:23:54.029000+00:00,815.23,6.45,0.72,
2022-08-05 08:23:57.731000+00:00,,,,1.026
2022-08-05 08:23:57.736000+00:00,,,,1.026
2022-08-05 08:24:01.756000+00:00,,,,1.026
2022-08-05 08:24:01.757000+00:00,,,,1.026
2022-08-05 08:24:05.746000+00:00,,,,1.026
2022-08-05 08:38:56.805000+00:00,810.23,6.46,0.07,
2022-08-05 08:39:00.810000+00:00,810.23,6.46,0.07,
2022-08-05 08:39:04.855000+00:00,810.23,6.46,0.07,
2022-08-05 08:39:04.857000+00:00,810.23,6.46,0.07,
2022-08-05 08:39:08.559000+00:00,,,,0.106
2022-08-05 08:39:08.564000+00:00,,,,0.106
2022-08-05 08:39:12.556000+00:00,,,,0.106
2022-08-05 08:39:12.579000+00:00,,,,0.106
2022-08-05 08:39:16.646000+00:00,,,,0.106
2022-08-05 08:54:23.003000+00:00,812.93,6.57,0.1,
2022-08-05 08:54:27.019000+00:00,812.93,6.57,0.1,
2022-08-05 08:54:27.037000+00:00,812.93,6.57,0.1,
2022-08-05 08:54:31.031000+00:00,812.93,6.57,0.1,
2022-08-05 08:54:34.746000+00:00,,,,0.146
2022-08-05 08:54:34.754000+00:00,,,,0.146
2022-08-05 08:54:38.748000+00:00,,,,0.146
2022-08-05 08:54:42.792000+00:00,,,,0.146
2022-08-05 09:09:02.789000+00:00,810.79,6.54,0.08,
2022-08-05 09:09:06.815000+00:00,810.79,6.54,0.08,
2022-08-05 09:09:06.850000+00:00,810.79,6.54,0.08,
2022-08-05 09:09:10.862000+00:00,810.79,6.54,0.08,
2022-08-05 09:09:10.868000+00:00,810.79,6.54,0.08,
2022-08-05 09:09:14.560000+00:00,,,,0.115
2022-08-05 09:09:14.589000+00:00,,,,0.115
2022-08-05 09:09:18.581000+00:00,,,,0.115
2022-08-05 09:09:18.608000+00:00,,,,0.115
2022-08-05 09:09:22.615000+00:00,,,,0.115
2022-08-05 09:09:22.630000+00:00,,,,0.115
2022-08-05 09:24:13.998000+00:00,812.35,6.57,0.09,
2022-08-05 09:24:18.018000+00:00,812.35,6.57,0.09,
2022-08-05 09:24:18.048000+00:00,812.35,6.57,0.09,
2022-08-05 09:24:22.085000+00:00,812.35,6.57,0.09,
2022-08-05 09:24:25.742000+00:00,,,,0.132
2022-08-05 09:24:29.816000+00:00,,,,0.132
2022-08-05 09:24:33.812000+00:00,,,,0.132
2022-08-05 09:39:06.053000+00:00,808.95,6.64,0.09,
2022-08-05 09:39:06.055000+00:00,808.95,6.64,0.09,
2022-08-05 09:39:10.067000+00:00,808.95,6.64,0.09,
2022-08-05 09:39:10.071000+00:00,808.95,6.64,0.09,
2022-08-05 09:39:14.067000+00:00,808.95,6.64,0.09,
2022-08-05 09:39:17.778000+00:00,,,,0.123
2022-08-05 09:39:21.803000+00:00,,,,0.123
2022-08-05 09:39:21.815000+00:00,,,,0.123
2022-08-05 09:39:25.861000+00:00,,,,0.123
2022-08-05 09:53:46.848000+00:00,809.64,6.58,0.13,
2022-08-05 09:53:50.897000+00:00,809.64,6.58,0.13,
2022-08-05 09:53:54.903000+00:00,809.64,6.58,0.13,
2022-08-05 09:53:54.938000+00:00,809.64,6.58,0.13,
2022-08-05 09:53:58.608000+00:00,,,,0.188
2022-08-05 09:53:58.625000+00:00,,,,0.188
2022-08-05 09:54:02.660000+00:00,,,,0.188
2022-08-05 09:54:06.683000+00:00,,,,0.188
2022-08-05 10:08:35.075000+00:00,815.25,6.63,0.16,
2022-08-05 10:08:35.078000+00:00,815.25,6.63,0.16,
2022-08-05 10:08:39.060000+00:00,815.25,6.63,0.16,
2022-08-05 10:08:39.106000+00:00,815.25,6.63,0.16,
2022-08-05 10:08:43.122000+00:00,815.25,6.63,0.16,
2022-08-05 10:08:46.848000+00:00,,,,0.226
2022-08-05 10:08:50.818000+00:00,,,,0.226
2022-08-05 10:08:50.858000+00:00,,,,0.226
2022-08-05 10:08:54.880000+00:00,,,,0.226
2022-08-05 10:23:54.891000+00:00,811.31,6.61,0.11,
2022-08-05 10:23:54.905000+00:00,811.31,6.61,0.11,
2022-08-05 10:23:58.936000+00:00,811.31,6.61,0.11,
2022-08-05 10:23:58.939000+00:00,811.31,6.61,0.11,
2022-08-05 10:24:02.959000+00:00,811.31,6.61,0.11,
2022-08-05 10:24:02.961000+00:00,811.31,6.61,0.11,
2022-08-05 10:24:06.632000+00:00,,,,0.159
2022-08-05 10:24:06.671000+00:00,,,,0.159
2022-08-05 10:24:10.685000+00:00,,,,0.159
2022-08-05 10:24:14.698000+00:00,,,,0.159
2022-08-05 10:38:41.107000+00:00,813.14,6.6,0.05,
2022-08-05 10:38:45.109000+00:00,813.14,6.6,0.05,
2022-08-05 10:38:45.119000+00:00,813.14,6.6,0.05,
2022-08-05 10:38:49.122000+00:00,813.14,6.6,0.05,
2022-08-05 10:38:49.154000+00:00,813.14,6.6,0.05,
2022-08-05 10:38:52.867000+00:00,,,,0.073
2022-08-05 10:38:52.869000+00:00,,,,0.073
2022-08-05 10:38:56.868000+00:00,,,,0.073
2022-08-05 10:38:56.880000+00:00,,,,0.073
2022-08-05 10:39:00.915000+00:00,,,,0.073
2022-08-05 10:53:47.922000+00:00,815.87,6.59,0.08,
2022-08-05 10:53:51.953000+00:00,815.87,6.59,0.08,
2022-08-05 10:53:51.965000+00:00,815.87,6.59,0.08,
2022-08-05 10:53:55.975000+00:00,815.87,6.59,0.08,
2022-08-05 10:53:55.979000+00:00,815.87,6.59,0.08,
2022-08-05 10:53:59.665000+00:00,,,,0.118
2022-08-05 10:54:03.725000+00:00,,,,0.118
2022-08-05 10:54:03.736000+00:00,,,,0.118
2022-08-05 10:54:07.740000+00:00,,,,0.118
2022-08-05 10:54:07.744000+00:00,,,,0.118
2022-08-05 11:08:27.097000+00:00,814.97,6.58,0.06,
2022-08-05 11:08:27.147000+00:00,814.97,6.58,0.06,
2022-08-05 11:08:31.135000+00:00,814.97,6.58,0.06,
2022-08-05 11:08:31.147000+00:00,814.97,6.58,0.06,
2022-08-05 11:08:35.196000+00:00,814.97,6.58,0.06,
2022-08-05 11:08:38.885000+00:00,,,,0.087
2022-08-05 11:08:38.899000+00:00,,,,0.087
2022-08-05 11:08:42.896000+00:00,,,,0.087
2022-08-05 11:08:42.910000+00:00,,,,0.087
2022-08-05 11:08:46.928000+00:00,,,,0.087
2022-08-05 11:23:41.152000+00:00,811.51,6.56,0.36,
2022-08-05 11:23:41.158000+00:00,811.51,6.56,0.36,
2022-08-05 11:23:45.191000+00:00,811.51,6.56,0.36,
2022-08-05 11:23:45.194000+00:00,811.51,6.56,0.36,
2022-08-05 11:23:49.200000+00:00,811.51,6.56,0.36,
2022-08-05 11:23:49.215000+00:00,811.51,6.56,0.36,
2022-08-05 11:23:52.916000+00:00,,,,0.507
2022-08-05 11:23:52.923000+00:00,,,,0.507
2022-08-05 11:23:56.940000+00:00,,,,0.507
2022-08-05 11:24:00.948000+00:00,,,,0.507
2022-08-05 11:38:19.181000+00:00,811.47,6.54,0.03,
2022-08-05 11:38:19.182000+00:00,811.47,6.54,0.03,
2022-08-05 11:38:23.156000+00:00,811.47,6.54,0.03,
2022-08-05 11:38:23.210000+00:00,811.47,6.54,0.03,
2022-08-05 11:38:27.184000+00:00,811.47,6.54,0.03,
2022-08-05 11:38:27.263000+00:00,811.47,6.54,0.03,
2022-08-05 11:38:30.948000+00:00,,,,0.042
2022-08-05 11:38:34.950000+00:00,,,,0.042
2022-08-05 11:38:34.961000+00:00,,,,0.042
2022-08-05 11:38:38.958000+00:00,,,,0.042
2022-08-05 11:52:59.156000+00:00,813.27,6.54,0.02,
2022-08-05 11:53:03.197000+00:00,813.27,6.54,0.02,
2022-08-05 11:53:07.242000+00:00,813.27,6.54,0.02,
2022-08-05 11:53:10.956000+00:00,,,,0.034
2022-08-05 11:53:14.966000+00:00,,,,0.034
2022-08-05 11:53:18.986000+00:00,,,,0.034
2022-08-05 12:07:38.188000+00:00,815.55,6.53,0.07,
2022-08-05 12:07:42.246000+00:00,815.55,6.53,0.07,
2022-08-05 12:07:46.253000+00:00,815.55,6.53,0.07,
2022-08-05 12:07:49.952000+00:00,,,,0.095
2022-08-05 12:07:53.977000+00:00,,,,0.095
2022-08-05 12:07:58.005000+00:00,,,,0.095
2022-08-05 12:22:47.186000+00:00,812.96,6.53,0.06,
2022-08-05 12:22:51.266000+00:00,812.96,6.53,0.06,
2022-08-05 12:22:55.268000+00:00,812.96,6.53,0.06,
2022-08-05 12:22:58.978000+00:00,,,,0.088
2022-08-05 12:23:02.986000+00:00,,,,0.088
2022-08-05 12:23:07.047000+00:00,,,,0.088
2022-08-05 12:37:49.243000+00:00,819.34,6.53,0.39,
2022-08-05 12:37:53.272000+00:00,819.34,6.53,0.39,
2022-08-05 12:37:57.300000+00:00,819.34,6.53,0.39,
2022-08-05 12:38:00.994000+00:00,,,,0.554
2022-08-05 12:38:05.014000+00:00,,,,0.554
2022-08-05 12:38:09.035000+00:00,,,,0.554
2022-08-05 12:52:43.084000+00:00,820.28,6.53,0.04,
2022-08-05 12:52:47.074000+00:00,820.28,6.53,0.04,
2022-08-05 12:52:51.084000+00:00,820.28,6.53,0.04,
2022-08-05 12:52:54.833000+00:00,,,,0.06
2022-08-05 12:52:58.833000+00:00,,,,0.06
2022-08-05 12:53:02.892000+00:00,,,,0.06
2022-08-05 13:08:01.074000+00:00,820.16,6.53,0.04,
2022-08-05 13:08:05.121000+00:00,820.16,6.53,0.04,
2022-08-05 13:08:09.135000+00:00,820.16,6.53,0.04,
2022-08-05 13:08:12.836000+00:00,,,,0.061
2022-08-05 13:08:16.862000+00:00,,,,0.061
2022-08-05 13:08:20.903000+00:00,,,,0.061
2022-08-05 13:22:57.295000+00:00,824.97,6.52,0.08,
2022-08-05 13:22:57.315000+00:00,824.97,6.52,0.08,
2022-08-05 13:23:01.332000+00:00,824.97,6.52,0.08,
2022-08-05 13:23:05.354000+00:00,824.97,6.52,0.08,
2022-08-05 13:23:05.365000+00:00,824.97,6.52,0.08,
2022-08-05 13:23:09.071000+00:00,,,,0.116
2022-08-05 13:23:09.076000+00:00,,,,0.116
2022-08-05 13:23:13.090000+00:00,,,,0.116
2022-08-05 13:23:13.091000+00:00,,,,0.116
2022-08-05 13:23:17.106000+00:00,,,,0.116
2022-08-05 13:23:17.133000+00:00,,,,0.116
2022-08-05 13:38:12.130000+00:00,931.09,6.33,0.12,
2022-08-05 13:38:12.145000+00:00,931.09,6.33,0.12,
2022-08-05 13:38:16.137000+00:00,931.09,6.33,0.12,
2022-08-05 13:38:16.154000+00:00,931.09,6.33,0.12,
2022-08-05 13:38:20.176000+00:00,931.09,6.33,0.12,
2022-08-05 13:38:20.200000+00:00,931.09,6.33,0.12,
2022-08-05 13:38:23.863000+00:00,,,,0.173
2022-08-05 13:38:23.900000+00:00,,,,0.173
2022-08-05 13:38:27.887000+00:00,,,,0.173
2022-08-05 13:38:27.917000+00:00,,,,0.173
2022-08-05 13:38:31.909000+00:00,,,,0.173
2022-08-05 13:53:07.149000+00:00,945.38,6.15,0.11,
2022-08-05 13:53:11.170000+00:00,945.38,6.15,0.11,
2022-08-05 13:53:15.198000+00:00,945.38,6.15,0.11,
2022-08-05 13:53:18.901000+00:00,,,,0.161
2022-08-05 13:53:22.903000+00:00,,,,0.161
2022-08-05 13:53:26.962000+00:00,,,,0.161
2022-08-05 14:08:21.345000+00:00,930.85,6.18,0.1,
2022-08-05 14:08:25.389000+00:00,930.85,6.18,0.1,
2022-08-05 14:08:29.410000+00:00,930.85,6.18,0.1,
2022-08-05 14:08:33.083000+00:00,,,,0.146
2022-08-05 14:08:37.146000+00:00,,,,0.146
2022-08-05 14:08:41.184000+00:00,,,,0.146
2022-08-05 14:23:25.183000+00:00,829.25,6.45,0.12,
2022-08-05 14:23:29.190000+00:00,829.25,6.45,0.12,
2022-08-05 14:23:33.240000+00:00,829.25,6.45,0.12,
2022-08-05 14:23:36.934000+00:00,,,,0.172
2022-08-05 14:23:40.978000+00:00,,,,0.172
2022-08-05 14:23:44.992000+00:00,,,,0.172
2022-08-05 14:38:13.216000+00:00,813.26,6.07,0.19,
2022-08-05 14:38:17.202000+00:00,813.26,6.07,0.19,
2022-08-05 14:38:21.267000+00:00,813.26,6.07,0.19,
2022-08-05 14:38:24.973000+00:00,,,,0.266
2022-08-05 14:38:28.982000+00:00,,,,0.266
2022-08-05 14:38:32.994000+00:00,,,,0.266
2022-08-05 14:53:08.203000+00:00,810.27,5.94,0.27,
2022-08-05 14:53:12.220000+00:00,810.27,5.94,0.27,
2022-08-05 14:53:16.270000+00:00,810.27,5.94,0.27,
2022-08-05 14:53:19.962000+00:00,,,,0.392
2022-08-05 14:53:24.001000+00:00,,,,0.392
2022-08-05 14:53:28.030000+00:00,,,,0.392
2022-08-05 15:08:17.239000+00:00,809.47,6.27,0.18,
2022-08-05 15:08:21.261000+00:00,809.47,6.27,0.18,
2022-08-05 15:08:25.288000+00:00,809.47,6.27,0.18,
2022-08-05 15:08:28.997000+00:00,,,,0.255
2022-08-05 15:08:33.007000+00:00,,,,0.255
2022-08-05 15:08:37.029000+00:00,,,,0.255
2022-08-05 15:23:37.445000+00:00,807.91,6.44,0.17,
2022-08-05 15:23:41.440000+00:00,807.91,6.44,0.17,
2022-08-05 15:23:45.475000+00:00,807.91,6.44,0.17,
2022-08-05 15:23:49.190000+00:00,,,,0.242
2022-08-05 15:23:53.217000+00:00,,,,0.242
2022-08-05 15:23:57.233000+00:00,,,,0.242
2022-08-05 15:38:33.253000+00:00,809.06,6.41,0.26,
2022-08-05 15:38:33.290000+00:00,809.06,6.41,0.26,
2022-08-05 15:38:37.300000+00:00,809.06,6.41,0.26,
2022-08-05 15:38:37.303000+00:00,809.06,6.41,0.26,
2022-08-05 15:38:41.334000+00:00,809.06,6.41,0.26,
2022-08-05 15:38:41.335000+00:00,809.06,6.41,0.26,
2022-08-05 15:38:45.006000+00:00,,,,0.372
2022-08-05 15:38:49.052000+00:00,,,,0.372
2022-08-05 15:38:53.084000+00:00,,,,0.372
2022-08-05 15:38:53.088000+00:00,,,,0.372
2022-08-05 15:53:09.453000+00:00,807.72,6.36,0.16,
2022-08-05 15:53:13.503000+00:00,807.72,6.36,0.16,
2022-08-05 15:53:13.515000+00:00,807.72,6.36,0.16,
2022-08-05 15:53:17.507000+00:00,807.72,6.36,0.16,
2022-08-05 15:53:17.531000+00:00,807.72,6.36,0.16,
2022-08-05 15:53:21.235000+00:00,,,,0.23
2022-08-05 15:53:21.239000+00:00,,,,0.23
2022-08-05 15:53:25.245000+00:00,,,,0.23
2022-08-05 15:53:25.249000+00:00,,,,0.23
2022-08-05 15:53:29.283000+00:00,,,,0.23
2022-08-05 16:07:49.477000+00:00,808.07,6.37,0.17,
2022-08-05 16:07:49.495000+00:00,808.07,6.37,0.17,
2022-08-05 16:07:53.470000+00:00,808.07,6.37,0.17,
2022-08-05 16:07:57.554000+00:00,808.07,6.37,0.17,
2022-08-05 16:08:01.234000+00:00,,,,0.246
2022-08-05 16:08:05.295000+00:00,,,,0.246
2022-08-05 16:08:09.278000+00:00,,,,0.246
2022-08-05 16:22:37.324000+00:00,802.85,6.41,0.13,
2022-08-05 16:22:37.328000+00:00,802.85,6.41,0.13,
2022-08-05 16:22:41.363000+00:00,802.85,6.41,0.13,
2022-08-05 16:22:45.356000+00:00,802.85,6.41,0.13,
2022-08-05 16:22:45.385000+00:00,802.85,6.41,0.13,
2022-08-05 16:22:49.089000+00:00,,,,0.19
2022-08-05 16:22:53.114000+00:00,,,,0.19
2022-08-05 16:22:53.121000+00:00,,,,0.19
2022-08-05 16:22:57.108000+00:00,,,,0.19
2022-08-05 16:22:57.144000+00:00,,,,0.19
2022-08-05 16:37:56.330000+00:00,801.87,6.2,0.18,
2022-08-05 16:38:00.346000+00:00,801.87,6.2,0.18,
2022-08-05 16:38:00.378000+00:00,801.87,6.2,0.18,
2022-08-05 16:38:04.364000+00:00,801.87,6.2,0.18,
2022-08-05 16:38:04.391000+00:00,801.87,6.2,0.18,
2022-08-05 16:38:08.081000+00:00,,,,0.26
2022-08-05 16:38:12.078000+00:00,,,,0.26
2022-08-05 16:38:12.132000+00:00,,,,0.26
2022-08-05 16:38:16.130000+00:00,,,,0.26
2022-08-05 16:38:16.149000+00:00,,,,0.26
2022-08-05 16:53:14.496000+00:00,799.95,6.14,0.15,
2022-08-05 16:53:14.584000+00:00,799.95,6.14,0.15,
2022-08-05 16:53:18.566000+00:00,799.95,6.14,0.15,
2022-08-05 16:53:22.594000+00:00,799.95,6.14,0.15,
2022-08-05 16:53:26.305000+00:00,,,,0.208
2022-08-05 16:53:26.318000+00:00,,,,0.208
2022-08-05 16:53:30.328000+00:00,,,,0.208
2022-08-05 16:53:34.343000+00:00,,,,0.208
2022-08-05 17:08:19.564000+00:00,794.82,6.28,0.1,
2022-08-05 17:08:19.576000+00:00,794.82,6.28,0.1,
2022-08-05 17:08:23.588000+00:00,794.82,6.28,0.1,
2022-08-05 17:08:23.590000+00:00,794.82,6.28,0.1,
2022-08-05 17:08:27.601000+00:00,794.82,6.28,0.1,
2022-08-05 17:08:31.280000+00:00,,,,0.148
2022-08-05 17:08:35.329000+00:00,,,,0.148
2022-08-05 17:08:35.330000+00:00,,,,0.148
2022-08-05 17:08:39.366000+00:00,,,,0.148
2022-08-05 17:23:43.353000+00:00,794.63,6.37,0.07,
2022-08-05 17:23:47.413000+00:00,794.63,6.37,0.07,
2022-08-05 17:23:51.405000+00:00,794.63,6.37,0.07,
2022-08-05 17:23:55.104000+00:00,,,,0.104
2022-08-05 17:23:59.117000+00:00,,,,0.104
2022-08-05 17:23:59.151000+00:00,,,,0.104
2022-08-05 17:24:03.160000+00:00,,,,0.104
2022-08-05 17:24:03.182000+00:00,,,,0.104
2022-08-05 17:38:50.335000+00:00,797.99,6.45,0.13,
2022-08-05 17:38:54.410000+00:00,797.99,6.45,0.13,
2022-08-05 17:38:58.442000+00:00,797.99,6.45,0.13,
2022-08-05 17:38:58.448000+00:00,797.99,6.45,0.13,
2022-08-05 17:39:02.142000+00:00,,,,0.185
2022-08-05 17:39:02.149000+00:00,,,,0.185
2022-08-05 17:39:06.144000+00:00,,,,0.185
2022-08-05 17:39:10.195000+00:00,,,,0.185
2022-08-05 17:39:10.198000+00:00,,,,0.185
2022-08-05 17:53:42.596000+00:00,789.5,6.44,0.25,
2022-08-05 17:53:46.613000+00:00,789.5,6.44,0.25,
2022-08-05 17:53:46.626000+00:00,789.5,6.44,0.25,
2022-08-05 17:53:50.648000+00:00,789.5,6.44,0.25,
2022-08-05 17:53:54.326000+00:00,,,,0.354
2022-08-05 17:53:54.440000+00:00,,,,0.354
2022-08-05 17:53:58.386000+00:00,,,,0.354
2022-08-05 17:53:58.387000+00:00,,,,0.354
2022-08-05 17:54:02.401000+00:00,,,,0.354
2022-08-05 18:09:11.582000+00:00,792.61,6.34,0.04,
2022-08-05 18:09:15.608000+00:00,792.61,6.34,0.04,
2022-08-05 18:09:15.634000+00:00,792.61,6.34,0.04,
2022-08-05 18:09:19.671000+00:00,792.61,6.34,0.04,
2022-08-05 18:09:23.355000+00:00,,,,0.062
2022-08-05 18:09:27.389000+00:00,,,,0.062
2022-08-05 18:09:27.399000+00:00,,,,0.062
2022-08-05 18:09:31.393000+00:00,,,,0.062
2022-08-05 18:57:42.679000+00:00,791.19,6.33,0.05,
2022-08-05 18:57:42.685000+00:00,791.19,6.33,0.05,
2022-08-05 18:57:46.712000+00:00,791.19,6.33,0.05,
2022-08-05 18:57:46.720000+00:00,791.19,6.33,0.05,
2022-08-05 18:57:50.726000+00:00,791.19,6.33,0.05,
2022-08-05 18:57:54.446000+00:00,,,,0.072
2022-08-05 18:57:58.444000+00:00,,,,0.072
2022-08-05 18:57:58.457000+00:00,,,,0.072
2022-08-05 18:58:02.470000+00:00,,,,0.072
2022-08-05 18:59:14.629000+00:00,782.58,6.38,0.1,
2022-08-05 18:59:14.688000+00:00,782.58,6.38,0.1,
2022-08-05 18:59:18.657000+00:00,782.58,6.38,0.1,
2022-08-05 18:59:18.668000+00:00,782.58,6.38,0.1,
2022-08-05 18:59:22.705000+00:00,782.58,6.38,0.1,
2022-08-05 18:59:26.410000+00:00,,,,0.148
2022-08-05 18:59:30.409000+00:00,,,,0.148
2022-08-05 18:59:30.455000+00:00,,,,0.148
2022-08-05 18:59:34.463000+00:00,,,,0.148
2022-08-05 19:43:22.740000+00:00,784.61,6.35,0.03,
2022-08-05 19:43:26.723000+00:00,784.61,6.35,0.03,
2022-08-05 19:43:30.792000+00:00,784.61,6.35,0.03,
2022-08-05 19:43:31.164000+00:00,784.61,6.35,0.03,
2022-08-05 19:43:34.497000+00:00,,,,0.036
2022-08-05 19:43:34.505000+00:00,,,,0.036
2022-08-05 19:43:38.490000+00:00,,,,0.036
2022-08-05 19:43:42.546000+00:00,,,,0.036
2022-08-05 19:44:54.509000+00:00,781.52,6.5,0.02,
2022-08-05 19:44:54.515000+00:00,781.52,6.5,0.02,
2022-08-05 19:44:58.540000+00:00,781.52,6.5,0.02,
2022-08-05 19:44:58.541000+00:00,781.52,6.5,0.02,
2022-08-05 19:45:02.513000+00:00,781.52,6.5,0.02,
2022-08-05 19:45:02.560000+00:00,781.52,6.5,0.02,
2022-08-05 19:45:06.277000+00:00,,,,0.027
2022-08-05 19:45:06.282000+00:00,,,,0.027
2022-08-05 19:45:10.298000+00:00,,,,0.027
2022-08-05 19:45:10.303000+00:00,,,,0.027
2022-08-05 19:45:14.318000+00:00,,,,0.027
2022-08-05 20:27:11.778000+00:00,782.83,6.5,0.05,
2022-08-05 20:27:15.765000+00:00,782.83,6.5,0.05,
2022-08-05 20:27:15.785000+00:00,782.83,6.5,0.05,
2022-08-05 20:27:19.792000+00:00,782.83,6.5,0.05,
2022-08-05 20:27:23.531000+00:00,,,,0.066
2022-08-05 20:27:23.534000+00:00,,,,0.066
2022-08-05 20:27:27.556000+00:00,,,,0.066
2022-08-05 20:27:27.557000+00:00,,,,0.066
2022-08-05 20:27:31.587000+00:00,,,,0.066
2022-08-05 22:13:13.647000+00:00,775.95,6.58,0.0,
2022-08-05 22:13:17.669000+00:00,775.95,6.58,0.0,
2022-08-05 22:13:17.677000+00:00,775.95,6.58,0.0,
2022-08-05 22:13:21.671000+00:00,775.95,6.58,0.0,
2022-08-05 22:13:21.720000+00:00,775.95,6.58,0.0,
2022-08-05 22:13:25.409000+00:00,,,,0.0
2022-08-05 22:13:29.427000+00:00,,,,0.0
2022-08-05 22:13:33.426000+00:00,,,,0.0
2022-08-05 22:13:33.460000+00:00,,,,0.0
2022-08-05 22:22:53.663000+00:00,778.84,6.54,0.02,
2022-08-05 22:22:57.652000+00:00,778.84,6.54,0.02,
2022-08-05 22:22:57.674000+00:00,778.84,6.54,0.02,
2022-08-05 22:23:01.680000+00:00,778.84,6.54,0.02,
2022-08-05 22:23:01.732000+00:00,778.84,6.54,0.02,
2022-08-05 22:23:05.404000+00:00,,,,0.033
2022-08-05 22:23:09.417000+00:00,,,,0.033
2022-08-05 22:23:13.471000+00:00,,,,0.033
2022-08-05 22:23:13.472000+00:00,,,,0.033
2022-08-05 22:52:40.676000+00:00,778.15,6.53,0.01,
2022-08-05 22:52:44.717000+00:00,778.15,6.53,0.01,
2022-08-05 22:52:44.718000+00:00,778.15,6.53,0.01,
2022-08-05 22:52:48.718000+00:00,778.15,6.53,0.01,
2022-08-05 22:52:48.740000+00:00,778.15,6.53,0.01,
2022-08-05 22:52:52.449000+00:00,,,,0.01
2022-08-05 22:52:52.451000+00:00,,,,0.01
2022-08-05 22:52:56.463000+00:00,,,,0.01
2022-08-05 22:53:00.489000+00:00,,,,0.01
2022-08-05 23:07:59.874000+00:00,777.05,6.5,0.0,
2022-08-05 23:07:59.883000+00:00,777.05,6.5,0.0,
2022-08-05 23:08:03.881000+00:00,777.05,6.5,0.0,
2022-08-05 23:08:07.903000+00:00,777.05,6.5,0.0,
2022-08-05 23:08:11.610000+00:00,,,,0.0
2022-08-05 23:08:15.659000+00:00,,,,0.0
2022-08-05 23:08:15.660000+00:00,,,,0.0
2022-08-05 23:08:16.292000+00:00,,,,0.0
2022-08-05 23:08:19.682000+00:00,,,,0.0
2022-08-05 23:22:32.867000+00:00,778.65,6.44,0.0,
