timestamp,soil-bulk-ec0-uS/cm,soil-moisture0-%,soil-temperature0-C
2022-05-20 21:11:25.810000+00:00,84.0,11.55,21.9
2022-05-20 21:16:06.017000+00:00,84.0,11.54,21.9
2022-05-20 21:21:36.015000+00:00,83.0,11.54,21.8
2022-05-20 21:26:56+00:00,83.0,11.55,21.7
2022-05-20 21:32:06.005000+00:00,83.0,11.55,21.6
2022-05-20 21:36:42.010000+00:00,84.0,11.55,21.5
2022-05-20 21:41:53.001000+00:00,83.0,11.56,21.5
2022-05-20 21:46:47.825000+00:00,82.0,11.55,21.4
2022-05-20 21:51:25.003000+00:00,85.0,11.56,21.3
2022-05-20 21:56:54.825000+00:00,85.0,11.56,21.3
2022-05-20 22:02:13.825000+00:00,85.0,11.55,21.2
2022-05-20 22:07:25.019000+00:00,84.0,11.56,21.1
2022-05-20 22:12:52.829000+00:00,84.0,11.56,21.1
2022-05-20 22:17:46.831000+00:00,83.0,11.56,21.0
2022-05-20 22:22:57.828000+00:00,83.0,11.56,20.9
2022-05-20 22:27:54.015000+00:00,83.0,11.55,20.9
2022-05-20 22:32:32.829000+00:00,83.0,11.55,20.8
2022-05-20 22:37:37.841000+00:00,83.0,11.56,20.7
2022-05-20 22:42:30.034000+00:00,83.0,11.57,20.7
2022-05-20 22:47:01.836000+00:00,83.0,11.55,20.7
2022-05-20 22:52:13.833000+00:00,85.0,11.56,20.6
2022-05-20 22:57:01.841000+00:00,84.0,11.55,20.5
2022-05-20 23:02:06.843000+00:00,82.0,11.56,20.4
2022-05-20 23:06:54.033000+00:00,84.0,11.55,20.4
2022-05-20 23:11:46.045000+00:00,83.0,11.56,20.3
2022-05-20 23:16:51.044000+00:00,82.0,11.56,20.3
2022-05-20 23:21:28.840000+00:00,84.0,11.57,20.2
2022-05-20 23:26:40.043000+00:00,82.0,11.55,20.2
2022-05-20 23:31:42.048000+00:00,83.0,11.55,20.1
2022-05-20 23:36:21.850000+00:00,84.0,11.57,20.0
2022-05-20 23:40:59.031000+00:00,83.0,11.57,19.9
2022-05-20 23:55:12.040000+00:00,83.0,11.55,19.8
2022-05-21 00:00:37.859000+00:00,82.0,11.56,19.7
2022-05-21 00:05:30.051000+00:00,83.0,11.55,19.7
2022-05-21 00:10:43.046000+00:00,83.0,11.56,19.6
2022-05-21 00:15:49.862000+00:00,84.0,11.57,19.5
2022-05-21 00:20:41.867000+00:00,81.0,11.57,19.5
2022-05-21 00:25:38.862000+00:00,85.0,11.57,19.4
2022-05-21 00:30:44.054000+00:00,84.0,11.59,19.4
2022-05-21 00:35:40.828000+00:00,84.0,11.56,19.3
2022-05-21 00:40:57.869000+00:00,83.0,11.56,19.2
2022-05-21 00:46:00.872000+00:00,83.0,11.57,19.2
2022-05-21 00:50:48.877000+00:00,83.0,11.57,19.2
2022-05-21 00:55:57.876000+00:00,82.0,11.58,19.1
2022-05-21 01:01:19.072000+00:00,82.0,11.56,19.0
2022-05-21 01:11:54.878000+00:00,81.0,11.57,19.0
2022-05-21 01:17:14.079000+00:00,84.0,11.57,18.9
2022-05-21 01:22:33.892000+00:00,82.0,11.56,18.8
2022-05-21 01:27:13.084000+00:00,80.0,11.57,18.8
2022-05-21 01:32:33.085000+00:00,81.0,11.56,18.7
2022-05-21 01:37:54.088000+00:00,82.0,11.57,18.6
2022-05-21 01:42:42.073000+00:00,83.0,11.55,18.6
2022-05-21 01:47:45.896000+00:00,83.0,11.57,18.6
2022-05-21 01:52:50.904000+00:00,83.0,11.58,18.5
2022-05-21 01:57:42.902000+00:00,82.0,11.56,18.4
2022-05-21 02:03:06.085000+00:00,82.0,11.57,18.4
2022-05-21 02:08:10.898000+00:00,84.0,11.57,18.4
2022-05-21 02:13:08.897000+00:00,84.0,11.56,18.3
2022-05-21 02:18:19.905000+00:00,83.0,11.55,18.2
2022-05-21 02:22:53.907000+00:00,82.0,11.57,18.2
2022-05-21 02:27:57.096000+00:00,84.0,11.56,18.2
2022-05-21 02:33:15.100000+00:00,83.0,11.57,18.1
2022-05-21 02:37:55.102000+00:00,82.0,11.58,18.0
2022-05-21 02:42:53.105000+00:00,82.0,11.56,18.0
2022-05-21 02:47:29.906000+00:00,83.0,11.59,17.9
2022-05-21 02:52:00.909000+00:00,82.0,11.57,17.9
2022-05-21 02:57:21.917000+00:00,83.0,11.58,17.8
2022-05-21 03:02:35.923000+00:00,83.0,11.57,17.8
2022-05-21 03:08:06.109000+00:00,83.0,11.57,17.8
