timestamp,soil-bulk-ec0-uS/cm,soil-moisture0-%,soil-temperature0-C
2022-05-24 05:04:08.029000+00:00,82.0,11.52,18.6
2022-05-24 05:09:16.856000+00:00,80.0,11.53,18.6
2022-05-24 05:13:57.039000+00:00,81.0,11.52,18.6
2022-05-24 05:19:01.851000+00:00,82.0,11.52,18.6
2022-05-24 05:23:37.849000+00:00,81.0,11.52,18.6
2022-05-24 05:28:22.855000+00:00,81.0,11.52,18.6
2022-05-24 05:33:18.848000+00:00,81.0,11.52,18.6
2022-05-24 05:38:25.034000+00:00,83.0,11.52,18.6
2022-05-24 05:43:32.844000+00:00,82.0,11.52,18.6
2022-05-24 05:48:16.848000+00:00,80.0,11.51,18.6
2022-05-24 05:53:37.040000+00:00,80.0,11.52,18.6
2022-05-24 05:58:27.035000+00:00,81.0,11.52,18.6
2022-05-24 06:03:13.842000+00:00,82.0,11.51,18.7
2022-05-24 06:08:03.840000+00:00,81.0,11.51,18.7
2022-05-24 06:12:52.034000+00:00,82.0,11.52,18.7
2022-05-24 06:17:57.047000+00:00,83.0,11.52,18.8
2022-05-24 06:23:18.040000+00:00,82.0,11.51,18.8
2022-05-24 06:28:10.029000+00:00,81.0,11.52,18.8
2022-05-24 06:33:20.034000+00:00,82.0,11.52,18.8
2022-05-24 06:38:25.896000+00:00,82.0,11.51,18.9
2022-05-24 06:43:45.840000+00:00,83.0,11.52,19.0
2022-05-24 06:48:25.835000+00:00,81.0,11.53,19.0
2022-05-24 06:53:14.367000+00:00,83.0,11.52,19.1
2022-05-24 06:58:34.024000+00:00,81.0,11.51,19.2
2022-05-24 07:03:44.842000+00:00,81.0,11.52,19.2
2022-05-24 07:08:34.831000+00:00,82.0,11.51,19.3
2022-05-24 07:14:00.831000+00:00,82.0,11.52,19.4
2022-05-24 07:18:50.833000+00:00,82.0,11.52,19.4
2022-05-24 07:24:01.015000+00:00,82.0,11.5,19.5
2022-05-24 07:29:14.024000+00:00,81.0,11.52,19.6
2022-05-24 07:33:45.832000+00:00,82.0,11.51,19.7
2022-05-24 07:38:19.831000+00:00,82.0,11.52,19.8
2022-05-24 07:43:46.024000+00:00,83.0,11.52,19.9
2022-05-24 07:49:01.023000+00:00,82.0,11.51,19.9
2022-05-24 07:53:41.823000+00:00,81.0,11.51,20.1
2022-05-24 07:58:50.824000+00:00,82.0,11.51,20.2
2022-05-24 08:03:54.018000+00:00,83.0,11.5,20.2
2022-05-24 08:09:13.828000+00:00,83.0,11.5,20.3
2022-05-24 08:13:45.020000+00:00,82.0,11.51,20.4
2022-05-24 08:18:31.820000+00:00,80.0,11.5,20.5
2022-05-24 08:23:52.023000+00:00,82.0,11.51,20.6
2022-05-24 08:29:06.823000+00:00,82.0,11.51,20.7
2022-05-24 08:34:29.014000+00:00,82.0,11.51,20.9
2022-05-24 08:39:09.826000+00:00,82.0,11.51,21.0
2022-05-24 08:44:22.821000+00:00,81.0,11.51,21.1
2022-05-24 08:49:42.015000+00:00,82.0,11.51,21.2
2022-05-24 08:54:44.823000+00:00,83.0,11.5,21.3
2022-05-24 08:59:49.818000+00:00,81.0,11.5,21.4
2022-05-24 09:05:12.818000+00:00,83.0,11.49,21.5
2022-05-24 09:10:03.815000+00:00,82.0,11.5,21.6
2022-05-24 09:14:54.819000+00:00,82.0,11.5,21.7
2022-05-24 09:19:42.827000+00:00,83.0,11.5,21.8
2022-05-24 09:24:38.816000+00:00,83.0,11.5,22.0
2022-05-24 09:29:28.809000+00:00,85.0,11.51,22.1
2022-05-24 09:34:19.002000+00:00,82.0,11.5,22.2
2022-05-24 09:38:58.008000+00:00,82.0,11.5,22.3
2022-05-24 09:44:07.820000+00:00,83.0,11.49,22.4
2022-05-24 09:48:54+00:00,82.0,11.49,22.5
2022-05-24 09:53:42.028000+00:00,83.0,11.51,22.6
2022-05-24 09:58:40.817000+00:00,81.0,11.5,22.7
2022-05-24 10:03:45.998000+00:00,83.0,11.53,22.9
2022-05-24 10:08:56.999000+00:00,83.0,11.51,23.0
2022-05-24 10:13:59.994000+00:00,83.0,11.51,23.1
2022-05-24 10:19:05.003000+00:00,81.0,11.5,23.2
2022-05-24 10:24:24.822000+00:00,83.0,11.5,23.4
2022-05-24 10:29:33.821000+00:00,80.0,11.49,23.5
2022-05-24 10:34:54.009000+00:00,82.0,11.49,23.6
2022-05-24 10:40:04.813000+00:00,82.0,11.5,23.8
2022-05-24 10:44:45.821000+00:00,82.0,11.49,23.9
2022-05-24 10:49:27.024000+00:00,82.0,11.49,24.0
2022-05-24 10:54:32.005000+00:00,82.0,11.5,24.1
2022-05-24 10:59:11.871000+00:00,83.0,11.51,24.2
2022-05-24 11:04:03.827000+00:00,82.0,11.48,24.3
2022-05-24 11:08:52.825000+00:00,83.0,11.48,24.4
2022-05-24 11:14:15.068000+00:00,82.0,11.49,24.6
2022-05-24 11:19:25.828000+00:00,83.0,11.48,24.7
2022-05-24 11:24:39.012000+00:00,84.0,11.48,24.8
2022-05-24 11:30:08.015000+00:00,83.0,11.48,24.9
2022-05-24 11:35:21.008000+00:00,85.0,11.48,25.0
2022-05-24 11:40:30.827000+00:00,83.0,11.49,25.1
2022-05-24 11:45:25.014000+00:00,84.0,11.48,25.2
2022-05-24 11:50:09.821000+00:00,83.0,11.48,25.3
2022-05-24 11:55:28.834000+00:00,85.0,11.49,25.4
2022-05-24 12:00:18.833000+00:00,83.0,11.47,25.6
2022-05-24 12:05:21.829000+00:00,84.0,11.47,25.7
2022-05-24 12:09:55.825000+00:00,83.0,11.47,25.7
2022-05-24 12:14:30.827000+00:00,85.0,11.5,25.9
2022-05-24 12:19:33.823000+00:00,84.0,11.48,26.0
2022-05-24 12:24:12.826000+00:00,83.0,11.48,26.0
2022-05-24 12:29:06.829000+00:00,84.0,11.47,26.1
2022-05-24 12:34:12.028000+00:00,83.0,11.48,26.3
2022-05-24 12:39:25.829000+00:00,82.0,11.49,26.4
2022-05-24 12:44:52.026000+00:00,84.0,11.48,26.5
2022-05-24 12:49:25.838000+00:00,84.0,11.47,26.5
2022-05-24 12:54:02.836000+00:00,84.0,11.47,26.7
2022-05-24 12:59:27.840000+00:00,83.0,11.48,26.8
2022-05-24 13:04:08.843000+00:00,85.0,11.47,26.8
2022-05-24 13:09:28.839000+00:00,84.0,11.47,26.9
2022-05-24 13:14:26.016000+00:00,82.0,11.48,27.0
2022-05-24 13:19:48.023000+00:00,84.0,11.48,27.1
2022-05-24 13:24:36.838000+00:00,82.0,11.47,27.2
2022-05-24 13:29:58.023000+00:00,83.0,11.46,27.2
2022-05-24 13:35:03.025000+00:00,84.0,11.46,27.3
2022-05-24 13:40:15.845000+00:00,83.0,11.45,27.4
2022-05-24 13:45:11.031000+00:00,84.0,11.46,27.5
2022-05-24 13:50:19.840000+00:00,83.0,11.46,27.5
2022-05-24 13:55:31.026000+00:00,84.0,11.46,27.6
2022-05-24 14:00:18.845000+00:00,84.0,11.47,27.7
2022-05-24 14:05:24.842000+00:00,84.0,11.46,27.7
2022-05-24 14:10:06.025000+00:00,83.0,11.47,27.8
2022-05-24 14:15:12.030000+00:00,83.0,11.47,27.9
2022-05-24 14:20:11.847000+00:00,84.0,11.47,27.9
2022-05-24 14:24:58.844000+00:00,85.0,11.46,27.9
2022-05-24 14:30:20.037000+00:00,83.0,11.46,28.0
2022-05-24 14:34:58.846000+00:00,83.0,11.45,28.0
2022-05-24 14:40:04.039000+00:00,84.0,11.46,28.0
2022-05-24 14:44:53.845000+00:00,84.0,11.45,28.0
2022-05-24 14:49:32.838000+00:00,84.0,11.45,28.1
2022-05-24 14:54:40.845000+00:00,84.0,11.44,28.0
2022-05-24 14:59:33.039000+00:00,84.0,11.47,28.1
