timestamp,ndvi-nir-out0-W/m2,ndvi-red-out0-W/m2,ndvi0
2022-06-22 04:27:44.865000+00:00,0.008,0.017,-0.36
2022-06-22 04:42:32.811000+00:00,0.01,0.021,-0.355
2022-06-22 04:42:41.832000+00:00,0.01,0.021,-0.355
2022-06-22 04:42:41.881000+00:00,0.01,0.021,-0.355
2022-06-22 04:42:49.871000+00:00,0.01,0.021,-0.355
2022-06-22 04:42:49.922000+00:00,0.01,0.021,-0.355
2022-06-22 04:57:21.814000+00:00,0.012,0.024,-0.333
2022-06-22 04:57:30.843000+00:00,0.012,0.024,-0.333
2022-06-22 04:57:38.884000+00:00,0.012,0.024,-0.333
2022-06-22 04:57:38.936000+00:00,0.012,0.024,-0.333
2022-06-22 05:12:02.016000+00:00,0.01,0.02,-0.333
2022-06-22 05:12:11.040000+00:00,0.01,0.02,-0.333
2022-06-22 05:12:11.096000+00:00,0.01,0.02,-0.333
2022-06-22 05:12:19.086000+00:00,0.01,0.02,-0.333
2022-06-22 05:12:19.128000+00:00,0.01,0.02,-0.333
2022-06-22 05:26:40.833000+00:00,0.009,0.018,-0.333
2022-06-22 05:26:40.904000+00:00,0.009,0.018,-0.333
2022-06-22 05:26:49.857000+00:00,0.009,0.018,-0.333
2022-06-22 05:26:49.915000+00:00,0.009,0.018,-0.333
2022-06-22 05:26:57.912000+00:00,0.009,0.018,-0.333
2022-06-22 05:26:57.948000+00:00,0.009,0.018,-0.333
2022-06-22 05:41:22.031000+00:00,0.011,0.023,-0.353
2022-06-22 05:41:22.087000+00:00,0.011,0.023,-0.353
2022-06-22 05:41:31.051000+00:00,0.011,0.023,-0.353
2022-06-22 05:41:31.104000+00:00,0.011,0.023,-0.353
2022-06-22 05:41:39.103000+00:00,0.011,0.023,-0.353
2022-06-22 05:41:39.143000+00:00,0.011,0.023,-0.353
2022-06-22 05:56:36.044000+00:00,0.012,0.025,-0.351
2022-06-22 05:56:45.071000+00:00,0.012,0.025,-0.351
2022-06-22 05:56:53.107000+00:00,0.012,0.025,-0.351
2022-06-22 06:11:21.856000+00:00,0.012,0.024,-0.333
2022-06-22 06:11:21.910000+00:00,0.012,0.024,-0.333
2022-06-22 06:11:30.877000+00:00,0.012,0.024,-0.333
2022-06-22 06:11:30.941000+00:00,0.012,0.024,-0.333
2022-06-22 06:11:38.919000+00:00,0.012,0.024,-0.333
2022-06-22 06:11:38.977000+00:00,0.012,0.024,-0.333
2022-06-22 06:26:43.051000+00:00,0.014,0.028,-0.333
2022-06-22 06:26:43.110000+00:00,0.014,0.028,-0.333
2022-06-22 06:26:52.083000+00:00,0.014,0.028,-0.333
2022-06-22 06:27:00.118000+00:00,0.014,0.028,-0.333
2022-06-22 06:42:08.068000+00:00,0.024,0.048,-0.333
2022-06-22 06:42:08.122000+00:00,0.024,0.048,-0.333
2022-06-22 06:42:17.096000+00:00,0.024,0.048,-0.333
2022-06-22 06:42:25.141000+00:00,0.024,0.048,-0.333
2022-06-22 06:57:27.072000+00:00,0.034,0.069,-0.34
2022-06-22 06:57:36.093000+00:00,0.034,0.069,-0.34
2022-06-22 06:57:44.149000+00:00,0.034,0.069,-0.34
2022-06-22 06:57:44.204000+00:00,0.034,0.069,-0.34
2022-06-22 07:12:17.887000+00:00,0.041,0.081,-0.328
2022-06-22 07:12:17.936000+00:00,0.041,0.081,-0.328
2022-06-22 07:12:26.918000+00:00,0.041,0.081,-0.328
2022-06-22 07:12:34.952000+00:00,0.041,0.081,-0.328
2022-06-22 07:12:35.016000+00:00,0.041,0.081,-0.328
2022-06-22 07:26:57.095000+00:00,0.045,0.09,-0.333
2022-06-22 07:26:57.138000+00:00,0.045,0.09,-0.333
2022-06-22 07:27:06.122000+00:00,0.045,0.09,-0.333
2022-06-22 07:27:06.161000+00:00,0.045,0.09,-0.333
2022-06-22 07:27:14.162000+00:00,0.045,0.09,-0.333
2022-06-22 07:27:14.219000+00:00,0.045,0.09,-0.333
2022-06-22 07:42:14.906000+00:00,0.049,0.098,-0.333
2022-06-22 07:42:14.983000+00:00,0.049,0.098,-0.333
2022-06-22 07:42:23.984000+00:00,0.049,0.098,-0.333
2022-06-22 07:42:23.988000+00:00,0.049,0.098,-0.333
2022-06-22 07:42:32.066000+00:00,0.049,0.098,-0.333
2022-06-22 07:42:32.080000+00:00,0.049,0.098,-0.333
2022-06-22 07:57:00.112000+00:00,0.052,0.104,-0.333
2022-06-22 07:57:09.222000+00:00,0.052,0.104,-0.333
2022-06-22 07:57:09.227000+00:00,0.052,0.104,-0.333
2022-06-22 07:57:17.178000+00:00,0.052,0.104,-0.333
2022-06-22 08:11:45.923000+00:00,0.056,0.111,-0.329
2022-06-22 08:11:45.987000+00:00,0.056,0.111,-0.329
2022-06-22 08:11:55.010000+00:00,0.056,0.111,-0.329
2022-06-22 08:11:55.011000+00:00,0.056,0.111,-0.329
2022-06-22 08:12:03.006000+00:00,0.056,0.111,-0.329
2022-06-22 08:12:03.172000+00:00,0.056,0.111,-0.329
2022-06-22 08:27:07.156000+00:00,0.058,0.115,-0.329
2022-06-22 08:27:16.183000+00:00,0.058,0.115,-0.329
2022-06-22 08:27:16.188000+00:00,0.058,0.115,-0.329
2022-06-22 08:27:24.185000+00:00,0.058,0.115,-0.329
2022-06-22 08:27:24.232000+00:00,0.058,0.115,-0.329
2022-06-22 08:42:28.100000+00:00,0.062,0.124,-0.333
2022-06-22 08:42:28.186000+00:00,0.062,0.124,-0.333
2022-06-22 08:42:37.135000+00:00,0.062,0.124,-0.333
2022-06-22 08:42:37.172000+00:00,0.062,0.124,-0.333
2022-06-22 08:42:45.222000+00:00,0.062,0.124,-0.333
2022-06-22 08:42:45.226000+00:00,0.062,0.124,-0.333
2022-06-22 08:57:31.123000+00:00,0.066,0.131,-0.33
2022-06-22 08:57:31.162000+00:00,0.066,0.131,-0.33
2022-06-22 08:57:40.151000+00:00,0.066,0.131,-0.33
2022-06-22 08:57:40.204000+00:00,0.066,0.131,-0.33
2022-06-22 08:57:48.193000+00:00,0.066,0.131,-0.33
2022-06-22 08:57:48.245000+00:00,0.066,0.131,-0.33
2022-06-22 09:12:08.324000+00:00,0.057,0.114,-0.333
2022-06-22 09:12:08.362000+00:00,0.057,0.114,-0.333
2022-06-22 09:12:17.338000+00:00,0.057,0.114,-0.333
2022-06-22 09:12:25.396000+00:00,0.057,0.114,-0.333
2022-06-22 09:12:25.444000+00:00,0.057,0.114,-0.333
2022-06-22 09:27:07.339000+00:00,0.071,0.142,-0.333
2022-06-22 09:27:16.365000+00:00,0.071,0.142,-0.333
2022-06-22 09:27:24.396000+00:00,0.071,0.142,-0.333
2022-06-22 09:41:53.176000+00:00,0.074,0.147,-0.33
2022-06-22 09:42:02.201000+00:00,0.074,0.147,-0.33
2022-06-22 09:42:10.245000+00:00,0.074,0.147,-0.33
2022-06-22 09:56:37.365000+00:00,0.076,0.152,-0.333
2022-06-22 09:56:46.402000+00:00,0.076,0.152,-0.333
2022-06-22 09:56:54.442000+00:00,0.076,0.152,-0.333
2022-06-22 10:11:37.210000+00:00,0.078,0.156,-0.333
2022-06-22 10:11:46.236000+00:00,0.078,0.156,-0.333
2022-06-22 10:11:54.283000+00:00,0.078,0.156,-0.333
2022-06-22 10:26:52.224000+00:00,0.079,0.158,-0.333
2022-06-22 10:27:01.272000+00:00,0.079,0.158,-0.333
2022-06-22 10:27:09.306000+00:00,0.079,0.158,-0.333
2022-06-22 10:41:43.434000+00:00,0.082,0.164,-0.333
2022-06-22 10:41:52.512000+00:00,0.082,0.164,-0.333
2022-06-22 10:42:00.505000+00:00,0.082,0.164,-0.333
2022-06-22 10:56:32.265000+00:00,0.081,0.162,-0.333
2022-06-22 10:56:41.295000+00:00,0.081,0.162,-0.333
2022-06-22 10:56:49.338000+00:00,0.081,0.162,-0.333
2022-06-22 10:56:49.383000+00:00,0.081,0.162,-0.333
2022-06-22 11:11:12.289000+00:00,0.084,0.168,-0.333
2022-06-22 11:11:21.323000+00:00,0.084,0.168,-0.333
2022-06-22 11:11:29.364000+00:00,0.084,0.168,-0.333
2022-06-22 11:26:07.351000+00:00,0.083,0.167,-0.336
2022-06-22 11:26:16.339000+00:00,0.083,0.167,-0.336
2022-06-22 11:26:24.383000+00:00,0.083,0.167,-0.336
2022-06-22 11:41:28.565000+00:00,0.081,0.162,-0.333
2022-06-22 11:41:37.547000+00:00,0.081,0.162,-0.333
2022-06-22 11:41:45.588000+00:00,0.081,0.162,-0.333
2022-06-22 11:56:09.534000+00:00,0.08,0.16,-0.333
2022-06-22 11:56:18.560000+00:00,0.08,0.16,-0.333
2022-06-22 11:56:26.602000+00:00,0.08,0.16,-0.333
2022-06-22 12:11:07.555000+00:00,0.079,0.157,-0.331
2022-06-22 12:11:16.576000+00:00,0.079,0.157,-0.331
2022-06-22 12:11:24.622000+00:00,0.079,0.157,-0.331
2022-06-22 12:26:25.390000+00:00,0.077,0.154,-0.333
2022-06-22 12:26:34.429000+00:00,0.077,0.154,-0.333
2022-06-22 12:26:42.518000+00:00,0.077,0.154,-0.333
2022-06-22 12:41:31.408000+00:00,0.072,0.144,-0.333
2022-06-22 12:41:40.446000+00:00,0.072,0.144,-0.333
2022-06-22 12:41:48.494000+00:00,0.072,0.144,-0.333
2022-06-22 12:56:57.437000+00:00,0.07,0.14,-0.333
2022-06-22 12:57:06.511000+00:00,0.07,0.14,-0.333
2022-06-22 12:57:14.508000+00:00,0.07,0.14,-0.333
2022-06-22 13:11:39.508000+00:00,0.066,0.132,-0.333
2022-06-22 13:11:48.489000+00:00,0.066,0.132,-0.333
2022-06-22 13:11:56.534000+00:00,0.066,0.132,-0.333
2022-06-22 13:27:01.534000+00:00,0.063,0.125,-0.33
2022-06-22 13:27:10.502000+00:00,0.063,0.125,-0.33
2022-06-22 13:27:18.624000+00:00,0.063,0.125,-0.33
2022-06-22 13:41:42.692000+00:00,0.06,0.12,-0.333
2022-06-22 13:41:51.716000+00:00,0.06,0.12,-0.333
2022-06-22 13:41:59.757000+00:00,0.06,0.12,-0.333
2022-06-22 13:56:23.702000+00:00,0.058,0.116,-0.333
2022-06-22 13:56:32.768000+00:00,0.058,0.116,-0.333
2022-06-22 13:56:40.774000+00:00,0.058,0.116,-0.333
2022-06-22 14:11:04.775000+00:00,0.055,0.111,-0.337
2022-06-22 14:11:13.751000+00:00,0.055,0.111,-0.337
2022-06-22 14:11:21.791000+00:00,0.055,0.111,-0.337
2022-06-22 14:25:58.553000+00:00,0.051,0.101,-0.329
2022-06-22 14:26:07.577000+00:00,0.051,0.101,-0.329
2022-06-22 14:26:15.620000+00:00,0.051,0.101,-0.329
2022-06-22 14:41:04.571000+00:00,0.046,0.093,-0.338
2022-06-22 14:41:13.653000+00:00,0.046,0.093,-0.338
2022-06-22 14:41:21.693000+00:00,0.046,0.093,-0.338
2022-06-22 14:56:16.599000+00:00,0.04,0.081,-0.339
2022-06-22 14:56:25.661000+00:00,0.04,0.081,-0.339
2022-06-22 14:56:33.661000+00:00,0.04,0.081,-0.339
2022-06-22 15:11:17.794000+00:00,0.038,0.077,-0.339
2022-06-22 15:11:26.869000+00:00,0.038,0.077,-0.339
2022-06-22 15:11:34.913000+00:00,0.038,0.077,-0.339
2022-06-22 15:26:32.809000+00:00,0.032,0.064,-0.333
2022-06-22 15:26:41.827000+00:00,0.032,0.064,-0.333
2022-06-22 15:26:49.879000+00:00,0.032,0.064,-0.333
2022-06-22 15:41:46.828000+00:00,0.029,0.059,-0.341
2022-06-22 15:41:55.925000+00:00,0.029,0.059,-0.341
2022-06-22 15:42:03.941000+00:00,0.029,0.059,-0.341
2022-06-22 15:56:21.707000+00:00,0.026,0.051,-0.325
2022-06-22 15:56:30.693000+00:00,0.026,0.051,-0.325
2022-06-22 15:56:38.842000+00:00,0.026,0.051,-0.325
2022-06-22 16:11:13.729000+00:00,0.021,0.042,-0.333
2022-06-22 16:11:22.762000+00:00,0.021,0.042,-0.333
2022-06-22 16:11:30.805000+00:00,0.021,0.042,-0.333
2022-06-22 16:26:33.881000+00:00,0.019,0.038,-0.333
2022-06-22 16:26:42.905000+00:00,0.019,0.038,-0.333
2022-06-22 16:26:50.955000+00:00,0.019,0.038,-0.333
2022-06-22 16:41:20.943000+00:00,0.014,0.028,-0.333
2022-06-22 16:41:29.982000+00:00,0.014,0.028,-0.333
2022-06-22 16:41:29.983000+00:00,0.014,0.028,-0.333
2022-06-22 16:41:38.020000+00:00,0.014,0.028,-0.333
2022-06-22 16:41:38.023000+00:00,0.014,0.028,-0.333
2022-06-22 16:56:38.735000+00:00,0.011,0.023,-0.353
2022-06-22 16:56:47.769000+00:00,0.011,0.023,-0.353
2022-06-22 16:56:47.815000+00:00,0.011,0.023,-0.353
2022-06-22 16:56:55.803000+00:00,0.011,0.023,-0.353
2022-06-22 16:56:55.876000+00:00,0.011,0.023,-0.353
2022-06-22 17:11:51.941000+00:00,0.009,0.018,-0.333
2022-06-22 17:11:51.985000+00:00,0.009,0.018,-0.333
2022-06-22 17:12:00.962000+00:00,0.009,0.018,-0.333
2022-06-22 17:12:01.014000+00:00,0.009,0.018,-0.333
2022-06-22 17:12:08.996000+00:00,0.009,0.018,-0.333
2022-06-22 17:26:39.952000+00:00,0.008,0.016,-0.333
2022-06-22 17:26:49.023000+00:00,0.008,0.016,-0.333
2022-06-22 17:26:49.030000+00:00,0.008,0.016,-0.333
2022-06-22 17:26:57.018000+00:00,0.008,0.016,-0.333
2022-06-22 17:26:57.070000+00:00,0.008,0.016,-0.333
2022-06-22 17:41:19.962000+00:00,0.008,0.016,-0.333
2022-06-22 17:41:20.012000+00:00,0.008,0.016,-0.333
2022-06-22 17:41:28.991000+00:00,0.008,0.016,-0.333
2022-06-22 17:41:29.036000+00:00,0.008,0.016,-0.333
2022-06-22 17:41:37.082000+00:00,0.008,0.016,-0.333
2022-06-22 17:56:11.976000+00:00,0.008,0.016,-0.333
2022-06-22 17:56:21.010000+00:00,0.008,0.016,-0.333
2022-06-22 17:56:29.265000+00:00,0.008,0.016,-0.333
2022-06-22 18:11:40.036000+00:00,0.008,0.015,-0.304
2022-06-22 18:11:49.023000+00:00,0.008,0.015,-0.304
2022-06-22 18:11:57.068000+00:00,0.008,0.015,-0.304
2022-06-22 18:26:49.012000+00:00,0.008,0.015,-0.304
2022-06-22 18:26:58.035000+00:00,0.008,0.015,-0.304
2022-06-22 18:27:06.082000+00:00,0.008,0.015,-0.304
2022-06-22 18:41:59.882000+00:00,0.008,0.015,-0.304
2022-06-22 18:42:08.914000+00:00,0.008,0.015,-0.304
2022-06-22 18:42:16.909000+00:00,0.008,0.015,-0.304
2022-06-22 18:56:41.090000+00:00,0.008,0.016,-0.333
2022-06-22 18:56:50.113000+00:00,0.008,0.016,-0.333
2022-06-22 18:56:58.109000+00:00,0.008,0.016,-0.333
2022-06-22 19:11:35.048000+00:00,0.008,0.016,-0.333
2022-06-22 19:11:44.080000+00:00,0.008,0.016,-0.333
2022-06-22 19:11:52.117000+00:00,0.008,0.016,-0.333
2022-06-22 19:26:24.934000+00:00,0.007,0.015,-0.364
2022-06-22 19:26:33.904000+00:00,0.007,0.015,-0.364
2022-06-22 19:26:41.951000+00:00,0.007,0.015,-0.364
2022-06-22 19:41:35.131000+00:00,0.008,0.016,-0.333
2022-06-22 19:41:44.110000+00:00,0.008,0.016,-0.333
2022-06-22 19:41:52.151000+00:00,0.008,0.016,-0.333
2022-06-22 19:56:10.091000+00:00,0.006,0.013,-0.368
2022-06-22 19:56:19.197000+00:00,0.006,0.013,-0.368
2022-06-22 19:56:27.172000+00:00,0.006,0.013,-0.368
2022-06-22 20:11:19.104000+00:00,0.007,0.014,-0.333
2022-06-22 20:11:28.136000+00:00,0.007,0.014,-0.333
2022-06-22 20:11:36.188000+00:00,0.007,0.014,-0.333
2022-06-22 20:26:38.994000+00:00,0.008,0.017,-0.36
2022-06-22 20:26:47.960000+00:00,0.008,0.017,-0.36
2022-06-22 20:26:56.008000+00:00,0.008,0.017,-0.36
2022-06-22 20:41:18.953000+00:00,0.008,0.015,-0.304
2022-06-22 20:41:27.974000+00:00,0.008,0.015,-0.304
2022-06-22 20:41:36.015000+00:00,0.008,0.015,-0.304
2022-06-22 20:56:06.966000+00:00,0.007,0.014,-0.333
2022-06-22 20:56:15.989000+00:00,0.007,0.014,-0.333
2022-06-22 20:56:24.037000+00:00,0.007,0.014,-0.333
2022-06-22 21:10:54.982000+00:00,0.008,0.016,-0.333
2022-06-22 21:11:04.063000+00:00,0.008,0.016,-0.333
2022-06-22 21:11:12.052000+00:00,0.008,0.016,-0.333
2022-06-22 21:26:07.182000+00:00,0.007,0.014,-0.333
2022-06-22 21:26:16.213000+00:00,0.007,0.014,-0.333
2022-06-22 21:26:24.259000+00:00,0.007,0.014,-0.333
2022-06-22 21:41:19.008000+00:00,0.007,0.014,-0.333
2022-06-22 21:41:28.032000+00:00,0.007,0.014,-0.333
2022-06-22 21:41:36.082000+00:00,0.007,0.014,-0.333
2022-06-22 21:56:13.027000+00:00,0.007,0.013,-0.3
2022-06-22 21:56:22.053000+00:00,0.007,0.013,-0.3
2022-06-22 21:56:30.102000+00:00,0.007,0.013,-0.3
2022-06-22 22:11:31.048000+00:00,0.008,0.017,-0.36
2022-06-22 22:11:40.064000+00:00,0.008,0.017,-0.36
2022-06-22 22:11:48.116000+00:00,0.008,0.017,-0.36
2022-06-22 22:26:27.056000+00:00,0.007,0.013,-0.3
2022-06-22 22:26:36.090000+00:00,0.007,0.013,-0.3
2022-06-22 22:26:44.122000+00:00,0.007,0.013,-0.3
2022-06-22 22:41:10.253000+00:00,0.008,0.016,-0.333
2022-06-22 22:41:19.279000+00:00,0.008,0.016,-0.333
2022-06-22 22:41:27.323000+00:00,0.008,0.016,-0.333
2022-06-22 22:56:16.086000+00:00,0.007,0.013,-0.3
2022-06-22 22:56:25.121000+00:00,0.007,0.013,-0.3
2022-06-22 22:56:33.164000+00:00,0.007,0.013,-0.3
2022-06-22 23:11:25.288000+00:00,0.006,0.012,-0.333
2022-06-22 23:11:34.317000+00:00,0.006,0.012,-0.333
2022-06-22 23:11:42.349000+00:00,0.006,0.012,-0.333
2022-06-22 23:26:04.123000+00:00,0.007,0.013,-0.3
2022-06-22 23:26:13.149000+00:00,0.007,0.013,-0.3
2022-06-22 23:26:21.193000+00:00,0.007,0.013,-0.3
2022-06-22 23:40:52.138000+00:00,0.007,0.014,-0.333
2022-06-22 23:41:01.161000+00:00,0.007,0.014,-0.333
2022-06-22 23:41:09.198000+00:00,0.007,0.014,-0.333
2022-06-22 23:55:50.149000+00:00,0.008,0.016,-0.333
2022-06-22 23:55:59.181000+00:00,0.008,0.016,-0.333
2022-06-22 23:56:07.220000+00:00,0.008,0.016,-0.333
2022-06-23 00:10:48.166000+00:00,0.007,0.014,-0.333
2022-06-23 00:10:57.192000+00:00,0.007,0.014,-0.333
2022-06-23 00:11:05.235000+00:00,0.007,0.014,-0.333
2022-06-23 00:25:43.183000+00:00,0.008,0.016,-0.333
2022-06-23 00:25:52.204000+00:00,0.008,0.016,-0.333
2022-06-23 00:26:00.242000+00:00,0.008,0.016,-0.333
2022-06-23 00:41:07.378000+00:00,0.008,0.016,-0.333
2022-06-23 00:41:16.407000+00:00,0.008,0.016,-0.333
2022-06-23 00:41:24.445000+00:00,0.008,0.016,-0.333
2022-06-23 00:56:12.208000+00:00,0.007,0.015,-0.364
2022-06-23 00:56:21.234000+00:00,0.007,0.015,-0.364
2022-06-23 00:56:29.289000+00:00,0.007,0.015,-0.364
2022-06-23 01:10:52.408000+00:00,0.009,0.017,-0.308
2022-06-23 01:11:01.436000+00:00,0.009,0.017,-0.308
2022-06-23 01:11:09.474000+00:00,0.009,0.017,-0.308
2022-06-23 01:26:17.231000+00:00,0.006,0.012,-0.333
2022-06-23 01:26:26.270000+00:00,0.006,0.012,-0.333
2022-06-23 01:26:34.316000+00:00,0.006,0.012,-0.333
2022-06-23 01:41:15.445000+00:00,0.007,0.013,-0.3
2022-06-23 01:41:24.466000+00:00,0.007,0.013,-0.3
2022-06-23 01:41:32.515000+00:00,0.007,0.013,-0.3
2022-06-23 01:56:06.471000+00:00,0.008,0.016,-0.333
2022-06-23 01:56:15.481000+00:00,0.008,0.016,-0.333
2022-06-23 01:56:23.538000+00:00,0.008,0.016,-0.333
2022-06-23 02:11:31.289000+00:00,0.006,0.012,-0.333
2022-06-23 02:11:40.317000+00:00,0.006,0.012,-0.333
2022-06-23 02:11:48.355000+00:00,0.006,0.012,-0.333
2022-06-23 02:26:23.490000+00:00,0.007,0.015,-0.364
2022-06-23 02:26:32.520000+00:00,0.007,0.015,-0.364
2022-06-23 02:26:40.569000+00:00,0.007,0.015,-0.364
2022-06-23 02:41:28.312000+00:00,0.007,0.013,-0.3
2022-06-23 02:41:37.347000+00:00,0.007,0.013,-0.3
2022-06-23 02:41:45.392000+00:00,0.007,0.013,-0.3
2022-06-23 02:56:42.532000+00:00,0.008,0.016,-0.333
2022-06-23 02:56:51.556000+00:00,0.008,0.016,-0.333
2022-06-23 02:56:59.596000+00:00,0.008,0.016,-0.333
2022-06-23 03:11:40.537000+00:00,0.008,0.015,-0.304
2022-06-23 03:11:49.570000+00:00,0.008,0.015,-0.304
2022-06-23 03:11:57.610000+00:00,0.008,0.015,-0.304
2022-06-23 03:26:15.562000+00:00,0.007,0.015,-0.364
2022-06-23 03:26:24.590000+00:00,0.007,0.015,-0.364
2022-06-23 03:26:32.620000+00:00,0.007,0.015,-0.364
2022-06-23 03:41:03.574000+00:00,0.007,0.015,-0.364
2022-06-23 03:41:12.602000+00:00,0.007,0.015,-0.364
2022-06-23 03:41:20.655000+00:00,0.007,0.015,-0.364
2022-06-23 03:56:13.401000+00:00,0.007,0.014,-0.333
2022-06-23 03:56:22.415000+00:00,0.007,0.014,-0.333
2022-06-23 03:56:30.470000+00:00,0.007,0.014,-0.333
2022-06-23 04:10:56.605000+00:00,0.009,0.018,-0.333
2022-06-23 04:11:05.633000+00:00,0.009,0.018,-0.333
2022-06-23 04:11:13.670000+00:00,0.009,0.018,-0.333
2022-06-23 04:26:09.430000+00:00,0.009,0.018,-0.333
2022-06-23 04:26:18.461000+00:00,0.009,0.018,-0.333
2022-06-23 04:26:26.503000+00:00,0.009,0.018,-0.333
2022-06-23 04:41:22.623000+00:00,0.01,0.02,-0.333
2022-06-23 04:41:31.648000+00:00,0.01,0.02,-0.333
2022-06-23 04:41:39.695000+00:00,0.01,0.02,-0.333
2022-06-23 04:56:09.462000+00:00,0.013,0.025,-0.316
2022-06-23 04:56:09.510000+00:00,0.013,0.025,-0.316
2022-06-23 04:56:18.487000+00:00,0.013,0.025,-0.316
2022-06-23 04:56:18.562000+00:00,0.013,0.025,-0.316
2022-06-23 04:56:26.526000+00:00,0.013,0.025,-0.316
2022-06-23 04:56:26.583000+00:00,0.013,0.025,-0.316
2022-06-23 05:11:08.477000+00:00,0.013,0.026,-0.333
2022-06-23 05:11:08.543000+00:00,0.013,0.026,-0.333
2022-06-23 05:11:17.503000+00:00,0.013,0.026,-0.333
2022-06-23 05:11:25.594000+00:00,0.013,0.026,-0.333
2022-06-23 05:11:25.598000+00:00,0.013,0.026,-0.333
2022-06-23 05:26:16.677000+00:00,0.013,0.027,-0.35
2022-06-23 05:26:16.725000+00:00,0.013,0.027,-0.35
2022-06-23 05:26:25.703000+00:00,0.013,0.027,-0.35
2022-06-23 05:26:25.754000+00:00,0.013,0.027,-0.35
2022-06-23 05:26:33.742000+00:00,0.013,0.027,-0.35
2022-06-23 05:26:33.791000+00:00,0.013,0.027,-0.35
2022-06-23 05:41:28.498000+00:00,0.017,0.033,-0.32
2022-06-23 05:41:37.534000+00:00,0.017,0.033,-0.32
2022-06-23 05:41:37.580000+00:00,0.017,0.033,-0.32
2022-06-23 05:41:45.578000+00:00,0.017,0.033,-0.32
2022-06-23 05:41:45.624000+00:00,0.017,0.033,-0.32
2022-06-23 05:56:37.515000+00:00,0.014,0.029,-0.349
2022-06-23 05:56:37.573000+00:00,0.014,0.029,-0.349
2022-06-23 05:56:46.547000+00:00,0.014,0.029,-0.349
2022-06-23 05:56:46.604000+00:00,0.014,0.029,-0.349
2022-06-23 05:56:54.594000+00:00,0.014,0.029,-0.349
2022-06-23 05:56:54.675000+00:00,0.014,0.029,-0.349
2022-06-23 06:11:27.706000+00:00,0.015,0.03,-0.333
2022-06-23 06:11:27.764000+00:00,0.015,0.03,-0.333
2022-06-23 06:11:36.737000+00:00,0.015,0.03,-0.333
2022-06-23 06:11:44.776000+00:00,0.015,0.03,-0.333
2022-06-23 06:11:44.830000+00:00,0.015,0.03,-0.333
2022-06-23 06:15:39.673000+00:00,0.016,0.032,-0.333
2022-06-23 06:18:41.648000+00:00,0.029,0.057,-0.326
2022-06-23 06:48:10.295000+00:00,0.049,0.098,-0.333
2022-06-23 07:02:43.493000+00:00,0.023,0.045,-0.324
2022-06-23 07:32:35.520000+00:00,0.059,0.119,-0.337
2022-06-23 07:47:11.544000+00:00,0.067,0.133,-0.33
2022-06-23 08:02:31.522000+00:00,0.074,0.148,-0.333
2022-06-23 08:17:51.397000+00:00,0.077,0.154,-0.333
2022-06-23 08:32:37.615000+00:00,0.079,0.159,-0.336
2022-06-23 08:47:20.617000+00:00,0.081,0.162,-0.333
2022-06-23 09:02:11.634000+00:00,0.081,0.162,-0.333
2022-06-23 09:02:16.676000+00:00,0.081,0.162,-0.333
2022-06-23 09:17:07.480000+00:00,0.081,0.162,-0.333
2022-06-23 09:32:19.472000+00:00,0.08,0.16,-0.333
2022-06-23 09:47:39.680000+00:00,0.079,0.158,-0.333
2022-06-23 10:03:01.515000+00:00,0.077,0.154,-0.333
2022-06-23 10:33:03.773000+00:00,0.074,0.148,-0.333
2022-06-23 10:47:59.755000+00:00,0.071,0.143,-0.336
2022-06-23 11:02:57.759000+00:00,0.069,0.137,-0.33
2022-06-23 11:18:08.608000+00:00,0.068,0.135,-0.33
2022-06-23 11:33:15.803000+00:00,0.065,0.131,-0.337
2022-06-23 11:48:42.835000+00:00,0.06,0.12,-0.333
2022-06-23 12:03:55.648000+00:00,0.058,0.117,-0.337
2022-06-23 12:18:21.682000+00:00,0.05,0.1,-0.333
2022-06-23 12:33:19.702000+00:00,0.057,0.114,-0.333
2022-06-23 12:48:00.723000+00:00,0.05,0.1,-0.333
2022-06-23 13:03:09.742000+00:00,0.048,0.096,-0.333
2022-06-23 13:17:51.753000+00:00,0.046,0.091,-0.328
2022-06-23 13:33:00.958000+00:00,0.034,0.068,-0.333
2022-06-23 13:48:20.787000+00:00,0.038,0.076,-0.333
2022-06-23 14:03:33.817000+00:00,0.038,0.077,-0.339
2022-06-23 14:18:26.016000+00:00,0.036,0.072,-0.333
2022-06-23 14:33:41.048000+00:00,0.039,0.077,-0.328
2022-06-23 14:48:34.871000+00:00,0.031,0.063,-0.34
2022-06-23 15:03:30.070000+00:00,0.016,0.033,-0.347
2022-06-23 15:18:27.103000+00:00,0.018,0.036,-0.333
2022-06-23 15:48:52.965000+00:00,0.014,0.027,-0.317
2022-06-23 16:03:31.973000+00:00,0.013,0.026,-0.333
2022-06-23 16:03:36.996000+00:00,0.013,0.026,-0.333
2022-06-23 16:18:34.197000+00:00,0.012,0.023,-0.314
2022-06-23 16:33:25.006000+00:00,0.011,0.023,-0.353
2022-06-23 16:48:06.004000+00:00,0.01,0.02,-0.333
2022-06-23 17:18:54.042000+00:00,0.009,0.017,-0.308
2022-06-23 17:33:50.052000+00:00,0.008,0.017,-0.36
2022-06-23 17:33:50.054000+00:00,0.008,0.017,-0.36
2022-06-23 17:48:44.231000+00:00,0.008,0.016,-0.333
2022-06-23 18:03:23.078000+00:00,0.008,0.015,-0.304
