timestamp,ndvi-nir-out0-W/m2,ndvi-red-out0-W/m2,ndvi0
2022-06-14 21:20:57.696000+00:00,0.007,0.014,-0.333
2022-06-14 21:21:05.753000+00:00,0.007,0.014,-0.333
2022-06-14 21:35:44.640000+00:00,0.007,0.013,-0.3
2022-06-14 21:35:52.667000+00:00,0.007,0.013,-0.3
2022-06-14 21:36:00.691000+00:00,0.007,0.013,-0.3
2022-06-14 21:50:31.645000+00:00,0.006,0.013,-0.368
2022-06-14 21:50:39.677000+00:00,0.006,0.013,-0.368
2022-06-14 21:50:47.705000+00:00,0.006,0.013,-0.368
2022-06-14 22:05:10.844000+00:00,0.008,0.016,-0.333
2022-06-14 22:05:18.915000+00:00,0.008,0.016,-0.333
2022-06-14 22:05:26.946000+00:00,0.008,0.016,-0.333
2022-06-14 22:19:56.674000+00:00,0.007,0.014,-0.333
2022-06-14 22:20:04.704000+00:00,0.007,0.014,-0.333
2022-06-14 22:20:12.724000+00:00,0.007,0.014,-0.333
2022-06-14 22:34:35.733000+00:00,0.006,0.012,-0.333
2022-06-14 22:34:43.771000+00:00,0.006,0.012,-0.333
2022-06-14 22:34:51.742000+00:00,0.006,0.012,-0.333
2022-06-14 22:49:40.884000+00:00,0.006,0.012,-0.333
2022-06-14 22:49:48.902000+00:00,0.006,0.012,-0.333
2022-06-14 22:49:56.940000+00:00,0.006,0.012,-0.333
2022-06-14 23:04:36.890000+00:00,0.008,0.016,-0.333
2022-06-14 23:04:44.920000+00:00,0.008,0.016,-0.333
2022-06-14 23:04:52.947000+00:00,0.008,0.016,-0.333
2022-06-14 23:19:09.899000+00:00,0.006,0.012,-0.333
2022-06-14 23:19:17.929000+00:00,0.006,0.012,-0.333
2022-06-14 23:19:25.967000+00:00,0.006,0.012,-0.333
2022-06-14 23:34:30.916000+00:00,0.006,0.012,-0.333
2022-06-14 23:34:38.938000+00:00,0.006,0.012,-0.333
2022-06-14 23:34:47.027000+00:00,0.006,0.012,-0.333
2022-06-14 23:49:05.980000+00:00,0.007,0.013,-0.3
2022-06-14 23:49:13.955000+00:00,0.007,0.013,-0.3
2022-06-14 23:49:21.993000+00:00,0.007,0.013,-0.3
2022-06-15 00:03:55.950000+00:00,0.007,0.015,-0.364
2022-06-15 00:04:03.963000+00:00,0.007,0.015,-0.364
2022-06-15 00:04:12.004000+00:00,0.007,0.015,-0.364
2022-06-15 00:19:02.767000+00:00,0.007,0.013,-0.3
2022-06-15 00:19:10.797000+00:00,0.007,0.013,-0.3
2022-06-15 00:19:18.830000+00:00,0.007,0.013,-0.3
2022-06-15 00:34:13.966000+00:00,0.007,0.013,-0.3
2022-06-15 00:34:22.073000+00:00,0.007,0.013,-0.3
2022-06-15 00:34:30.027000+00:00,0.007,0.013,-0.3
2022-06-15 00:49:00.980000+00:00,0.006,0.013,-0.368
2022-06-15 00:49:09.054000+00:00,0.006,0.013,-0.368
2022-06-15 00:49:17.035000+00:00,0.006,0.013,-0.368
2022-06-15 01:04:06.044000+00:00,0.006,0.013,-0.368
2022-06-15 01:04:14.023000+00:00,0.006,0.013,-0.368
2022-06-15 01:04:22.054000+00:00,0.006,0.013,-0.368
2022-06-15 01:18:42.009000+00:00,0.006,0.012,-0.333
2022-06-15 01:18:50.048000+00:00,0.006,0.012,-0.333
2022-06-15 01:18:58.066000+00:00,0.006,0.012,-0.333
2022-06-15 01:33:44.833000+00:00,0.008,0.017,-0.36
2022-06-15 01:33:52.855000+00:00,0.008,0.017,-0.36
2022-06-15 01:34:00.893000+00:00,0.008,0.017,-0.36
2022-06-15 01:48:39.043000+00:00,0.006,0.012,-0.333
2022-06-15 01:48:47.068000+00:00,0.006,0.012,-0.333
2022-06-15 01:48:55.098000+00:00,0.006,0.012,-0.333
2022-06-15 02:03:40.852000+00:00,0.007,0.013,-0.3
2022-06-15 02:03:48.883000+00:00,0.007,0.013,-0.3
2022-06-15 02:03:56.916000+00:00,0.007,0.013,-0.3
2022-06-15 02:18:30.870000+00:00,0.007,0.014,-0.333
2022-06-15 02:18:38.897000+00:00,0.007,0.014,-0.333
2022-06-15 02:18:46.997000+00:00,0.007,0.014,-0.333
2022-06-15 02:33:28.078000+00:00,0.007,0.014,-0.333
2022-06-15 02:33:36.097000+00:00,0.007,0.014,-0.333
2022-06-15 02:33:44.140000+00:00,0.007,0.014,-0.333
2022-06-15 02:48:24.939000+00:00,0.007,0.014,-0.333
2022-06-15 02:48:32.918000+00:00,0.007,0.014,-0.333
2022-06-15 02:48:40.992000+00:00,0.007,0.014,-0.333
2022-06-15 03:03:54.100000+00:00,0.007,0.014,-0.333
2022-06-15 03:04:02.135000+00:00,0.007,0.014,-0.333
2022-06-15 03:04:10.215000+00:00,0.007,0.014,-0.333
2022-06-15 03:18:48.096000+00:00,0.008,0.016,-0.333
2022-06-15 03:18:56.204000+00:00,0.008,0.016,-0.333
2022-06-15 03:19:04.209000+00:00,0.008,0.016,-0.333
2022-06-15 03:33:31.170000+00:00,0.007,0.014,-0.333
2022-06-15 03:33:39.140000+00:00,0.007,0.014,-0.333
2022-06-15 03:33:39.180000+00:00,0.007,0.014,-0.333
2022-06-15 03:33:47.172000+00:00,0.007,0.014,-0.333
2022-06-15 03:48:10.127000+00:00,0.005,0.011,-0.375
2022-06-15 03:48:18.142000+00:00,0.005,0.011,-0.375
2022-06-15 03:48:26.183000+00:00,0.005,0.011,-0.375
2022-06-15 04:03:01.952000+00:00,0.007,0.013,-0.3
2022-06-15 04:03:09.981000+00:00,0.007,0.013,-0.3
2022-06-15 04:03:18.055000+00:00,0.007,0.013,-0.3
2022-06-15 04:03:18.062000+00:00,0.007,0.013,-0.3
2022-06-15 04:17:54.147000+00:00,0.007,0.014,-0.333
2022-06-15 04:17:54.213000+00:00,0.007,0.014,-0.333
2022-06-15 04:18:02.172000+00:00,0.007,0.014,-0.333
2022-06-15 04:18:02.217000+00:00,0.007,0.014,-0.333
2022-06-15 04:18:10.203000+00:00,0.007,0.014,-0.333
2022-06-15 04:32:59.968000+00:00,0.008,0.016,-0.333
2022-06-15 04:33:08.048000+00:00,0.008,0.016,-0.333
2022-06-15 04:33:16.040000+00:00,0.008,0.016,-0.333
2022-06-15 04:33:16.075000+00:00,0.008,0.016,-0.333
2022-06-15 04:47:47.979000+00:00,0.011,0.023,-0.353
2022-06-15 04:47:56.122000+00:00,0.011,0.023,-0.353
2022-06-15 04:47:56.124000+00:00,0.011,0.023,-0.353
2022-06-15 04:48:04.034000+00:00,0.011,0.023,-0.353
2022-06-15 04:48:04.094000+00:00,0.011,0.023,-0.353
2022-06-15 05:02:58.225000+00:00,0.011,0.022,-0.333
2022-06-15 05:03:06.201000+00:00,0.011,0.022,-0.333
2022-06-15 05:03:06.259000+00:00,0.011,0.022,-0.333
2022-06-15 05:03:14.293000+00:00,0.011,0.022,-0.333
2022-06-15 05:03:14.294000+00:00,0.011,0.022,-0.333
2022-06-15 05:17:51.188000+00:00,0.01,0.02,-0.333
2022-06-15 05:17:51.266000+00:00,0.01,0.02,-0.333
2022-06-15 05:17:59.265000+00:00,0.01,0.02,-0.333
2022-06-15 05:18:07.293000+00:00,0.01,0.02,-0.333
2022-06-15 05:33:17.013000+00:00,0.01,0.02,-0.333
2022-06-15 05:33:25.096000+00:00,0.01,0.02,-0.333
2022-06-15 05:33:25.097000+00:00,0.01,0.02,-0.333
2022-06-15 05:33:33.069000+00:00,0.01,0.02,-0.333
2022-06-15 05:33:33.119000+00:00,0.01,0.02,-0.333
2022-06-15 05:47:48.215000+00:00,0.01,0.02,-0.333
2022-06-15 05:47:48.269000+00:00,0.01,0.02,-0.333
2022-06-15 05:47:56.228000+00:00,0.01,0.02,-0.333
2022-06-15 05:48:04.267000+00:00,0.01,0.02,-0.333
2022-06-15 05:48:04.324000+00:00,0.01,0.02,-0.333
2022-06-15 06:02:55.219000+00:00,0.009,0.019,-0.357
2022-06-15 06:03:03.248000+00:00,0.009,0.019,-0.357
2022-06-15 06:03:11.274000+00:00,0.009,0.019,-0.357
2022-06-15 06:17:39.226000+00:00,0.01,0.02,-0.333
2022-06-15 06:17:47.249000+00:00,0.01,0.02,-0.333
2022-06-15 06:17:55.286000+00:00,0.01,0.02,-0.333
2022-06-15 06:32:58.238000+00:00,0.014,0.028,-0.333
2022-06-15 06:33:06.264000+00:00,0.014,0.028,-0.333
2022-06-15 06:33:06.315000+00:00,0.014,0.028,-0.333
2022-06-15 06:33:14.302000+00:00,0.014,0.028,-0.333
2022-06-15 06:33:14.407000+00:00,0.014,0.028,-0.333
2022-06-15 06:48:03.307000+00:00,0.027,0.053,-0.325
2022-06-15 06:48:11.325000+00:00,0.027,0.053,-0.325
2022-06-15 06:48:11.333000+00:00,0.027,0.053,-0.325
2022-06-15 06:48:19.298000+00:00,0.027,0.053,-0.325
2022-06-15 06:48:19.365000+00:00,0.027,0.053,-0.325
2022-06-15 07:02:44.064000+00:00,0.033,0.065,-0.327
2022-06-15 07:02:52.160000+00:00,0.033,0.065,-0.327
2022-06-15 07:03:00.176000+00:00,0.033,0.065,-0.327
2022-06-15 07:03:00.179000+00:00,0.033,0.065,-0.327
2022-06-15 07:18:02.072000+00:00,0.037,0.074,-0.333
2022-06-15 07:18:02.121000+00:00,0.037,0.074,-0.333
2022-06-15 07:18:10.160000+00:00,0.037,0.074,-0.333
2022-06-15 07:18:10.168000+00:00,0.037,0.074,-0.333
2022-06-15 07:18:18.130000+00:00,0.037,0.074,-0.333
2022-06-15 07:18:18.180000+00:00,0.037,0.074,-0.333
2022-06-15 07:32:53.335000+00:00,0.04,0.081,-0.339
2022-06-15 07:32:53.340000+00:00,0.04,0.081,-0.339
2022-06-15 07:33:01.304000+00:00,0.04,0.081,-0.339
2022-06-15 07:33:01.353000+00:00,0.04,0.081,-0.339
2022-06-15 07:33:09.388000+00:00,0.04,0.081,-0.339
2022-06-15 07:33:09.389000+00:00,0.04,0.081,-0.339
2022-06-15 07:47:34.082000+00:00,0.044,0.088,-0.333
2022-06-15 07:47:34.179000+00:00,0.044,0.088,-0.333
2022-06-15 07:47:42.188000+00:00,0.044,0.088,-0.333
2022-06-15 07:47:50.143000+00:00,0.044,0.088,-0.333
2022-06-15 07:47:50.197000+00:00,0.044,0.088,-0.333
2022-06-15 08:02:43.161000+00:00,0.048,0.096,-0.333
2022-06-15 08:02:43.165000+00:00,0.048,0.096,-0.333
2022-06-15 08:02:51.123000+00:00,0.048,0.096,-0.333
2022-06-15 08:02:51.169000+00:00,0.048,0.096,-0.333
2022-06-15 08:02:59.161000+00:00,0.048,0.096,-0.333
2022-06-15 08:17:22.111000+00:00,0.052,0.103,-0.329
2022-06-15 08:17:22.178000+00:00,0.052,0.103,-0.329
2022-06-15 08:17:30.133000+00:00,0.052,0.103,-0.329
2022-06-15 08:17:30.190000+00:00,0.052,0.103,-0.329
2022-06-15 08:17:38.159000+00:00,0.052,0.103,-0.329
2022-06-15 08:17:38.222000+00:00,0.052,0.103,-0.329
2022-06-15 08:32:09.112000+00:00,0.055,0.111,-0.337
2022-06-15 08:32:09.167000+00:00,0.055,0.111,-0.337
2022-06-15 08:32:17.137000+00:00,0.055,0.111,-0.337
2022-06-15 08:32:17.197000+00:00,0.055,0.111,-0.337
2022-06-15 08:32:25.170000+00:00,0.055,0.111,-0.337
2022-06-15 08:47:15.173000+00:00,0.059,0.119,-0.337
2022-06-15 08:47:23.141000+00:00,0.059,0.119,-0.337
2022-06-15 08:47:23.191000+00:00,0.059,0.119,-0.337
2022-06-15 08:47:31.173000+00:00,0.059,0.119,-0.337
2022-06-15 09:01:48.181000+00:00,0.063,0.126,-0.333
2022-06-15 09:01:56.155000+00:00,0.063,0.126,-0.333
2022-06-15 09:02:04.189000+00:00,0.063,0.126,-0.333
2022-06-15 09:16:20.380000+00:00,0.066,0.133,-0.337
2022-06-15 09:16:20.386000+00:00,0.066,0.133,-0.337
2022-06-15 09:16:28.428000+00:00,0.066,0.133,-0.337
2022-06-15 09:16:28.429000+00:00,0.066,0.133,-0.337
2022-06-15 09:16:36.390000+00:00,0.066,0.133,-0.337
2022-06-15 09:16:36.435000+00:00,0.066,0.133,-0.337
2022-06-15 09:31:11.374000+00:00,0.07,0.139,-0.33
2022-06-15 09:31:19.401000+00:00,0.07,0.139,-0.33
2022-06-15 09:31:27.443000+00:00,0.07,0.139,-0.33
2022-06-15 09:31:27.444000+00:00,0.07,0.139,-0.33
2022-06-15 09:45:43.151000+00:00,0.072,0.145,-0.336
2022-06-15 09:45:51.176000+00:00,0.072,0.145,-0.336
2022-06-15 09:45:51.234000+00:00,0.072,0.145,-0.336
2022-06-15 09:45:59.283000+00:00,0.072,0.145,-0.336
2022-06-15 09:45:59.285000+00:00,0.072,0.145,-0.336
2022-06-15 10:01:01.340000+00:00,0.076,0.151,-0.33
2022-06-15 10:01:01.395000+00:00,0.076,0.151,-0.33
2022-06-15 10:01:09.371000+00:00,0.076,0.151,-0.33
2022-06-15 10:01:09.426000+00:00,0.076,0.151,-0.33
2022-06-15 10:01:17.399000+00:00,0.076,0.151,-0.33
2022-06-15 10:01:17.455000+00:00,0.076,0.151,-0.33
2022-06-15 10:16:11.170000+00:00,0.079,0.157,-0.331
2022-06-15 10:16:11.222000+00:00,0.079,0.157,-0.331
2022-06-15 10:16:19.201000+00:00,0.079,0.157,-0.331
2022-06-15 10:16:19.259000+00:00,0.079,0.157,-0.331
2022-06-15 10:16:27.230000+00:00,0.079,0.157,-0.331
2022-06-15 10:16:27.280000+00:00,0.079,0.157,-0.331
2022-06-15 10:31:07.184000+00:00,0.081,0.162,-0.333
2022-06-15 10:31:07.231000+00:00,0.081,0.162,-0.333
2022-06-15 10:31:15.212000+00:00,0.081,0.162,-0.333
2022-06-15 10:31:15.263000+00:00,0.081,0.162,-0.333
2022-06-15 10:31:23.238000+00:00,0.081,0.162,-0.333
2022-06-15 10:31:23.292000+00:00,0.081,0.162,-0.333
2022-06-15 10:46:25.376000+00:00,0.082,0.165,-0.336
2022-06-15 10:46:33.396000+00:00,0.082,0.165,-0.336
2022-06-15 10:46:33.457000+00:00,0.082,0.165,-0.336
2022-06-15 10:46:41.435000+00:00,0.082,0.165,-0.336
2022-06-15 10:46:41.488000+00:00,0.082,0.165,-0.336
2022-06-15 11:01:13.441000+00:00,0.084,0.168,-0.333
2022-06-15 11:01:13.445000+00:00,0.084,0.168,-0.333
2022-06-15 11:01:21.412000+00:00,0.084,0.168,-0.333
2022-06-15 11:01:21.459000+00:00,0.084,0.168,-0.333
2022-06-15 11:01:29.446000+00:00,0.084,0.168,-0.333
2022-06-15 11:01:29.502000+00:00,0.084,0.168,-0.333
2022-06-15 11:16:23.390000+00:00,0.084,0.169,-0.336
2022-06-15 11:16:23.456000+00:00,0.084,0.169,-0.336
2022-06-15 11:16:31.465000+00:00,0.084,0.169,-0.336
2022-06-15 11:16:39.498000+00:00,0.084,0.169,-0.336
2022-06-15 11:31:38.225000+00:00,0.085,0.169,-0.331
2022-06-15 11:31:38.265000+00:00,0.085,0.169,-0.331
2022-06-15 11:31:46.252000+00:00,0.085,0.169,-0.331
2022-06-15 11:31:54.279000+00:00,0.085,0.169,-0.331
2022-06-15 11:31:54.335000+00:00,0.085,0.169,-0.331
2022-06-15 11:46:32.281000+00:00,0.083,0.166,-0.333
2022-06-15 11:46:32.284000+00:00,0.083,0.166,-0.333
2022-06-15 11:46:40.254000+00:00,0.083,0.166,-0.333
2022-06-15 11:46:48.288000+00:00,0.083,0.166,-0.333
2022-06-15 11:46:48.342000+00:00,0.083,0.166,-0.333
2022-06-15 12:01:38.304000+00:00,0.081,0.162,-0.333
2022-06-15 12:01:46.267000+00:00,0.081,0.162,-0.333
2022-06-15 12:01:46.326000+00:00,0.081,0.162,-0.333
2022-06-15 12:01:54.348000+00:00,0.081,0.162,-0.333
2022-06-15 12:17:07.317000+00:00,0.08,0.159,-0.331
2022-06-15 12:17:07.320000+00:00,0.08,0.159,-0.331
2022-06-15 12:17:15.330000+00:00,0.08,0.159,-0.331
2022-06-15 12:17:15.331000+00:00,0.08,0.159,-0.331
2022-06-15 12:17:23.314000+00:00,0.08,0.159,-0.331
2022-06-15 12:17:23.381000+00:00,0.08,0.159,-0.331
2022-06-15 12:31:47.440000+00:00,0.079,0.157,-0.331
2022-06-15 12:31:47.490000+00:00,0.079,0.157,-0.331
2022-06-15 12:31:55.554000+00:00,0.079,0.157,-0.331
2022-06-15 12:32:03.508000+00:00,0.079,0.157,-0.331
2022-06-15 12:32:03.561000+00:00,0.079,0.157,-0.331
2022-06-15 12:46:19.513000+00:00,0.08,0.16,-0.333
2022-06-15 12:46:27.481000+00:00,0.08,0.16,-0.333
2022-06-15 12:46:35.514000+00:00,0.08,0.16,-0.333
2022-06-15 13:01:13.472000+00:00,0.074,0.149,-0.336
2022-06-15 13:01:21.500000+00:00,0.074,0.149,-0.336
2022-06-15 13:01:29.528000+00:00,0.074,0.149,-0.336
2022-06-15 13:16:24.488000+00:00,0.077,0.154,-0.333
2022-06-15 13:16:32.509000+00:00,0.077,0.154,-0.333
2022-06-15 13:16:40.593000+00:00,0.077,0.154,-0.333
2022-06-15 13:31:50.303000+00:00,0.074,0.148,-0.333
2022-06-15 13:31:58.333000+00:00,0.074,0.148,-0.333
2022-06-15 13:32:06.362000+00:00,0.074,0.148,-0.333
2022-06-15 13:47:11.503000+00:00,0.017,0.033,-0.32
2022-06-15 13:47:19.585000+00:00,0.017,0.033,-0.32
2022-06-15 13:47:27.616000+00:00,0.017,0.033,-0.32
2022-06-15 14:02:08.521000+00:00,0.017,0.033,-0.32
2022-06-15 14:02:16.545000+00:00,0.017,0.033,-0.32
2022-06-15 14:02:16.587000+00:00,0.017,0.033,-0.32
2022-06-15 14:02:24.630000+00:00,0.017,0.033,-0.32
2022-06-15 14:02:24.632000+00:00,0.017,0.033,-0.32
2022-06-15 14:17:19.522000+00:00,0.012,0.025,-0.351
2022-06-15 14:17:27.553000+00:00,0.012,0.025,-0.351
2022-06-15 14:17:27.599000+00:00,0.012,0.025,-0.351
2022-06-15 14:17:35.583000+00:00,0.012,0.025,-0.351
2022-06-15 14:17:35.663000+00:00,0.012,0.025,-0.351
2022-06-15 14:32:18.535000+00:00,0.052,0.103,-0.329
2022-06-15 14:32:18.604000+00:00,0.052,0.103,-0.329
2022-06-15 14:32:26.608000+00:00,0.052,0.103,-0.329
2022-06-15 14:32:34.595000+00:00,0.052,0.103,-0.329
2022-06-15 14:47:12.598000+00:00,0.049,0.097,-0.329
2022-06-15 14:47:12.602000+00:00,0.049,0.097,-0.329
2022-06-15 14:47:20.575000+00:00,0.049,0.097,-0.329
2022-06-15 14:47:28.612000+00:00,0.049,0.097,-0.329
2022-06-15 14:47:28.669000+00:00,0.049,0.097,-0.329
2022-06-15 15:02:39.555000+00:00,0.045,0.09,-0.333
2022-06-15 15:02:47.578000+00:00,0.045,0.09,-0.333
2022-06-15 15:02:47.632000+00:00,0.045,0.09,-0.333
2022-06-15 15:02:55.613000+00:00,0.045,0.09,-0.333
2022-06-15 15:02:55.693000+00:00,0.045,0.09,-0.333
2022-06-15 15:17:27.566000+00:00,0.04,0.08,-0.333
2022-06-15 15:17:35.667000+00:00,0.04,0.08,-0.333
2022-06-15 15:17:35.668000+00:00,0.04,0.08,-0.333
2022-06-15 15:17:43.672000+00:00,0.04,0.08,-0.333
2022-06-15 15:17:43.678000+00:00,0.04,0.08,-0.333
2022-06-15 15:32:08.383000+00:00,0.035,0.071,-0.34
2022-06-15 15:32:16.406000+00:00,0.035,0.071,-0.34
2022-06-15 15:32:16.501000+00:00,0.035,0.071,-0.34
2022-06-15 15:32:24.442000+00:00,0.035,0.071,-0.34
2022-06-15 15:46:59.587000+00:00,0.032,0.064,-0.333
2022-06-15 15:46:59.649000+00:00,0.032,0.064,-0.333
2022-06-15 15:47:07.607000+00:00,0.032,0.064,-0.333
2022-06-15 15:47:15.640000+00:00,0.032,0.064,-0.333
2022-06-15 16:01:45.404000+00:00,0.027,0.054,-0.333
2022-06-15 16:01:45.475000+00:00,0.027,0.054,-0.333
2022-06-15 16:01:53.488000+00:00,0.027,0.054,-0.333
2022-06-15 16:01:53.490000+00:00,0.027,0.054,-0.333
2022-06-15 16:02:01.454000+00:00,0.027,0.054,-0.333
2022-06-15 16:02:01.509000+00:00,0.027,0.054,-0.333
2022-06-15 16:16:43.636000+00:00,0.022,0.044,-0.333
2022-06-15 16:16:43.637000+00:00,0.022,0.044,-0.333
2022-06-15 16:16:51.610000+00:00,0.022,0.044,-0.333
2022-06-15 16:16:51.665000+00:00,0.022,0.044,-0.333
2022-06-15 16:16:59.648000+00:00,0.022,0.044,-0.333
2022-06-15 16:16:59.693000+00:00,0.022,0.044,-0.333
2022-06-15 16:31:32.420000+00:00,0.017,0.033,-0.32
2022-06-15 16:31:32.466000+00:00,0.017,0.033,-0.32
2022-06-15 16:31:40.445000+00:00,0.017,0.033,-0.32
2022-06-15 16:31:40.484000+00:00,0.017,0.033,-0.32
2022-06-15 16:31:48.539000+00:00,0.017,0.033,-0.32
2022-06-15 16:46:08.423000+00:00,0.01,0.02,-0.333
2022-06-15 16:46:16.456000+00:00,0.01,0.02,-0.333
2022-06-15 16:46:16.506000+00:00,0.01,0.02,-0.333
2022-06-15 16:46:24.533000+00:00,0.01,0.02,-0.333
2022-06-15 16:46:24.534000+00:00,0.01,0.02,-0.333
2022-06-15 17:01:07.434000+00:00,0.009,0.017,-0.308
2022-06-15 17:01:07.492000+00:00,0.009,0.017,-0.308
2022-06-15 17:01:15.513000+00:00,0.009,0.017,-0.308
2022-06-15 17:01:23.585000+00:00,0.009,0.017,-0.308
2022-06-15 17:15:48.446000+00:00,0.008,0.016,-0.333
2022-06-15 17:15:56.467000+00:00,0.008,0.016,-0.333
2022-06-15 17:16:04.506000+00:00,0.008,0.016,-0.333
2022-06-15 17:30:31.445000+00:00,0.007,0.015,-0.364
2022-06-15 17:30:39.521000+00:00,0.007,0.015,-0.364
2022-06-15 17:30:47.507000+00:00,0.007,0.015,-0.364
2022-06-15 17:45:11.455000+00:00,0.007,0.014,-0.333
2022-06-15 17:45:19.476000+00:00,0.007,0.014,-0.333
2022-06-15 17:45:27.508000+00:00,0.007,0.014,-0.333
2022-06-15 17:59:51.651000+00:00,0.007,0.014,-0.333
2022-06-15 17:59:59.673000+00:00,0.007,0.014,-0.333
2022-06-15 18:00:07.711000+00:00,0.007,0.014,-0.333
2022-06-15 18:14:26.655000+00:00,0.007,0.014,-0.333
2022-06-15 18:14:34.680000+00:00,0.007,0.014,-0.333
2022-06-15 18:14:42.781000+00:00,0.007,0.014,-0.333
2022-06-15 18:29:46.485000+00:00,0.008,0.015,-0.304
2022-06-15 18:29:54.510000+00:00,0.008,0.015,-0.304
2022-06-15 18:30:02.545000+00:00,0.008,0.015,-0.304
2022-06-15 18:44:27.673000+00:00,0.006,0.013,-0.368
2022-06-15 18:44:35.704000+00:00,0.006,0.013,-0.368
2022-06-15 18:44:43.736000+00:00,0.006,0.013,-0.368
2022-06-15 18:59:36.679000+00:00,0.008,0.016,-0.333
2022-06-15 18:59:44.713000+00:00,0.008,0.016,-0.333
2022-06-15 18:59:52.741000+00:00,0.008,0.016,-0.333
2022-06-15 19:15:02.690000+00:00,0.007,0.013,-0.3
2022-06-15 19:15:10.720000+00:00,0.007,0.013,-0.3
2022-06-15 19:15:18.759000+00:00,0.007,0.013,-0.3
2022-06-15 19:30:32.699000+00:00,0.007,0.014,-0.333
2022-06-15 19:30:40.734000+00:00,0.007,0.014,-0.333
2022-06-15 19:30:48.764000+00:00,0.007,0.014,-0.333
2022-06-15 19:45:20.530000+00:00,0.007,0.013,-0.3
2022-06-15 19:45:28.556000+00:00,0.007,0.013,-0.3
2022-06-15 19:45:36.585000+00:00,0.007,0.013,-0.3
2022-06-15 20:00:30.725000+00:00,0.007,0.013,-0.3
2022-06-15 20:00:38.802000+00:00,0.007,0.013,-0.3
2022-06-15 20:00:46.785000+00:00,0.007,0.013,-0.3
2022-06-15 20:15:55.550000+00:00,0.007,0.015,-0.364
2022-06-15 20:16:03.577000+00:00,0.007,0.015,-0.364
2022-06-15 20:16:11.612000+00:00,0.007,0.015,-0.364
2022-06-15 20:30:55.559000+00:00,0.006,0.011,-0.294
2022-06-15 20:31:03.580000+00:00,0.006,0.011,-0.294
2022-06-15 20:31:11.607000+00:00,0.006,0.011,-0.294
2022-06-15 20:46:08.807000+00:00,0.008,0.015,-0.304
2022-06-15 20:46:16.785000+00:00,0.008,0.015,-0.304
2022-06-15 20:46:24.813000+00:00,0.008,0.015,-0.304
2022-06-15 21:01:28.617000+00:00,0.008,0.015,-0.304
2022-06-15 21:01:36.603000+00:00,0.008,0.015,-0.304
2022-06-15 21:01:44.630000+00:00,0.008,0.015,-0.304
2022-06-15 21:16:48.590000+00:00,0.006,0.012,-0.333
2022-06-15 21:16:56.618000+00:00,0.006,0.012,-0.333
2022-06-15 21:17:04.652000+00:00,0.006,0.012,-0.333
2022-06-15 21:31:24.687000+00:00,0.006,0.012,-0.333
2022-06-15 21:31:32.619000+00:00,0.006,0.012,-0.333
2022-06-15 21:31:40.652000+00:00,0.006,0.012,-0.333
2022-06-15 21:46:33.607000+00:00,0.007,0.015,-0.364
2022-06-15 21:46:41.625000+00:00,0.007,0.015,-0.364
2022-06-15 21:46:49.671000+00:00,0.007,0.015,-0.364
2022-06-15 22:01:48.612000+00:00,0.008,0.016,-0.333
2022-06-15 22:01:56.638000+00:00,0.008,0.016,-0.333
2022-06-15 22:02:04.682000+00:00,0.008,0.016,-0.333
2022-06-15 22:17:16.626000+00:00,0.007,0.014,-0.333
2022-06-15 22:17:24.705000+00:00,0.007,0.014,-0.333
2022-06-15 22:17:32.685000+00:00,0.007,0.014,-0.333
2022-06-15 22:31:49.640000+00:00,0.006,0.012,-0.333
2022-06-15 22:31:57.660000+00:00,0.006,0.012,-0.333
2022-06-15 22:32:05.692000+00:00,0.006,0.012,-0.333
2022-06-15 22:46:37.653000+00:00,0.007,0.014,-0.333
2022-06-15 22:46:45.678000+00:00,0.007,0.014,-0.333
2022-06-15 22:46:53.707000+00:00,0.007,0.014,-0.333
2022-06-15 23:01:46.885000+00:00,0.007,0.014,-0.333
2022-06-15 23:01:54.865000+00:00,0.007,0.014,-0.333
2022-06-15 23:02:02.893000+00:00,0.007,0.014,-0.333
2022-06-15 23:16:44.660000+00:00,0.008,0.016,-0.333
2022-06-15 23:16:52.703000+00:00,0.008,0.016,-0.333
2022-06-15 23:17:00.719000+00:00,0.008,0.016,-0.333
2022-06-15 23:31:38.853000+00:00,0.006,0.012,-0.333
2022-06-15 23:31:46.873000+00:00,0.006,0.012,-0.333
2022-06-15 23:31:54.913000+00:00,0.006,0.012,-0.333
2022-06-15 23:46:09.685000+00:00,0.007,0.013,-0.3
2022-06-15 23:46:17.716000+00:00,0.007,0.013,-0.3
2022-06-15 23:46:25.745000+00:00,0.007,0.013,-0.3
2022-06-16 00:01:07.705000+00:00,0.007,0.015,-0.364
2022-06-16 00:01:15.716000+00:00,0.007,0.015,-0.364
2022-06-16 00:01:23.746000+00:00,0.007,0.015,-0.364
2022-06-16 00:15:46.884000+00:00,0.006,0.012,-0.333
2022-06-16 00:15:54.962000+00:00,0.006,0.012,-0.333
2022-06-16 00:16:02.947000+00:00,0.006,0.012,-0.333
2022-06-16 00:30:38.719000+00:00,0.007,0.013,-0.3
2022-06-16 00:30:46.739000+00:00,0.007,0.013,-0.3
2022-06-16 00:30:54.770000+00:00,0.007,0.013,-0.3
2022-06-16 00:45:20.905000+00:00,0.008,0.015,-0.304
2022-06-16 00:45:28.978000+00:00,0.008,0.015,-0.304
2022-06-16 00:45:36.971000+00:00,0.008,0.015,-0.304
