timestamp,temperatureSensor,analogInput
2022-05-06 08:54:11.402000+00:00,3276.7,
2022-05-06 09:09:11.410000+00:00,3276.7,
2022-05-06 09:24:11.404000+00:00,3276.7,
2022-05-06 09:39:11.413000+00:00,3276.7,
2022-05-06 09:54:11.419000+00:00,3276.7,
2022-05-06 10:09:11.434000+00:00,3276.7,
2022-05-06 10:24:11.422000+00:00,3276.7,
2022-05-06 10:39:11.434000+00:00,3276.7,
2022-05-06 10:54:11.435000+00:00,3276.7,
2022-05-06 11:09:11.450000+00:00,3276.7,
2022-05-06 11:24:11.437000+00:00,3276.7,
2022-05-06 11:39:11.444000+00:00,3276.7,
2022-05-06 11:54:11.453000+00:00,3276.7,
2022-05-06 12:09:11.464000+00:00,3276.7,
2022-05-06 12:24:11.453000+00:00,3276.7,
2022-05-06 12:39:11.452000+00:00,3276.7,
2022-05-06 12:54:11.458000+00:00,3276.7,
2022-05-06 13:09:11.452000+00:00,3276.7,
2022-05-06 13:24:11.463000+00:00,3276.7,
2022-05-06 13:39:11.466000+00:00,3276.7,
2022-05-06 13:54:11.468000+00:00,3276.7,
2022-05-06 14:09:11.472000+00:00,3276.7,
2022-05-06 14:24:11.490000+00:00,3276.7,
2022-05-06 14:39:11.489000+00:00,3276.7,
2022-05-06 14:54:11.485000+00:00,3276.7,
2022-05-06 15:09:11.500000+00:00,3276.7,
2022-05-06 15:24:11.507000+00:00,3276.7,
2022-05-06 15:39:11.498000+00:00,3276.7,
2022-05-06 15:54:11.503000+00:00,3276.7,
2022-05-06 16:09:11.514000+00:00,3276.7,
2022-05-06 16:24:11.517000+00:00,3276.7,
2022-05-06 16:39:11.521000+00:00,3276.7,
2022-05-06 16:39:11.522000+00:00,3276.7,
2022-05-06 16:54:11.535000+00:00,3276.7,
2022-05-06 17:09:11.542000+00:00,3276.7,
2022-05-06 17:24:11.536000+00:00,3276.7,
2022-05-06 17:39:11.567000+00:00,3276.7,
2022-05-06 17:54:11.564000+00:00,3276.7,
2022-05-06 18:09:11.569000+00:00,3276.7,
2022-05-06 18:24:11.574000+00:00,3276.7,
2022-05-06 18:39:11.591000+00:00,3276.7,
2022-05-06 18:54:11.586000+00:00,3276.7,
2022-05-06 19:09:11.615000+00:00,3276.7,
2022-05-06 19:24:11.602000+00:00,3276.7,
2022-05-06 19:39:11.639000+00:00,3276.7,
2022-05-06 19:54:11.634000+00:00,3276.7,
2022-05-06 20:09:11.618000+00:00,3276.7,
2022-05-06 20:24:11.623000+00:00,3276.7,
2022-05-06 20:39:11.665000+00:00,3276.7,
2022-05-06 20:54:11.655000+00:00,3276.7,
2022-05-06 21:09:11.671000+00:00,3276.7,
2022-05-06 21:24:11.677000+00:00,3276.7,
2022-05-06 21:39:11.704000+00:00,3276.7,
2022-05-06 21:54:11.688000+00:00,3276.7,
2022-05-06 22:09:11.695000+00:00,3276.7,
2022-05-06 22:24:11.701000+00:00,3276.7,
2022-05-06 22:39:11.737000+00:00,3276.7,
2022-05-06 22:54:11.723000+00:00,3276.7,
2022-05-06 23:09:11.751000+00:00,3276.7,
2022-05-06 23:24:11.747000+00:00,3276.7,
2022-05-06 23:39:11.763000+00:00,3276.7,
2022-05-06 23:54:11.781000+00:00,3276.7,
2022-05-07 00:09:11.788000+00:00,3276.7,
2022-05-07 00:24:11.774000+00:00,3276.7,
2022-05-07 00:39:11.793000+00:00,3276.7,
2022-05-07 00:54:11.868000+00:00,3276.7,
2022-05-07 01:09:11.805000+00:00,3276.7,
2022-05-07 01:24:11.813000+00:00,3276.7,
2022-05-07 01:39:11.831000+00:00,3276.7,
2022-05-07 01:54:11.846000+00:00,3276.7,
2022-05-07 02:09:11.854000+00:00,3276.7,
2022-05-07 02:24:11.858000+00:00,3276.7,
2022-05-07 02:39:11.867000+00:00,3276.7,
2022-05-07 02:54:11.882000+00:00,3276.7,
2022-05-07 03:09:11.888000+00:00,3276.7,
2022-05-07 03:24:11.896000+00:00,3276.7,
2022-05-07 03:39:11.915000+00:00,3276.7,
2022-05-07 03:54:11.917000+00:00,3276.7,
2022-05-07 04:09:11.924000+00:00,3276.7,
2022-05-07 04:24:11.942000+00:00,3276.7,
2022-05-07 04:39:11.951000+00:00,3276.7,
2022-05-07 04:54:11.956000+00:00,3276.7,
2022-05-07 05:09:11.963000+00:00,3276.7,
2022-05-07 05:24:11.958000+00:00,3276.7,
2022-05-07 05:39:12.006000+00:00,3276.7,
2022-05-07 05:54:11.981000+00:00,3276.7,
2022-05-07 06:09:11.991000+00:00,3276.7,
2022-05-07 06:24:11.990000+00:00,3276.7,
2022-05-07 06:39:12.024000+00:00,3276.7,
2022-05-07 06:54:11.992000+00:00,3276.7,
2022-05-07 07:09:12.015000+00:00,3276.7,
2022-05-07 07:24:12.021000+00:00,3276.7,
2022-05-07 07:39:12.012000+00:00,3276.7,
2022-05-07 07:54:12.022000+00:00,3276.7,
2022-05-07 08:09:12.029000+00:00,3276.7,
2022-05-07 08:24:12.036000+00:00,3276.7,
2022-05-07 08:39:12.070000+00:00,3276.7,
2022-05-07 08:54:12.030000+00:00,3276.7,
2022-05-07 09:09:12.047000+00:00,3276.7,
2022-05-07 09:24:12.041000+00:00,3276.7,
2022-05-07 09:39:12.083000+00:00,3276.7,
2022-05-07 09:54:12.061000+00:00,3276.7,
2022-05-07 10:09:12.072000+00:00,3276.7,
2022-05-07 10:24:12.062000+00:00,3276.7,
2022-05-07 10:39:12.087000+00:00,3276.7,
2022-05-07 10:54:12.074000+00:00,3276.7,
2022-05-07 11:09:12.084000+00:00,3276.7,
2022-05-07 11:24:12.081000+00:00,3276.7,
2022-05-07 11:39:12.084000+00:00,3276.7,
2022-05-07 11:54:12.085000+00:00,3276.7,
2022-05-07 12:09:12.088000+00:00,3276.7,
2022-05-07 12:24:12.084000+00:00,3276.7,
2022-05-07 12:39:12.122000+00:00,3276.7,
2022-05-07 12:54:12.099000+00:00,3276.7,
2022-05-07 13:09:12.096000+00:00,3276.7,
2022-05-07 13:24:12.107000+00:00,3276.7,
2022-05-07 13:39:12.236000+00:00,3276.7,
2022-05-07 13:54:12.107000+00:00,3276.7,
2022-05-07 14:09:12.107000+00:00,3276.7,
2022-05-07 14:24:12.120000+00:00,3276.7,
2022-05-07 14:39:12.136000+00:00,3276.7,
2022-05-07 14:54:12.122000+00:00,3276.7,
2022-05-07 15:09:12.143000+00:00,3276.7,
2022-05-07 15:24:12.133000+00:00,3276.7,
2022-05-07 15:39:12.163000+00:00,3276.7,
2022-05-07 15:54:12.135000+00:00,3276.7,
2022-05-07 16:09:12.176000+00:00,3276.7,
2022-05-07 16:24:12.149000+00:00,3276.7,
2022-05-07 16:39:12.246000+00:00,3276.7,
2022-05-07 16:54:12.161000+00:00,3276.7,
2022-05-07 17:09:12.189000+00:00,3276.7,
2022-05-07 17:24:12.174000+00:00,3276.7,
2022-05-07 17:39:12.187000+00:00,3276.7,
2022-05-07 17:54:12.183000+00:00,3276.7,
2022-05-07 18:09:12.215000+00:00,3276.7,
2022-05-07 18:24:12.200000+00:00,3276.7,
2022-05-07 18:39:12.228000+00:00,3276.7,
2022-05-07 18:54:12.211000+00:00,3276.7,
2022-05-07 19:09:12.252000+00:00,3276.7,
2022-05-07 19:24:12.259000+00:00,3276.7,
2022-05-07 19:39:12.265000+00:00,3276.7,
2022-05-07 19:54:12.250000+00:00,3276.7,
2022-05-07 20:09:12.288000+00:00,3276.7,
2022-05-07 20:24:12.292000+00:00,3276.7,
2022-05-07 20:39:12.311000+00:00,3276.7,
2022-05-07 20:54:12.331000+00:00,3276.7,
2022-05-07 21:09:12.313000+00:00,3276.7,
2022-05-07 21:24:12.345000+00:00,3276.7,
2022-05-07 21:39:12.349000+00:00,3276.7,
2022-05-07 21:54:12.344000+00:00,3276.7,
2022-05-07 22:09:12.382000+00:00,3276.7,
2022-05-07 22:24:12.370000+00:00,3276.7,
2022-05-07 22:39:12.415000+00:00,3276.7,
2022-05-07 22:54:12.412000+00:00,3276.7,
2022-05-07 23:09:12.431000+00:00,3276.7,
2022-05-07 23:24:12.427000+00:00,3276.7,
2022-05-07 23:39:12.409000+00:00,3276.7,
2022-05-07 23:54:12.437000+00:00,3276.7,
2022-05-08 00:09:12.481000+00:00,3276.7,
2022-05-08 00:24:12.470000+00:00,3276.7,
2022-05-08 00:39:12.474000+00:00,3276.7,
2022-05-08 00:54:12.494000+00:00,3276.7,
2022-05-08 01:09:12.548000+00:00,3276.7,
2022-05-08 01:24:12.518000+00:00,3276.7,
2022-05-08 01:39:12.560000+00:00,3276.7,
2022-05-08 01:54:12.542000+00:00,3276.7,
2022-05-08 02:09:12.563000+00:00,3276.7,
2022-05-08 02:24:12.566000+00:00,3276.7,
2022-05-08 02:39:12.618000+00:00,3276.7,
2022-05-08 02:54:12.603000+00:00,3276.7,
2022-05-08 03:09:12.620000+00:00,3276.7,
2022-05-08 03:24:12.648000+00:00,3276.7,
2022-05-08 03:39:12.659000+00:00,3276.7,
2022-05-08 03:54:12.665000+00:00,3276.7,
2022-05-08 04:09:12.671000+00:00,3276.7,
2022-05-08 04:24:12.697000+00:00,3276.7,
2022-05-08 04:46:01.958000+00:00,3276.7,
2022-05-08 05:01:01.977000+00:00,3276.7,
2022-05-08 05:16:01.979000+00:00,3276.7,
2022-05-08 05:31:01.988000+00:00,3276.7,
2022-05-08 05:46:01.995000+00:00,3276.7,
2022-05-08 06:01:02.010000+00:00,3276.7,
2022-05-08 06:16:02.048000+00:00,3276.7,
2022-05-08 06:31:02.032000+00:00,3276.7,
2022-05-08 06:46:02.030000+00:00,3276.7,
2022-05-08 07:01:02.034000+00:00,3276.7,
2022-05-08 07:16:02.042000+00:00,3276.7,
2022-05-08 07:31:02.062000+00:00,3276.7,
2022-05-08 07:46:02.058000+00:00,3276.7,
2022-05-08 08:15:19.755000+00:00,3276.7,
2022-05-08 08:30:19.776000+00:00,3276.7,
2022-05-08 08:45:19.769000+00:00,3276.7,
2022-05-08 09:00:19.802000+00:00,3276.7,
2022-05-08 09:15:19.782000+00:00,3276.7,
2022-05-08 09:30:19.791000+00:00,3276.7,
2022-05-08 09:45:19.795000+00:00,3276.7,
2022-05-08 10:00:19.852000+00:00,3276.7,
2022-05-08 10:15:19.803000+00:00,3276.7,
2022-05-08 10:30:19.907000+00:00,3276.7,
2022-05-08 10:45:19.831000+00:00,3276.7,
2022-05-08 11:00:19.818000+00:00,3276.7,
2022-05-08 11:15:19.794000+00:00,3276.7,
2022-05-08 11:30:20.065000+00:00,3276.7,
2022-05-08 11:45:19.820000+00:00,3276.7,
2022-05-08 12:00:19.816000+00:00,3276.7,
2022-05-08 12:15:19.818000+00:00,3276.7,
2022-05-08 12:30:19.821000+00:00,3276.7,
2022-05-08 12:45:19.828000+00:00,3276.7,
2022-05-08 13:00:19.829000+00:00,3276.7,
2022-05-08 13:15:19.827000+00:00,3276.7,
2022-05-08 13:30:19.838000+00:00,3276.7,
2022-05-08 13:45:19.855000+00:00,3276.7,
2022-05-08 14:00:19.853000+00:00,3276.7,
2022-05-08 14:15:19.846000+00:00,3276.7,
2022-05-08 14:30:19.864000+00:00,3276.7,
2022-05-08 14:45:19.861000+00:00,3276.7,
2022-05-08 15:00:19.866000+00:00,3276.7,
2022-05-08 15:15:19.863000+00:00,3276.7,
2022-05-08 15:30:19.879000+00:00,3276.7,
2022-05-08 15:45:19.877000+00:00,3276.7,
