name,time,city,city_id,cloudiness,condition_description,condition_icon,condition_id,condition_main,country,forecast,host,humidity,pressure,rain,sunrise,sunset,temperature,visibility,wind_degrees,wind_speed
weather,2022-01-18T21:13:51Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,43,1028,0,1642571498000000000,1642606476000000000,-0.19,10000,350,5.14
weather,2022-01-18T22:13:51Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,51,1029,0,1642571498000000000,1642606476000000000,-1.02,10000,20,3.6
weather,2022-01-18T23:13:54Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,54,1029,0,1642571498000000000,1642606476000000000,-1.92,10000,320,2.57
weather,2022-01-19T00:13:57Z,Kozani,8133764,1,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,54,1030,0,1642571498000000000,1642606476000000000,-1.92,10000,340,3.6
weather,2022-01-19T01:13:54Z,Kozani,8133764,3,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,50,1029,0,1642571498000000000,1642606476000000000,-2.02,10000,350,4.12
weather,2022-01-19T02:13:51Z,Kozani,8133764,3,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,50,1030,0,1642571498000000000,1642606476000000000,-2.02,10000,360,4.63
weather,2022-01-19T03:13:53Z,Kozani,8133764,4,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,54,1030,0,1642571498000000000,1642606476000000000,-2.95,10000,40,3.09
weather,2022-01-19T04:13:50Z,Kozani,8133764,3,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,46,1030,0,1642571498000000000,1642606476000000000,-2.3,10000,340,4.12
weather,2022-01-19T05:13:53Z,Kozani,8133764,3,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,50,1030,0,1642571498000000000,1642606476000000000,-3.13,10000,360,3.6
weather,2022-01-19T06:14:25Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,58,1030,0,1642571498000000000,1642606476000000000,-4.77,10000,0,0
weather,2022-01-19T07:13:52Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,50,1031,0,1642571498000000000,1642606476000000000,-2.12,10000,0,0
weather,2022-01-19T08:13:53Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,40,1031,0,1642571498000000000,1642606476000000000,-0.01,10000,350,3.6
weather,2022-01-19T09:13:58Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,40,1031,0,1642571498000000000,1642606476000000000,1.1,10000,340,6.17
weather,2022-01-19T10:13:58Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,38,1031,0,1642571498000000000,1642606476000000000,1.62,10000,30,5.66
weather,2022-01-19T11:13:54Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,33,1030,0,1642571498000000000,1642606476000000000,3.8,10000,350,4.12
weather,2022-01-19T12:13:56Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,30,1029,0,1642571498000000000,1642606476000000000,3.89,10000,20,3.09
weather,2022-01-19T13:13:56Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,30,1029,0,1642571498000000000,1642606476000000000,3.62,10000,30,2.06
weather,2022-01-19T14:13:54Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,26,1028,0,1642571498000000000,1642606476000000000,5.62,10000,0,0
weather,2022-01-19T15:13:55Z,Kozani,8133764,4,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,30,1028,0,1642571498000000000,1642606476000000000,3.61,10000,0,0.51
weather,2022-01-19T16:13:56Z,Kozani,8133764,3,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,37,1028,0,1642571498000000000,1642606476000000000,0.67,10000,0,0.51
weather,2022-01-19T17:13:58Z,Kozani,8133764,2,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,50,1028,0,1642571498000000000,1642606476000000000,-2.03,10000,340,2.06
weather,2022-01-19T18:14:32Z,Kozani,8133764,1,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,46,1028,0,1642571498000000000,1642606476000000000,-2.13,10000,340,2.06
weather,2022-01-19T19:13:56Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,46,1028,0,1642571498000000000,1642606476000000000,-2.13,10000,340,2.06
weather,2022-01-19T20:14:00Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,50,1028,0,1642571498000000000,1642606476000000000,-2.23,10000,10,2.06
weather,2022-01-19T21:13:52Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,54,1027,0,1642657866000000000,1642692946000000000,-3.07,10000,10,2.06
weather,2022-01-19T22:13:58Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,50,1027,0,1642657866000000000,1642692946000000000,-3.14,10000,0,1.54
weather,2022-01-19T23:13:55Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,54,1026,0,1642657866000000000,1642692946000000000,-3.14,10000,20,2.06
weather,2022-01-20T00:13:52Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,58,1026,0,1642657866000000000,1642692946000000000,-4.08,10000,0,1.54
weather,2022-01-20T01:13:52Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,54,1025,0,1642657866000000000,1642692946000000000,-4.08,10000,0,1.54
weather,2022-01-20T02:14:02Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,54,1025,0,1642657866000000000,1642692946000000000,-4.08,10000,40,2.06
weather,2022-01-20T03:13:51Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,54,1024,0,1642657866000000000,1642692946000000000,-4.16,10000,0,1.03
weather,2022-01-20T04:13:53Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,58,1024,0,1642657866000000000,1642692946000000000,-5.01,10000,0,1.03
weather,2022-01-20T05:13:55Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,54,1024,0,1642657866000000000,1642692946000000000,-4.23,10000,30,2.06
weather,2022-01-20T06:14:23Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,63,1024,0,1642657866000000000,1642692946000000000,-5.89,10000,0,0
weather,2022-01-20T07:13:56Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,54,1024,0,1642657866000000000,1642692946000000000,-2.29,10000,0,0
weather,2022-01-20T08:13:54Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,38,1024,0,1642657866000000000,1642692946000000000,1.39,10000,0,0
weather,2022-01-20T09:13:56Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,35,1023,0,1642657866000000000,1642692946000000000,3.49,10000,0,0
weather,2022-01-20T10:13:56Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,28,1023,0,1642657866000000000,1642692946000000000,5.42,10000,0,0
weather,2022-01-20T11:13:58Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,29,1022,0,1642657866000000000,1642692946000000000,6.35,10000,0,0
weather,2022-01-20T12:13:51Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,29,1021,0,1642657866000000000,1642692946000000000,7.29,10000,130,3.6
weather,2022-01-20T13:13:58Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,27,1021,0,1642657866000000000,1642692946000000000,8.2,10000,140,2.06
weather,2022-01-20T14:13:54Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,29,1020,0,1642657866000000000,1642692946000000000,8.37,10000,140,2.06
weather,2022-01-20T15:14:32Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,29,1020,0,1642657866000000000,1642692946000000000,8.03,10000,0,1.54
weather,2022-01-20T16:10:59Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,38,1020,0,1642657866000000000,1642692946000000000,4.17,10000,0,0.51
weather,2022-01-20T17:10:43Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,42,1020,0,1642657866000000000,1642692946000000000,4.06,10000,330,2.06
weather,2022-01-20T18:18:41Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,48,1020,0,1642657866000000000,1642692946000000000,3.23,10000,310,2.57
weather,2022-01-20T19:11:08Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,48,1019,0,1642657866000000000,1642692946000000000,3.4,10000,0,1.54
weather,2022-01-20T20:10:32Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,48,1019,0,1642657866000000000,1642692946000000000,3.33,10000,0,0.51
weather,2022-01-20T21:15:44Z,Kozani,8133764,1,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,55,1019,0,1642744231000000000,1642779416000000000,1.56,10000,0,1.54
weather,2022-01-20T22:10:27Z,Kozani,8133764,2,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,69,1019,0,1642744231000000000,1642779416000000000,0.57,10000,0,1.54
weather,2022-01-20T23:10:12Z,Kozani,8133764,4,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,69,1018,0,1642744231000000000,1642779416000000000,0.68,10000,0,1.03
weather,2022-01-21T00:10:20Z,Kozani,8133764,32,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,64,1018,0,1642744231000000000,1642779416000000000,1.5,10000,0,1.03
weather,2022-01-21T01:10:20Z,Kozani,8133764,92,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,69,1017,0,1642744231000000000,1642779416000000000,1.57,10000,350,2.06
weather,2022-01-21T02:10:07Z,Kozani,8133764,56,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,74,1016,0,1642744231000000000,1642779416000000000,-0.47,10000,0,1.03
weather,2022-01-21T03:16:13Z,Kozani,8133764,42,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,75,1016,0,1642744231000000000,1642779416000000000,0.21,10000,0,1.54
weather,2022-01-21T04:10:32Z,Kozani,8133764,37,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,80,1015,0,1642744231000000000,1642779416000000000,-0.45,10000,0,1.54
weather,2022-01-21T05:10:14Z,Kozani,8133764,33,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,75,1015,0,1642744231000000000,1642779416000000000,0.38,10000,360,2.57
weather,2022-01-21T06:13:02Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,80,1015,0,1642744231000000000,1642779416000000000,0.46,10000,40,2.57
weather,2022-01-21T07:10:28Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,70,1015,0,1642744231000000000,1642779416000000000,2.23,10000,30,2.06
weather,2022-01-21T08:10:35Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,65,1015,0,1642744231000000000,1642779416000000000,4.86,10000,60,2.57
weather,2022-01-21T09:16:52Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,53,1015,0,1642744231000000000,1642779416000000000,6.84,10000,100,2.06
weather,2022-01-21T10:10:36Z,Kozani,8133764,75,broken clouds,04d,803,Clouds,GR,*,ip-172-31-46-198,53,1015,0,1642744231000000000,1642779416000000000,7.02,10000,250,2.06
weather,2022-01-21T11:10:57Z,Kozani,8133764,75,broken clouds,04d,803,Clouds,GR,*,ip-172-31-46-198,65,1015,0,1642744231000000000,1642779416000000000,3.88,10000,340,10.29
weather,2022-01-21T12:10:27Z,Kozani,8133764,75,broken clouds,04d,803,Clouds,GR,*,ip-172-31-46-198,64,1015,0,1642744231000000000,1642779416000000000,2.03,10000,340,9.77
weather,2022-01-21T13:10:31Z,Kozani,8133764,75,broken clouds,04d,803,Clouds,GR,*,ip-172-31-46-198,80,1016,0,1642744231000000000,1642779416000000000,0.21,10000,340,10.29
weather,2022-01-21T14:10:35Z,Kozani,8133764,100,light snow,13d,600,Snow,GR,*,ip-172-31-46-198,80,1016,0,1642744231000000000,1642779416000000000,-0.88,10000,340,7.72
weather,2022-01-21T15:15:47Z,Kozani,8133764,100,light snow,13d,600,Snow,GR,*,ip-172-31-46-198,74,1016,0,1642744231000000000,1642779416000000000,-0.99,10000,330,7.2
weather,2022-01-21T16:10:52Z,Kozani,8133764,100,light snow,13n,600,Snow,GR,*,ip-172-31-46-198,86,1017,0,1642744231000000000,1642779416000000000,-1.83,10000,320,6.69
weather,2022-01-21T17:10:34Z,Kozani,8133764,100,light snow,13n,600,Snow,GR,*,ip-172-31-46-198,74,1017,0,1642744231000000000,1642779416000000000,-1.92,10000,340,6.17
weather,2022-01-21T18:18:39Z,Kozani,8133764,100,light snow,13n,600,Snow,GR,*,ip-172-31-46-198,69,1018,0,1642744231000000000,1642779416000000000,-2.01,10000,330,7.2
weather,2022-01-21T19:10:49Z,Kozani,8133764,100,light snow,13n,600,Snow,GR,*,ip-172-31-46-198,69,1018,0,1642744231000000000,1642779416000000000,-1.92,10000,320,6.17
weather,2022-01-21T20:10:34Z,Kozani,8133764,100,snow,13n,601,Snow,GR,*,ip-172-31-46-198,74,1018,0,1642744231000000000,1642779416000000000,-2.02,10000,330,5.66
weather,2022-01-21T21:15:47Z,Kozani,8133764,100,snow,13n,601,Snow,GR,*,ip-172-31-46-198,69,1018,0,1642830595000000000,1642865887000000000,-2.03,10000,340,4.12
weather,2022-01-21T22:10:30Z,Kozani,8133764,100,snow,13n,601,Snow,GR,*,ip-172-31-46-198,64,1018,0,1642830595000000000,1642865887000000000,-2.03,10000,350,4.12
weather,2022-01-21T23:10:04Z,Kozani,8133764,100,light snow,13n,600,Snow,GR,*,ip-172-31-46-198,59,1018,0,1642830595000000000,1642865887000000000,-2.05,10000,350,5.66
weather,2022-01-22T00:10:00Z,Kozani,8133764,100,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,59,1018,0,1642830595000000000,1642865887000000000,-2.24,10000,320,7.2
weather,2022-01-22T01:09:58Z,Kozani,8133764,96,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,63,1018,0,1642830595000000000,1642865887000000000,-3.39,10000,330,6.69
weather,2022-01-22T02:09:59Z,Kozani,8133764,97,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,54,1017,0,1642830595000000000,1642865887000000000,-4.36,10000,320,7.2
weather,2022-01-22T03:15:00Z,Kozani,8133764,96,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,54,1018,0,1642830595000000000,1642865887000000000,-4.15,10000,340,6.17
weather,2022-01-22T04:10:23Z,Kozani,8133764,97,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,50,1017,0,1642830595000000000,1642865887000000000,-5.15,10000,350,7.72
weather,2022-01-22T05:10:00Z,Kozani,8133764,97,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,50,1017,0,1642830595000000000,1642865887000000000,-5.24,10000,330,8.23
weather,2022-01-22T06:13:54Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,53,1019,0,1642830595000000000,1642865887000000000,-5.98,10000,350,6.17
weather,2022-01-22T07:10:44Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,50,1019,0,1642830595000000000,1642865887000000000,-4.88,10000,60,2.57
weather,2022-01-22T08:10:36Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,46,1019,0,1642830595000000000,1642865887000000000,-3.78,10000,350,4.63
weather,2022-01-22T09:16:19Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,40,1019,0,1642830595000000000,1642865887000000000,-1.9,10000,340,6.17
weather,2022-01-22T10:10:35Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,37,1018,0,1642830595000000000,1642865887000000000,-0.97,10000,10,5.66
weather,2022-01-22T11:10:34Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,34,1017,0,1642830595000000000,1642865887000000000,-0.04,10000,330,4.63
weather,2022-01-22T12:10:29Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,29,1016,0,1642830595000000000,1642865887000000000,-0.01,10000,340,7.2
weather,2022-01-22T13:10:21Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,29,1016,0,1642830595000000000,1642865887000000000,0.08,10000,340,7.2
weather,2022-01-22T14:10:26Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,27,1016,0,1642830595000000000,1642865887000000000,0.92,10000,350,4.12
weather,2022-01-22T15:15:21Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,27,1016,0,1642830595000000000,1642865887000000000,-0.08,10000,320,4.63
weather,2022-01-22T16:10:32Z,Kozani,8133764,2,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,31,1016,0,1642830595000000000,1642865887000000000,-1.26,10000,330,2.06
weather,2022-01-22T17:10:14Z,Kozani,8133764,17,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,36,1016,0,1642830595000000000,1642865887000000000,-2.93,10000,0,1.03
weather,2022-01-22T18:19:31Z,Kozani,8133764,27,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,46,1016,0,1642830595000000000,1642865887000000000,-3.78,10000,20,2.57
weather,2022-01-22T19:10:26Z,Kozani,8133764,47,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,43,1017,0,1642830595000000000,1642865887000000000,-2.96,10000,20,2.06
weather,2022-01-22T20:10:17Z,Kozani,8133764,38,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,46,1017,0,1642830595000000000,1642865887000000000,-3.14,10000,350,2.57
weather,2022-01-22T21:15:32Z,Kozani,8133764,32,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,43,1018,0,1642916956000000000,1642952358000000000,-2.32,10000,330,3.6
weather,2022-01-22T22:10:10Z,Kozani,8133764,29,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,59,1019,0,1642916956000000000,1642952358000000000,-3.08,10000,340,3.6
weather,2022-01-22T23:10:04Z,Kozani,8133764,26,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,58,1019,0,1642916956000000000,1642952358000000000,-3.99,10000,340,3.6
weather,2022-01-23T00:10:14Z,Kozani,8133764,19,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,68,1020,0,1642916956000000000,1642952358000000000,-4.8,10000,340,3.6
weather,2022-01-23T01:10:15Z,Kozani,8133764,25,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,63,1020,0,1642916956000000000,1642952358000000000,-4.05,10000,0,1.54
weather,2022-01-23T02:09:59Z,Kozani,8133764,15,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,54,1020,0,1642916956000000000,1642952358000000000,-4.08,10000,300,3.09
weather,2022-01-23T03:15:22Z,Kozani,8133764,10,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,50,1021,0,1642916956000000000,1642952358000000000,-4.06,10000,330,5.14
weather,2022-01-23T04:10:14Z,Kozani,8133764,8,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,54,1021,0,1642916956000000000,1642952358000000000,-4.91,10000,280,4.12
weather,2022-01-23T05:10:02Z,Kozani,8133764,6,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,54,1021,0,1642916956000000000,1642952358000000000,-4.89,10000,320,4.12
weather,2022-01-23T06:16:21Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,54,1022,0,1642916956000000000,1642952358000000000,-4.89,10000,320,4.63
weather,2022-01-23T07:10:40Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,50,1022,0,1642916956000000000,1642952358000000000,-3.96,10000,310,5.66
weather,2022-01-23T08:10:21Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,40,1022,0,1642916956000000000,1642952358000000000,-2.12,10000,330,7.72
weather,2022-01-23T09:15:15Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,34,1023,0,1642916956000000000,1642952358000000000,-1.16,10000,320,6.69
weather,2022-01-23T10:10:30Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,34,1023,0,1642916956000000000,1642952358000000000,-1.06,10000,350,8.23
weather,2022-01-23T11:10:08Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,32,1022,0,1642916956000000000,1642952358000000000,-0.15,10000,350,5.66
weather,2022-01-23T12:10:39Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,29,1021,0,1642916956000000000,1642952358000000000,-0.05,10000,330,5.66
weather,2022-01-23T13:10:15Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,32,1020,0,1642916956000000000,1642952358000000000,0.75,10000,340,6.17
weather,2022-01-23T14:10:33Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,32,1019,0,1642916956000000000,1642952358000000000,0.69,10000,10,3.6
weather,2022-01-23T15:17:00Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,32,1019,0,1642916956000000000,1642952358000000000,-0.39,10000,340,4.63
weather,2022-01-23T16:10:59Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,40,1019,0,1642916956000000000,1642952358000000000,-2.3,10000,350,4.12
weather,2022-01-23T17:10:25Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,43,1020,0,1642916956000000000,1642952358000000000,-3.06,10000,330,5.14
weather,2022-01-23T18:20:21Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,43,1020,0,1642916956000000000,1642952358000000000,-3.15,10000,330,5.14
weather,2022-01-23T19:10:30Z,Kozani,8133764,12,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,46,1021,0,1642916956000000000,1642952358000000000,-3.99,10000,300,4.12
weather,2022-01-23T20:10:14Z,Kozani,8133764,20,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,46,1021,0,1642916956000000000,1642952358000000000,-4.08,10000,340,3.09
weather,2022-01-23T21:14:52Z,Kozani,8133764,15,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,50,1022,0,1643003316000000000,1643038829000000000,-4.17,10000,340,3.09
weather,2022-01-23T22:10:07Z,Kozani,8133764,13,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,50,1022,0,1643003316000000000,1643038829000000000,-4.99,10000,340,2.57
weather,2022-01-23T23:10:00Z,Kozani,8133764,13,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,58,1022,0,1643003316000000000,1643038829000000000,-5.82,10000,330,3.09
weather,2022-01-24T00:10:00Z,Kozani,8133764,11,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,58,1021,0,1643003316000000000,1643038829000000000,-5.82,10000,320,4.12
weather,2022-01-24T01:09:51Z,Kozani,8133764,29,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,63,1022,0,1643003316000000000,1643038829000000000,-6.65,10000,340,3.09
weather,2022-01-24T02:10:02Z,Kozani,8133764,16,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,63,1021,0,1643003316000000000,1643038829000000000,-6.66,10000,350,5.14
weather,2022-01-24T03:16:00Z,Kozani,8133764,14,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,63,1021,0,1643003316000000000,1643038829000000000,-6.85,10000,340,3.09
weather,2022-01-24T04:10:06Z,Kozani,8133764,14,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,58,1022,0,1643003316000000000,1643038829000000000,-6.04,10000,0,1.03
weather,2022-01-24T05:10:05Z,Kozani,8133764,12,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,68,1022,0,1643003316000000000,1643038829000000000,-7.05,10000,10,3.6
weather,2022-01-24T06:13:11Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,68,1022,0,1643003316000000000,1643038829000000000,-7.09,10000,340,4.63
weather,2022-01-24T07:10:17Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,63,1023,0,1643003316000000000,1643038829000000000,-6.15,10000,350,3.09
weather,2022-01-24T08:10:14Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,63,1023,0,1643003316000000000,1643038829000000000,-5.06,10000,330,5.14
weather,2022-01-24T09:15:36Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,54,1024,0,1643003316000000000,1643038829000000000,-4.08,10000,350,4.12
weather,2022-01-24T10:10:09Z,Kozani,8133764,75,broken clouds,04d,803,Clouds,GR,*,ip-172-31-46-198,40,1024,0,1643003316000000000,1643038829000000000,-2.3,10000,20,4.63
weather,2022-01-24T11:10:31Z,Kozani,8133764,75,broken clouds,04d,803,Clouds,GR,*,ip-172-31-46-198,34,1023,0,1643003316000000000,1643038829000000000,-2.21,10000,40,4.63
weather,2022-01-24T12:10:22Z,Kozani,8133764,75,broken clouds,04d,803,Clouds,GR,*,ip-172-31-46-198,26,1023,0,1643003316000000000,1643038829000000000,-2.1,10000,50,4.12
weather,2022-01-24T13:10:14Z,Kozani,8133764,100,light snow,13d,600,Snow,GR,*,ip-172-31-46-198,24,1023,0,1643003316000000000,1643038829000000000,-2.1,10000,20,5.14
weather,2022-01-24T14:10:29Z,Kozani,8133764,100,overcast clouds,04d,804,Clouds,GR,*,ip-172-31-46-198,34,1023,0,1643003316000000000,1643038829000000000,-2.19,10000,10,3.6
weather,2022-01-24T15:15:35Z,Kozani,8133764,100,light snow,13d,600,Snow,GR,*,ip-172-31-46-198,33,1024,0,1643003316000000000,1643038829000000000,-3.06,10000,40,3.6
weather,2022-01-24T16:10:16Z,Kozani,8133764,100,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,42,1024,0,1643003316000000000,1643038829000000000,-3.98,10000,30,3.09
weather,2022-01-24T17:10:27Z,Kozani,8133764,100,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,42,1025,0,1643003316000000000,1643038829000000000,-4.08,10000,40,3.09
weather,2022-01-24T18:20:09Z,Kozani,8133764,98,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,46,1026,0,1643003316000000000,1643038829000000000,-5.36,10000,330,2.06
weather,2022-01-24T19:10:31Z,Kozani,8133764,91,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,39,1026,0,1643003316000000000,1643038829000000000,-5.01,10000,350,3.09
weather,2022-01-24T20:10:12Z,Kozani,8133764,74,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,42,1027,0,1643003316000000000,1643038829000000000,-5.93,10000,310,4.12
