name,time,city,city_id,cloudiness,condition_description,condition_icon,condition_id,condition_main,country,forecast,host,humidity,pressure,rain,sunrise,sunset,temperature,visibility,wind_degrees,wind_speed
weather,2022-03-23T07:14:15Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,33,1025,0,1648009894000000000,1648054016000000000,6.62,10000,30,2.57
weather,2022-03-23T08:14:17Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,31,1025,0,1648009894000000000,1648054016000000000,7.62,10000,360,2.57
weather,2022-03-23T09:14:25Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,27,1025,0,1648009894000000000,1648054016000000000,8.62,10000,30,2.06
weather,2022-03-23T10:14:18Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,19,1025,0,1648009894000000000,1648054016000000000,10.62,10000,60,2.06
weather,2022-03-23T11:14:16Z,Kozani,8133764,20,few clouds,02d,801,Clouds,GR,*,ip-172-31-46-198,15,1024,0,1648009894000000000,1648054016000000000,12.62,10000,60,4.12
weather,2022-03-23T12:11:19Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,11,1023,0,1648009894000000000,1648054016000000000,13.62,10000,10,2.06
weather,2022-03-23T13:14:23Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,9,1023,0,1648009894000000000,1648054016000000000,13.62,10000,30,6.17
weather,2022-03-23T14:14:20Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,13,1023,0,1648009894000000000,1648054016000000000,13.62,10000,20,3.09
weather,2022-03-23T15:14:31Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,12,1022,0,1648009894000000000,1648054016000000000,13.62,10000,310,2.06
weather,2022-03-23T16:14:18Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,14,1022,0,1648009894000000000,1648054016000000000,12.62,10000,300,2.06
weather,2022-03-23T17:14:23Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,17,1023,0,1648009894000000000,1648054016000000000,9.62,10000,0,1.03
weather,2022-03-23T18:16:00Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,20,1023,0,1648009894000000000,1648054016000000000,8.62,10000,350,2.06
weather,2022-03-23T19:14:19Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,23,1024,0,1648009894000000000,1648054016000000000,7.62,10000,350,2.57
weather,2022-03-23T20:14:19Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,24,1024,0,1648009894000000000,1648054016000000000,6.62,10000,330,2.57
weather,2022-03-23T21:13:03Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,28,1024,0,1648096195000000000,1648140478000000000,5.62,10000,20,2.57
weather,2022-03-23T22:14:17Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,33,1025,0,1648096195000000000,1648140478000000000,3.62,10000,0,0.51
weather,2022-03-23T23:14:19Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,28,1025,0,1648096195000000000,1648140478000000000,4.62,10000,350,3.6
weather,2022-03-24T00:14:17Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,28,1025,0,1648096195000000000,1648140478000000000,4.62,10000,350,3.6
weather,2022-03-24T01:14:18Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,33,1024,0,1648096195000000000,1648140478000000000,3.62,10000,360,4.12
weather,2022-03-24T02:14:20Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,33,1024,0,1648096195000000000,1648140478000000000,3.62,10000,340,4.63
weather,2022-03-24T03:13:30Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,30,1024,0,1648096195000000000,1648140478000000000,3.62,10000,330,4.12
weather,2022-03-24T04:14:16Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,35,1024,0,1648096195000000000,1648140478000000000,1.62,10000,320,3.09
weather,2022-03-24T05:14:17Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,32,1024,0,1648096195000000000,1648140478000000000,2.62,10000,320,3.09
weather,2022-03-24T06:16:30Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,30,1025,0,1648096195000000000,1648140478000000000,4.62,10000,340,2.57
weather,2022-03-24T07:14:23Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,23,1025,0,1648096195000000000,1648140478000000000,8.62,10000,0,0
weather,2022-03-24T08:14:17Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,29,1025,0,1648096195000000000,1648140478000000000,9.62,10000,170,2.06
weather,2022-03-24T09:14:20Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,24,1024,0,1648096195000000000,1648140478000000000,12.62,10000,100,3.6
weather,2022-03-24T10:14:30Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,24,1024,0,1648096195000000000,1648140478000000000,13.62,10000,0,0
weather,2022-03-24T11:14:20Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,16,1023,0,1648096195000000000,1648140478000000000,15.62,10000,330,4.12
weather,2022-03-24T12:10:51Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,14,1023,0,1648096195000000000,1648140478000000000,15.62,10000,340,4.63
weather,2022-03-24T13:14:16Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,14,1022,0,1648096195000000000,1648140478000000000,16.62,10000,340,4.12
weather,2022-03-24T14:14:12Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,14,1022,0,1648096195000000000,1648140478000000000,16.62,10000,310,5.14
weather,2022-03-24T15:14:23Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,14,1021,0,1648096195000000000,1648140478000000000,16.62,10000,280,4.12
weather,2022-03-24T16:14:16Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,13,1021,0,1648096195000000000,1648140478000000000,15.62,10000,320,4.63
weather,2022-03-24T17:14:13Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,15,1021,0,1648096195000000000,1648140478000000000,13.62,10000,310,2.06
weather,2022-03-24T18:15:46Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,20,1022,0,1648096195000000000,1648140478000000000,10.62,10000,340,3.09
weather,2022-03-24T19:14:19Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,19,1022,0,1648096195000000000,1648140478000000000,11.62,10000,300,3.6
weather,2022-03-24T20:14:14Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,22,1022,0,1648096195000000000,1648140478000000000,9.62,10000,350,2.57
weather,2022-03-24T21:14:19Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,22,1022,0,1648182496000000000,1648226939000000000,9.62,10000,330,3.09
weather,2022-03-24T22:14:12Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,33,1023,0,1648182496000000000,1648226939000000000,4.62,10000,0,1.03
weather,2022-03-24T23:14:15Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,31,1023,0,1648182496000000000,1648226939000000000,5.62,10000,360,2.06
weather,2022-03-25T00:10:30Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,35,1022,0,1648182496000000000,1648226939000000000,3.62,10000,340,2.57
weather,2022-03-25T01:14:14Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,35,1022,0,1648182496000000000,1648226939000000000,3.62,10000,350,2.06
weather,2022-03-25T02:14:14Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,31,1022,0,1648182496000000000,1648226939000000000,5.62,10000,330,2.06
weather,2022-03-25T03:13:18Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,31,1022,0,1648182496000000000,1648226939000000000,5.62,10000,330,3.6
weather,2022-03-25T04:14:16Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,31,1022,0,1648182496000000000,1648226939000000000,5.62,10000,350,3.09
weather,2022-03-25T05:14:18Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,35,1022,0,1648182496000000000,1648226939000000000,3.62,10000,0,1.54
weather,2022-03-25T06:15:41Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,31,1023,0,1648182496000000000,1648226939000000000,7.62,10000,0,0
weather,2022-03-25T07:14:16Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,22,1023,0,1648182496000000000,1648226939000000000,11.62,10000,0,0
weather,2022-03-25T08:14:14Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,21,1023,0,1648182496000000000,1648226939000000000,13.62,10000,0,0
weather,2022-03-25T09:14:15Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,23,1023,0,1648182496000000000,1648226939000000000,14.62,10000,170,2.06
weather,2022-03-25T10:14:18Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,13,1022,0,1648182496000000000,1648226939000000000,16.62,10000,350,3.09
weather,2022-03-25T11:14:15Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,12,1021,0,1648182496000000000,1648226939000000000,18.62,10000,290,3.6
weather,2022-03-25T12:10:57Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,11,1021,0,1648182496000000000,1648226939000000000,18.62,10000,320,4.12
weather,2022-03-25T13:14:17Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,9,1020,0,1648182496000000000,1648226939000000000,18.62,10000,320,4.63
weather,2022-03-25T14:14:16Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,10,1020,0,1648182496000000000,1648226939000000000,18.62,10000,340,5.66
weather,2022-03-25T15:14:45Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,10,1020,0,1648182496000000000,1648226939000000000,18.62,10000,290,3.6
weather,2022-03-25T16:14:21Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,12,1020,0,1648182496000000000,1648226939000000000,17.62,10000,340,3.6
weather,2022-03-25T17:14:13Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,13,1021,0,1648182496000000000,1648226939000000000,15.62,10000,310,2.06
weather,2022-03-25T18:15:59Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,18,1021,0,1648182496000000000,1648226939000000000,12.62,10000,320,2.57
weather,2022-03-25T19:14:17Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,19,1022,0,1648182496000000000,1648226939000000000,11.62,10000,360,3.6
weather,2022-03-25T20:14:15Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,25,1023,0,1648182496000000000,1648226939000000000,8.62,10000,350,2.06
weather,2022-03-25T21:14:18Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,23,1024,0,1648268796000000000,1648313400000000000,9.62,10000,330,3.09
weather,2022-03-25T22:14:14Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,27,1024,0,1648268796000000000,1648313400000000000,8.62,10000,330,3.09
weather,2022-03-25T23:14:13Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,29,1025,0,1648268796000000000,1648313400000000000,7.62,10000,330,3.6
weather,2022-03-26T00:10:28Z,Kozani,8133764,1,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,29,1026,0,1648268796000000000,1648313400000000000,7.62,10000,340,3.6
weather,2022-03-26T01:14:24Z,Kozani,8133764,38,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,31,1026,0,1648268796000000000,1648313400000000000,6.62,10000,340,3.09
weather,2022-03-26T02:14:14Z,Kozani,8133764,41,scattered clouds,03n,802,Clouds,GR,*,ip-172-31-46-198,31,1026,0,1648268796000000000,1648313400000000000,6.62,10000,350,2.57
weather,2022-03-26T03:13:32Z,Kozani,8133764,60,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,33,1026,0,1648268796000000000,1648313400000000000,5.62,10000,360,3.09
weather,2022-03-26T04:14:11Z,Kozani,8133764,69,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,36,1027,0,1648268796000000000,1648313400000000000,5.62,10000,350,2.57
weather,2022-03-26T05:14:18Z,Kozani,8133764,70,broken clouds,04d,803,Clouds,GR,*,ip-172-31-46-198,38,1027,0,1648268796000000000,1648313400000000000,4.62,10000,0,1.03
weather,2022-03-26T06:16:37Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,34,1028,0,1648268796000000000,1648313400000000000,7.62,10000,0,0
weather,2022-03-26T07:14:22Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,28,1028,0,1648268796000000000,1648313400000000000,10.62,10000,0,0
weather,2022-03-26T08:14:15Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,28,1029,0,1648268796000000000,1648313400000000000,11.62,10000,340,3.09
weather,2022-03-26T09:14:31Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,24,1028,0,1648268796000000000,1648313400000000000,13.62,10000,0,0
weather,2022-03-26T10:14:16Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,23,1028,0,1648268796000000000,1648313400000000000,13.62,10000,190,2.06
weather,2022-03-26T11:14:21Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,21,1027,0,1648268796000000000,1648313400000000000,15.62,10000,0,0
weather,2022-03-26T12:10:42Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,19,1027,0,1648268796000000000,1648313400000000000,16.62,10000,140,3.6
weather,2022-03-26T13:14:17Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,16,1026,0,1648268796000000000,1648313400000000000,16.62,10000,0,0
weather,2022-03-26T14:14:14Z,Kozani,8133764,8,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,16,1026,0,1648268796000000000,1648313400000000000,16.62,10000,120,2.57
weather,2022-03-26T15:14:28Z,Kozani,8133764,9,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,16,1025,0,1648268796000000000,1648313400000000000,16.62,10000,170,2.57
weather,2022-03-26T16:14:15Z,Kozani,8133764,10,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,18,1025,0,1648268796000000000,1648313400000000000,15.62,10000,0,1.54
weather,2022-03-26T17:14:16Z,Kozani,8133764,10,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,28,1025,0,1648268796000000000,1648313400000000000,11.62,10000,0,1.54
weather,2022-03-26T18:16:22Z,Kozani,8133764,9,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,46,1026,0,1648268796000000000,1648313400000000000,8.62,10000,270,2.06
weather,2022-03-26T19:14:16Z,Kozani,8133764,4,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,57,1027,0,1648268796000000000,1648313400000000000,6.62,10000,0,0.51
weather,2022-03-26T20:14:25Z,Kozani,8133764,4,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,57,1027,0,1648268796000000000,1648313400000000000,6.62,10000,0,1.54
weather,2022-03-26T21:13:43Z,Kozani,8133764,11,few clouds,02n,801,Clouds,GR,*,ip-172-31-46-198,57,1027,0,1648355097000000000,1648399862000000000,6.62,10000,20,2.06
weather,2022-03-26T22:14:20Z,Kozani,8133764,9,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,61,1028,0,1648355097000000000,1648399862000000000,5.62,10000,350,2.06
weather,2022-03-26T23:14:15Z,Kozani,8133764,7,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,61,1028,0,1648355097000000000,1648399862000000000,5.62,10000,350,3.09
weather,2022-03-27T00:14:18Z,Kozani,8133764,6,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,60,1028,0,1648355097000000000,1648399862000000000,4.62,10000,360,2.06
weather,2022-03-27T01:14:17Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,65,1028,0,1648355097000000000,1648399862000000000,4.62,10000,360,2.57
weather,2022-03-27T02:14:19Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,70,1028,0,1648355097000000000,1648399862000000000,3.62,10000,340,2.57
weather,2022-03-27T03:13:39Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,65,1028,0,1648355097000000000,1648399862000000000,3.62,10000,350,2.57
weather,2022-03-27T04:14:17Z,Kozani,8133764,0,clear sky,01n,800,Clear,GR,*,ip-172-31-46-198,65,1028,0,1648355097000000000,1648399862000000000,3.62,10000,360,2.06
weather,2022-03-27T05:14:18Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,65,1028,0,1648355097000000000,1648399862000000000,3.62,10000,340,3.09
weather,2022-03-27T06:16:33Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,57,1028,0,1648355097000000000,1648399862000000000,7.62,10000,0,0
weather,2022-03-27T07:14:15Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,46,1029,0,1648355097000000000,1648399862000000000,10.62,10000,0,0
weather,2022-03-27T08:14:13Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,44,1029,0,1648355097000000000,1648399862000000000,12.62,10000,0,0
weather,2022-03-27T09:14:27Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,38,1029,0,1648355097000000000,1648399862000000000,14.62,10000,0,0
weather,2022-03-27T10:14:22Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,31,1028,0,1648355097000000000,1648399862000000000,15.62,10000,0,0
weather,2022-03-27T11:14:16Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,19,1028,0,1648355097000000000,1648399862000000000,17.62,10000,210,2.57
weather,2022-03-27T12:14:20Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,13,1027,0,1648355097000000000,1648399862000000000,18.62,10000,0,0
weather,2022-03-27T13:14:19Z,Kozani,8133764,86,overcast clouds,04d,804,Clouds,GR,*,ip-172-31-46-198,14,1026,0,1648355097000000000,1648399862000000000,18.62,10000,210,3.09
weather,2022-03-27T14:14:17Z,Kozani,8133764,92,overcast clouds,04d,804,Clouds,GR,*,ip-172-31-46-198,15,1026,0,1648355097000000000,1648399862000000000,18.62,10000,0,1.54
weather,2022-03-27T15:14:34Z,Kozani,8133764,94,overcast clouds,04d,804,Clouds,GR,*,ip-172-31-46-198,15,1026,0,1648355097000000000,1648399862000000000,18.62,10000,180,2.06
weather,2022-03-27T16:14:18Z,Kozani,8133764,96,overcast clouds,04d,804,Clouds,GR,*,ip-172-31-46-198,21,1026,0,1648355097000000000,1648399862000000000,15.62,10000,140,2.06
weather,2022-03-27T17:14:17Z,Kozani,8133764,97,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,30,1026,0,1648355097000000000,1648399862000000000,13.62,10000,150,2.06
weather,2022-03-27T18:16:31Z,Kozani,8133764,94,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,43,1027,0,1648355097000000000,1648399862000000000,9.62,10000,0,0.51
weather,2022-03-27T19:14:21Z,Kozani,8133764,71,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,43,1027,0,1648355097000000000,1648399862000000000,9.62,10000,10,2.06
weather,2022-03-27T20:14:18Z,Kozani,8133764,75,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,43,1027,0,1648441398000000000,1648486323000000000,9.62,10000,360,2.06
weather,2022-03-27T21:13:38Z,Kozani,8133764,70,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,52,1028,0,1648441398000000000,1648486323000000000,5.62,10000,0,1.03
weather,2022-03-27T22:14:14Z,Kozani,8133764,73,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,53,1028,0,1648441398000000000,1648486323000000000,6.62,10000,10,2.57
weather,2022-03-27T23:14:13Z,Kozani,8133764,69,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,49,1028,0,1648441398000000000,1648486323000000000,7.62,10000,10,2.57
weather,2022-03-28T00:14:19Z,Kozani,8133764,73,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,53,1028,0,1648441398000000000,1648486323000000000,6.62,10000,360,2.06
weather,2022-03-28T01:14:13Z,Kozani,8133764,100,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,53,1027,0,1648441398000000000,1648486323000000000,6.62,10000,0,1.54
weather,2022-03-28T02:14:14Z,Kozani,8133764,99,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,53,1027,0,1648441398000000000,1648486323000000000,6.62,10000,340,2.06
weather,2022-03-28T03:13:35Z,Kozani,8133764,100,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,49,1026,0,1648441398000000000,1648486323000000000,7.62,10000,350,2.06
weather,2022-03-28T04:14:17Z,Kozani,8133764,100,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,49,1027,0,1648441398000000000,1648486323000000000,6.62,10000,40,2.06
weather,2022-03-28T05:14:21Z,Kozani,8133764,100,overcast clouds,04d,804,Clouds,GR,*,ip-172-31-46-198,46,1027,0,1648441398000000000,1648486323000000000,7.62,10000,350,2.06
weather,2022-03-28T06:17:18Z,Kozani,8133764,100,overcast clouds,04d,804,Clouds,GR,*,ip-172-31-46-198,49,1027,0,1648441398000000000,1648486323000000000,7.62,10000,0,1.54
weather,2022-03-28T07:14:15Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,46,1027,0,1648441398000000000,1648486323000000000,9.62,10000,0,0
weather,2022-03-28T08:14:14Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,46,1027,0,1648441398000000000,1648486323000000000,10.62,10000,0,0
weather,2022-03-28T09:14:40Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,47,1027,0,1648441398000000000,1648486323000000000,11.62,10000,0,0
weather,2022-03-28T10:14:20Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,43,1026,0,1648441398000000000,1648486323000000000,11.62,10000,0,0
weather,2022-03-28T11:14:19Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,40,1026,0,1648441398000000000,1648486323000000000,11.62,10000,0,0
weather,2022-03-28T12:10:45Z,Kozani,8133764,40,scattered clouds,03d,802,Clouds,GR,*,ip-172-31-46-198,43,1026,0,1648441398000000000,1648486323000000000,11.62,10000,0,0
weather,2022-03-28T13:14:10Z,Kozani,8133764,100,overcast clouds,04d,804,Clouds,GR,*,ip-172-31-46-198,66,986,0,1648441398000000000,1648486323000000000,13.12,10000,100,2.57
weather,2022-03-28T14:14:24Z,Kozani,8133764,100,overcast clouds,04d,804,Clouds,GR,*,ip-172-31-46-198,43,1025,0,1648441398000000000,1648486323000000000,11.62,10000,90,3.09
weather,2022-03-28T15:14:45Z,Kozani,8133764,100,overcast clouds,04d,804,Clouds,GR,*,ip-172-31-46-198,43,1024,0,1648441398000000000,1648486323000000000,11.62,10000,130,2.57
weather,2022-03-28T16:14:16Z,Kozani,8133764,100,overcast clouds,04d,804,Clouds,GR,*,ip-172-31-46-198,43,1024,0,1648441398000000000,1648486323000000000,11.62,10000,0,1.03
weather,2022-03-28T17:14:16Z,Kozani,8133764,100,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,46,1024,0,1648441398000000000,1648486323000000000,10.62,10000,0,0
weather,2022-03-28T18:17:09Z,Kozani,8133764,99,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,66,1023,0,1648441398000000000,1648486323000000000,8.62,10000,0,1.03
weather,2022-03-28T19:14:14Z,Kozani,8133764,100,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,76,1023,0,1648441398000000000,1648486323000000000,7.62,10000,0,0
weather,2022-03-28T20:14:14Z,Kozani,8133764,98,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,75,1023,0,1648527699000000000,1648572784000000000,5.62,10000,0,1.54
weather,2022-03-28T21:13:45Z,Kozani,8133764,97,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,75,1023,0,1648527699000000000,1648572784000000000,4.62,10000,0,1.03
weather,2022-03-28T22:14:24Z,Kozani,8133764,98,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,75,1023,0,1648527699000000000,1648572784000000000,4.62,10000,360,2.57
weather,2022-03-28T23:14:16Z,Kozani,8133764,98,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,75,1022,0,1648527699000000000,1648572784000000000,5.62,10000,360,2.57
weather,2022-03-29T00:10:37Z,Kozani,8133764,98,overcast clouds,04n,804,Clouds,GR,*,ip-172-31-46-198,75,1021,0,1648527699000000000,1648572784000000000,4.62,10000,360,2.57
weather,2022-03-29T01:14:19Z,Kozani,8133764,56,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,75,1020,0,1648527699000000000,1648572784000000000,4.62,10000,10,2.57
weather,2022-03-29T02:14:16Z,Kozani,8133764,59,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,81,1020,0,1648527699000000000,1648572784000000000,3.62,10000,360,3.09
weather,2022-03-29T03:13:47Z,Kozani,8133764,63,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,87,1019,0,1648527699000000000,1648572784000000000,2.62,10000,360,2.06
weather,2022-03-29T04:14:16Z,Kozani,8133764,68,broken clouds,04n,803,Clouds,GR,*,ip-172-31-46-198,87,1019,0,1648527699000000000,1648572784000000000,2.62,10000,0,1.54
weather,2022-03-29T05:14:21Z,Kozani,8133764,59,broken clouds,04d,803,Clouds,GR,*,ip-172-31-46-198,87,1019,0,1648527699000000000,1648572784000000000,2.62,10000,360,2.57
weather,2022-03-29T06:17:13Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,76,1019,0,1648527699000000000,1648572784000000000,6.62,10000,0,0
weather,2022-03-29T07:14:15Z,Kozani,8133764,0,clear sky,01d,800,Clear,GR,*,ip-172-31-46-198,66,1019,0,1648527699000000000,1648572784000000000,8.62,10000,0,0
