name,time,actual_average_humidity,actual_average_pressure,actual_average_temperature,actual_max_temperature,actual_min_temperature,average_accuracy,average_humidity,average_humidity_accuracy,average_humidity_accuracy_max,average_humidity_pressure_max,average_pressure,average_pressure_accuracy,average_temperature_accuracy,average_temperature_accuracy_max,average_temperature_diff,forecasted_average_humidity,forecasted_average_pressure,forecasted_average_temperature,forecasted_max_temperature,forecasted_min_temperature,max_temperature,max_temperature_accuracy,max_temperature_accuracy_max,min_temperature,min_temperature_accuracy,min_temperature_accuracy_max
wunder_diffs,2022-04-02T00:00:00Z,60.458333333333336,1002,12.120000000000003,19.62,5.62,99.99662025744013,0.0063749138525155055,99.99362508614749,false,false,0.0007200598802395207,99.99927994011976,99.99577557755775,false,0.004224422442244226,99,929.85,7,10,6,0.0049031600407747206,99.99509683995923,false,0.000676156583629893,99.99932384341638,true
wunder_diffs,2022-04-03T00:00:00Z,58.916666666666664,1004.75,9.323333333333336,14.62,3.62,99.99648349828762,0.005106082036775107,99.99489391796322,false,true,0.0007454590694202536,99.99925454093058,99.99712906685734,false,0.0028709331426528388,89,929.85,12,22,5,0.005047879616963065,99.99495212038303,false,0.0038121546961325963,99.99618784530387,false
wunder_diffs,2022-04-04T00:00:00Z,55.708333333333336,1012.2916666666666,6.995000000000002,12.62,1.62,99.99607290607506,0.007771129394166042,99.99222887060583,false,true,0.000783782671331549,99.99921621732867,99.99571837026447,false,0.004281629735525376,99,932.95,4,7,2,0.004453248811410459,99.99554675118858,false,0.0023456790123456786,99.99765432098765,false
wunder_diffs,2022-04-05T00:00:00Z,69.625,1017.4583333333334,5.786666666666668,11.62,0.62,99.99671369284769,0.00421903052064632,99.99578096947936,false,true,0.0007481223637331585,99.99925187763627,99.9986405529954,false,0.001359447004608297,99,941.34,5,7,1,0.00397590361445783,99.99602409638554,false,0.006129032258064516,99.99387096774194,false
wunder_diffs,2022-04-06T00:00:00Z,83.25,1008.0833333333334,7.142500000000002,12.34,3.62,99.9975374321788,0.0018918918918918919,99.99810810810811,false,true,0.0006818219393237994,99.99931817806068,99.998400420021,false,0.001599579978998952,99,939.35,6,7,5,0.004327390599675851,99.99567260940033,false,0.0038121546961325963,99.99618784530387,false
wunder_diffs,2022-04-07T00:00:00Z,65.125,1012.9583333333334,10.495000000000003,17.62,4.62,99.99616017773974,0.005201535508637236,99.99479846449137,false,true,0.0007483855045041345,99.99925161449549,99.99571700809909,false,0.004282991900905195,99,937.15,6,8,3,0.0054597048808172535,99.99454029511918,false,0.0035064935064935067,99.99649350649351,false
wunder_diffs,2022-04-08T00:00:00Z,70.25,1001.4583333333334,10.047083333333335,16.62,4.62,99.99724773962859,0.004092526690391459,99.99590747330961,false,true,0.0006611192011649681,99.99933888079883,99.99796250984946,false,0.002037490150541203,99,935.25,8,10,6,0.003983152827918172,99.99601684717209,false,0.002987012987012987,99.997012987013,false
wunder_diffs,2022-04-09T00:00:00Z,43.75,1010.4583333333334,13.828333333333335,21.62,4.62,99.99363643127984,0.011714285714285714,99.98828571428571,false,true,0.000777947301142221,99.99922205269885,99.99723152946848,false,0.0027684705315174168,95,931.85,10,11,10,0.004912118408880666,99.99508788159112,false,0.011645021645021644,99.98835497835498,false
wunder_diffs,2022-04-10T00:00:00Z,40.541666666666664,1008.625,15.203333333333335,23.62,6.62,99.99614380086261,0.010719424460431656,99.98928057553957,false,true,0.0007205353823274255,99.99927946461767,99.99789300591975,false,0.002106994080245561,84,935.95,12,15,8,0.0036494496189669774,99.99635055038104,false,0.0020845921450151055,99.99791540785499,false
wunder_diffs,2022-04-11T00:00:00Z,58.125,1007.3333333333334,8.786666666666669,15.62,2.62,99.99147566433028,0.0008817204301075269,99.9991182795699,false,false,0.0007463600264725353,99.99925363997353,99.99520485584219,false,0.004795144157814867,53,932.15,13,15,12,0.000396927016645326,99.99960307298335,true,0.03580152671755725,99.96419847328244,false
wunder_diffs,2022-04-12T00:00:00Z,39.791666666666664,1017.2083333333334,6.786666666666669,11.62,2.62,99.99365422574384,0.014376963350785341,99.98562303664922,false,true,0.0007988366853725473,99.99920116331462,99.99736738703339,false,0.0026326129666011814,97,935.95,5,6,5,0.004836488812392426,99.99516351118761,false,0.009083969465648855,99.99091603053435,false
wunder_diffs,2022-04-13T00:00:00Z,36.458333333333336,1020.1666666666666,9.286666666666669,16.62,1.62,99.99054825632123,0.015508571428571427,99.98449142857143,false,true,0.0007393563143277238,99.99926064368567,99.9921536252692,false,0.007846374730796843,93,944.74,2,5,-1,0.006991576413959086,99.99300842358605,false,0.01617283950617284,99.98382716049383,false
wunder_diffs,2022-04-14T00:00:00Z,48.666666666666664,1019.0416666666666,11.370000000000003,19.62,0.62,99.99110733578691,0.009931506849315071,99.99006849315069,false,true,0.0007487590464897571,99.99925124095351,99.99439753737907,false,0.0056024626209322794,97,942.74,5,8,2,0.0059225280326197765,99.99407747196739,false,0.02225806451612903,99.97774193548388,false
wunder_diffs,2022-04-15T00:00:00Z,59.625,1020.9583333333334,11.745000000000003,19.62,4.62,99.99647074933083,0.006603773584905661,99.9933962264151,false,true,0.0007573113496306579,99.99924268865037,99.99595998297147,false,0.004040017028522777,99,943.64,7,10,4,0.0049031600407747206,99.99509683995923,false,0.0013419913419913422,99.99865800865801,false
wunder_diffs,2022-04-16T00:00:00Z,54.208333333333336,1019.875,12.348750000000003,20.62,3.62,99.99554306754702,0.008262874711760184,99.99173712528824,false,true,0.0007278833190341955,99.99927211668097,99.99566858993825,false,0.004331410061747142,99,945.64,7,10,5,0.005150339476236664,99.99484966052377,false,0.0038121546961325963,99.99618784530387,false
wunder_diffs,2022-04-17T00:00:00Z,49.916666666666664,1014.125,13.161666666666669,18.62,6.62,99.99635907992034,0.009833055091819701,99.99016694490818,false,true,0.0007177123135708119,99.99928228768643,99.99683803976194,false,0.003161960238065089,99,941.34,9,12,6,0.0035553168635875407,99.99644468313642,false,0.0009365558912386708,99.99906344410876,false
wunder_diffs,2022-04-18T00:00:00Z,81.54166666666667,1008.875,7.328333333333336,9.62,3.62,99.9947162713938,0.0012825753704649968,99.99871742462953,false,true,0.0007109404039152523,99.99928905959608,99.99498976574938,false,0.005010234250625421,92,937.15,11,14,9,0.0045530145530145545,99.99544698544699,false,0.014861878453038675,99.98513812154697,false
wunder_diffs,2022-04-19T00:00:00Z,84.79166666666667,1009.25,3.745000000000001,6.62,1.62,99.99571626838959,0.0016756756756756749,99.99832432432433,false,true,0.000763933614069854,99.99923606638593,99.99664886515353,false,0.0033511348464619456,99,932.15,5,6,4,0.0009365558912386708,99.99906344410876,false,0.014691358024691358,99.98530864197531,false
wunder_diffs,2022-04-20T00:00:00Z,74.5,1012.5416666666666,5.708333333333335,9.62,2.62,99.99754839803026,0.0032885906040268456,99.99671140939597,false,true,0.0007633430723015511,99.99923665692769,99.99700729927007,false,0.002992700729927009,99,935.25,4,6,3,0.0037629937629937624,99.99623700623701,false,0.0014503816793893125,99.99854961832061,false
wunder_diffs,2022-04-21T00:00:00Z,63.041666666666664,1012.3333333333334,8.360416666666667,14.39,0.62,99.99374744279461,0.005703899537343028,99.99429610046266,false,true,0.0007308198880474153,99.99926918011195,99.99239222526788,false,0.007607774732120608,99,938.35,2,4,0,0.0072202918693537186,99.99277970813064,false,0.01,99.99,false
wunder_diffs,2022-04-22T00:00:00Z,76.79166666666667,1004.4166666666666,9.664583333333335,16.56,3.62,99.99682960906715,0.0028920238741182848,99.99710797612587,false,true,0.0006478055255952869,99.99935219447441,99.99517352877776,false,0.004826471222246174,99,939.35,5,7,3,0.005772946859903381,99.9942270531401,false,0.0017127071823204423,99.99828729281768,false
wunder_diffs,2022-04-23T00:00:00Z,74.125,1001.4166666666666,11.868333333333338,21.16,5.62,99.9972690334219,0.0033558178752107924,99.99664418212478,false,true,0.0006167928767579261,99.99938320712324,99.99674062631652,false,0.003259373683471425,99,939.65,8,9,6,0.005746691871455577,99.99425330812855,false,0.000676156583629893,99.99932384341638,false
wunder_diffs,2022-04-24T00:00:00Z,56.541666666666664,1010,13.953333333333335,21.62,5.62,99.99638289365659,0.007509211495946943,99.99249078850406,false,true,0.0007569306930693074,99.99924306930693,99.99573339703774,false,0.004266602962255137,99,933.55,8,12,5,0.004449583718778909,99.99555041628122,false,0.0011032028469750892,99.99889679715302,false
